tDate,Country,NumberOfTest
2021-12-01,Australia,187386
2021-12-01,Austria,491554
2021-12-01,Belgium,135175
2021-12-01,Canada,88448
2021-12-01,Chile,52073
2021-12-01,Colombia,47963
2021-12-01,Czechia,123209
2021-12-01,Denmark,185337
2021-12-01,Estonia,5542
2021-12-01,Finland,22219
2021-12-01,France,792858
2021-12-01,Greece,350685
2021-12-01,Hungary,30920
2021-12-01,Iceland,2132
2021-12-01,Ireland,33818
2021-12-01,Israel,99036
2021-12-01,Italy,657707
2021-12-01,Japan,53787
2021-12-01,Latvia,11794
2021-12-01,Lithuania,18035
2021-12-01,Luxembourg,5750
2021-12-01,Mexico,14669
2021-12-01,New Zealand,31924
2021-12-01,Norway,21923
2021-12-01,Poland,223123
2021-12-01,Portugal,67591
2021-12-01,Slovakia,53338
2021-12-01,Slovenia,6243
2021-12-01,Switzerland,66450
2021-12-01,Taiwan,16743
2021-12-01,Turkey,355252
2021-12-01,United Kingdom,1184269
2021-12-01,United States,1093179
