tDate,Country,NumberOfTest
2020-05-27,Australia,50098
2020-05-27,Austria,7521
2020-05-27,Belgium,17772
2020-05-27,Canada,51031
2020-05-27,Chile,13398
2020-05-27,Costa Rica,649
2020-05-27,Denmark,14781
2020-05-27,Estonia,1382
2020-05-27,Finland,2971
2020-05-27,France,46736
2020-05-27,Germany,0
2020-05-27,Greece,5254
2020-05-27,Hungary,3697
2020-05-27,Iceland,528
2020-05-27,Ireland,3437
2020-05-27,Israel,6728
2020-05-27,Italy,104623
2020-05-27,Japan,3004
2020-05-27,Latvia,1955
2020-05-27,Lithuania,6268
2020-05-27,Luxembourg,1205
2020-05-27,Mexico,9483
2020-05-27,Netherlands,0
2020-05-27,New Zealand,3482
2020-05-27,Norway,3288
2020-05-27,Poland,42995
2020-05-27,Portugal,17221
2020-05-27,Slovakia,2352
2020-05-27,Slovenia,631
2020-05-27,South Korea,14384
2020-05-27,Spain,0
2020-05-27,Switzerland,4908
2020-05-27,Taiwan,183
2020-05-27,Turkey,21043
2020-05-27,United Kingdom,82670
2020-05-27,United States,552804
