tDate,Country,NumberOfTest
2022-04-29,Australia,69264961
2022-04-29,Austria,182842386
2022-04-29,Belgium,33620278
2022-04-29,Chile,36714632
2022-04-29,Colombia,34402215
2022-04-29,Czechia,54285516
2022-04-29,Denmark,67081210
2022-04-29,Estonia,3345334
2022-04-29,Finland,10752650
2022-04-29,France,269488081
2022-04-29,Greece,79660677
2022-04-29,Hungary,10888610
2022-04-29,Iceland,1321588
2022-04-29,Ireland,12064497
2022-04-29,Israel,50087462
2022-04-29,Italy,213390610
2022-04-29,Japan,46711664
2022-04-29,Latvia,7131043
2022-04-29,Lithuania,8655747
2022-04-29,Luxembourg,4228836
2022-04-29,Mexico,15122005
2022-04-29,Netherlands,30563504
2022-04-29,New Zealand,7075276
2022-04-29,Norway,11082187
2022-04-29,Portugal,41278379
2022-04-29,Slovakia,51032385
2022-04-29,Slovenia,5100857
2022-04-29,South Korea,45113939
2022-04-29,Spain,90323313
2022-04-29,Sweden,18276875
2022-04-29,Switzerland,20827383
2022-04-29,Taiwan,8458514
2022-04-29,Turkey,159196369
2022-04-29,United Kingdom,498136752
2022-04-29,United States,872144197
