tDate,Country,NumberOfTest
2020-06-04,Australia,33629
2020-06-04,Austria,8508
2020-06-04,Belgium,12842
2020-06-04,Canada,70871
2020-06-04,Chile,18140
2020-06-04,Colombia,0
2020-06-04,Costa Rica,376
2020-06-04,Denmark,11865
2020-06-04,Estonia,1340
2020-06-04,Finland,2798
2020-06-04,France,41584
2020-06-04,Germany,0
2020-06-04,Greece,0
2020-06-04,Hungary,4322
2020-06-04,Iceland,550
2020-06-04,Ireland,3099
2020-06-04,Israel,14899
2020-06-04,Italy,77404
2020-06-04,Japan,4600
2020-06-04,Latvia,1486
2020-06-04,Lithuania,4961
2020-06-04,Luxembourg,1674
2020-06-04,Mexico,10276
2020-06-04,Netherlands,0
2020-06-04,New Zealand,2717
2020-06-04,Norway,2931
2020-06-04,Poland,51006
2020-06-04,Portugal,17207
2020-06-04,Slovakia,1832
2020-06-04,Slovenia,828
2020-06-04,South Korea,16672
2020-06-04,Spain,0
2020-06-04,Switzerland,5141
2020-06-04,Taiwan,170
2020-06-04,Turkey,54234
2020-06-04,United Kingdom,99484
2020-06-04,United States,617787
