Date,Country,NumberOfTest
2021-01-30,Australia,0
2021-01-30,Austria,125459
2021-01-30,Belgium,47106
2021-01-30,Canada,200006
2021-01-30,Chile,63308
2021-01-30,Colombia,65561
2021-01-30,Costa Rica,3459
2021-01-30,Czechia,30976
2021-01-30,Denmark,83169
2021-01-30,Estonia,3770
2021-01-30,Finland,12367
2021-01-30,France,216809
2021-01-30,Germany,0
2021-01-30,Greece,31904
2021-01-30,Hungary,21362
2021-01-30,Iceland,327
2021-01-30,Ireland,21598
2021-01-30,Israel,26885
2021-01-30,Italy,387385
2021-01-30,Japan,40425
2021-01-30,Latvia,9960
2021-01-30,Lithuania,6235
2021-01-30,Luxembourg,6139
2021-01-30,Mexico,20895
2021-01-30,Netherlands,0
2021-01-30,New Zealand,7871
2021-01-30,Norway,7333
2021-01-30,Poland,89295
2021-01-30,Portugal,51500
2021-01-30,Slovakia,561884
2021-01-30,Slovenia,2408
2021-01-30,South Korea,44224
2021-01-30,Spain,0
2021-01-30,Sweden,28405
2021-01-30,Switzerland,18859
2021-01-30,Taiwan,1359
2021-01-30,Turkey,148785
2021-01-30,United Kingdom,439006
2021-01-30,United States,1430667
