Date,Country,NumberOfTest
2021-05-10,Australia,38739
2021-05-10,Austria,135456
2021-05-10,Belgium,45663
2021-05-10,Canada,90029
2021-05-10,Chile,66350
2021-05-10,Colombia,41635
2021-05-10,Costa Rica,6187
2021-05-10,Czechia,352281
2021-05-10,Denmark,209847
2021-05-10,Estonia,5399
2021-05-10,Finland,15030
2021-05-10,France,522292
2021-05-10,Germany,0
2021-05-10,Greece,28127
2021-05-10,Hungary,10552
2021-05-10,Iceland,1646
2021-05-10,Ireland,13575
2021-05-10,Israel,40716
2021-05-10,Italy,175942
2021-05-10,Japan,130677
2021-05-10,Latvia,5769
2021-05-10,Lithuania,23563
2021-05-10,Luxembourg,10012
2021-05-10,Mexico,8969
2021-05-10,Netherlands,0
2021-05-10,New Zealand,2336
2021-05-10,Norway,25986
2021-05-10,Poland,73556
2021-05-10,Portugal,39435
2021-05-10,Slovakia,131022
2021-05-10,Slovenia,3722
2021-05-10,South Korea,14170
2021-05-10,Spain,0
2021-05-10,Sweden,41424
2021-05-10,Switzerland,29917
2021-05-10,Taiwan,1237
2021-05-10,Turkey,213863
2021-05-10,United Kingdom,955467
2021-05-10,United States,849880
