tDate,Country,NumberOfTest
2022-06-06,Australia,72323527
2022-06-06,Austria,188169727
2022-06-06,Belgium,34170135
2022-06-06,Canada,62177630
2022-06-06,Chile,38718740
2022-06-06,Colombia,0
2022-06-06,Czechia,54525396
2022-06-06,Denmark,64544599
2022-06-06,Estonia,3408436
2022-06-06,Finland,10973099
2022-06-06,France,275803666
2022-06-06,Greece,0
2022-06-06,Iceland,1362438
2022-06-06,Ireland,12262600
2022-06-06,Israel,51404699
2022-06-06,Italy,221939797
2022-06-06,Japan,51053108
2022-06-06,Latvia,7230143
2022-06-06,Lithuania,8707856
2022-06-06,Luxembourg,4275459
2022-06-06,Mexico,15406601
2022-06-06,Netherlands,30632709
2022-06-06,New Zealand,0
2022-06-06,Norway,11129821
2022-06-06,Slovakia,51199175
2022-06-06,Slovenia,5285557
2022-06-06,South Korea,49726113
2022-06-06,Spain,92571768
2022-06-06,Switzerland,21153745
2022-06-06,Taiwan,11801646
2022-06-06,United States,901609346
