tDate,Country,NumberOfTest
2021-01-18,Australia,42020
2021-01-18,Austria,106991
2021-01-18,Belgium,37525
2021-01-18,Canada,185885
2021-01-18,Chile,55673
2021-01-18,Colombia,57791
2021-01-18,Costa Rica,1318
2021-01-18,Czechia,71466
2021-01-18,Denmark,111394
2021-01-18,Estonia,5300
2021-01-18,Finland,9367
2021-01-18,France,397123
2021-01-18,Germany,0
2021-01-18,Greece,8173
2021-01-18,Hungary,9903
2021-01-18,Iceland,1093
2021-01-18,Ireland,18191
2021-01-18,Israel,102019
2021-01-18,Italy,207556
2021-01-18,Japan,80773
2021-01-18,Latvia,3423
2021-01-18,Lithuania,8367
2021-01-18,Luxembourg,7113
2021-01-18,Mexico,48592
2021-01-18,Netherlands,0
2021-01-18,New Zealand,1868
2021-01-18,Norway,23254
2021-01-18,Poland,50018
2021-01-18,Portugal,53201
2021-01-18,Slovakia,97492
2021-01-18,Slovenia,5306
2021-01-18,South Korea,27280
2021-01-18,Spain,0
2021-01-18,Sweden,28494
2021-01-18,Switzerland,27637
2021-01-18,Taiwan,1519
2021-01-18,Turkey,151342
2021-01-18,United Kingdom,556689
2021-01-18,United States,1283915
