Date,Country,NumberOfTest
2020-09-26,Australia,0
2020-09-26,Austria,17443
2020-09-26,Belgium,33439
2020-09-26,Canada,174989
2020-09-26,Chile,38161
2020-09-26,Colombia,33818
2020-09-26,Costa Rica,3057
2020-09-26,Czechia,15388
2020-09-26,Denmark,39984
2020-09-26,Estonia,3139
2020-09-26,Finland,14760
2020-09-26,France,84881
2020-09-26,Germany,0
2020-09-26,Greece,21498
2020-09-26,Hungary,11782
2020-09-26,Iceland,974
2020-09-26,Ireland,11808
2020-09-26,Israel,46421
2020-09-26,Italy,166412
2020-09-26,Japan,10522
2020-09-26,Latvia,2520
2020-09-26,Lithuania,3864
2020-09-26,Luxembourg,5293
2020-09-26,Mexico,6263
2020-09-26,Netherlands,0
2020-09-26,New Zealand,5077
2020-09-26,Norway,6043
2020-09-26,Poland,45684
2020-09-26,Portugal,17229
2020-09-26,Slovakia,5655
2020-09-26,Slovenia,1917
2020-09-26,South Korea,11136
2020-09-26,Spain,0
2020-09-26,Sweden,18407
2020-09-26,Switzerland,5992
2020-09-26,Taiwan,275
2020-09-26,Turkey,102009
2020-09-26,United Kingdom,255488
2020-09-26,United States,938101
