Date,Country,NumberOfTest
2021-09-06,Australia,208407
2021-09-06,Austria,338111
2021-09-06,Belgium,38255
2021-09-06,Canada,73872
2021-09-06,Chile,49193
2021-09-06,Colombia,31986
2021-09-06,Czechia,93727
2021-09-06,Denmark,59159
2021-09-06,Estonia,5207
2021-09-06,Finland,18589
2021-09-06,Greece,46363
2021-09-06,Hungary,28038
2021-09-06,Iceland,2695
2021-09-06,Ireland,17454
2021-09-06,Israel,185847
2021-09-06,Italy,163289
2021-09-06,Japan,128204
2021-09-06,Luxembourg,6021
2021-09-06,Mexico,27875
2021-09-06,New Zealand,4750
2021-09-06,Norway,37321
2021-09-06,Poland,44329
2021-09-06,Portugal,46843
2021-09-06,Slovenia,3947
2021-09-06,South Korea,17386
2021-09-06,Switzerland,31785
2021-09-06,Taiwan,34367
2021-09-06,Turkey,301164
2021-09-06,United Kingdom,1335485
