Date,Country,NumberOfTest
2020-05-24,Australia,32533
2020-05-24,Austria,5494
2020-05-24,Belgium,7022
2020-05-24,Canada,58566
2020-05-24,Chile,14426
2020-05-24,Costa Rica,410
2020-05-24,Denmark,8687
2020-05-24,Estonia,984
2020-05-24,Finland,1554
2020-05-24,France,7235
2020-05-24,Germany,0
2020-05-24,Greece,965
2020-05-24,Hungary,3665
2020-05-24,Iceland,12
2020-05-24,Ireland,3509
2020-05-24,Israel,3808
2020-05-24,Italy,90030
2020-05-24,Japan,1252
2020-05-24,Latvia,1203
2020-05-24,Lithuania,1940
2020-05-24,Luxembourg,94
2020-05-24,Mexico,3721
2020-05-24,Netherlands,0
2020-05-24,New Zealand,1119
2020-05-24,Norway,902
2020-05-24,Poland,31391
2020-05-24,Portugal,5814
2020-05-24,Slovakia,645
2020-05-24,Slovenia,256
2020-05-24,South Korea,0
2020-05-24,Spain,0
2020-05-24,Switzerland,1654
2020-05-24,Taiwan,183
2020-05-24,Turkey,24589
2020-05-24,United Kingdom,59464
2020-05-24,United States,346169
