tDate,Country,NumberOfTest
2022-02-01,Australia,92547
2022-02-01,Austria,708812
2022-02-01,Belgium,109563
2022-02-01,Canada,58707
2022-02-01,Chile,93028
2022-02-01,Colombia,58611
2022-02-01,Czechia,182501
2022-02-01,Denmark,164637
2022-02-01,Estonia,13312
2022-02-01,Finland,20759
2022-02-01,France,965131
2022-02-01,Greece,496506
2022-02-01,Hungary,18191
2022-02-01,Iceland,4680
2022-02-01,Ireland,16076
2022-02-01,Israel,252347
2022-02-01,Italy,1246987
2022-02-01,Japan,253692
2022-02-01,Latvia,22944
2022-02-01,Lithuania,34301
2022-02-01,Luxembourg,6806
2022-02-01,Mexico,29664
2022-02-01,Netherlands,151262
2022-02-01,New Zealand,0
2022-02-01,Norway,38168
2022-02-01,Poland,319506
2022-02-01,Portugal,249400
2022-02-01,Slovakia,80774
2022-02-01,Slovenia,17178
2022-02-01,South Korea,224950
2022-02-01,Spain,202777
2022-02-01,Switzerland,111120
2022-02-01,Taiwan,11030
2022-02-01,Turkey,452173
2022-02-01,United Kingdom,1252759
2022-02-01,United States,1347217
