Date,Country,NumberOfTest
2020-03-15,Belgium,1269
2020-03-15,Canada,6716
2020-03-15,Costa Rica,43
2020-03-15,Denmark,726
2020-03-15,Estonia,503
2020-03-15,Finland,644
2020-03-15,Germany,0
2020-03-15,Greece,600
2020-03-15,Hungary,222
2020-03-15,Iceland,1075
2020-03-15,Israel,1183
2020-03-15,Italy,15729
2020-03-15,Japan,42
2020-03-15,Latvia,334
2020-03-15,Luxembourg,18
2020-03-15,Mexico,244
2020-03-15,Netherlands,0
2020-03-15,New Zealand,88
2020-03-15,Poland,1079
2020-03-15,Portugal,951
2020-03-15,Slovakia,289
2020-03-15,Slovenia,590
2020-03-15,South Korea,0
2020-03-15,Taiwan,306
2020-03-15,United States,14422
