tDate,Country,NumberOfTest
2021-02-10,Australia,0
2021-02-10,Austria,221201
2021-02-10,Belgium,49931
2021-02-10,Canada,72486
2021-02-10,Chile,28742
2021-02-10,Colombia,53330
2021-02-10,Costa Rica,2515
2021-02-10,Czechia,65083
2021-02-10,Denmark,122961
2021-02-10,Estonia,5751
2021-02-10,Finland,20731
2021-02-10,France,345271
2021-02-10,Germany,0
2021-02-10,Greece,51407
2021-02-10,Hungary,16822
2021-02-10,Iceland,515
2021-02-10,Ireland,18213
2021-02-10,Israel,77548
2021-02-10,Italy,409611
2021-02-10,Japan,65352
2021-02-10,Latvia,12334
2021-02-10,Lithuania,8382
2021-02-10,Luxembourg,11413
2021-02-10,Mexico,31553
2021-02-10,Netherlands,0
2021-02-10,New Zealand,0
2021-02-10,Norway,19429
2021-02-10,Poland,103655
2021-02-10,Portugal,37621
2021-02-10,Slovakia,176915
2021-02-10,Slovenia,5482
2021-02-10,South Korea,0
2021-02-10,Spain,0
2021-02-10,Sweden,30710
2021-02-10,Switzerland,31937
2021-02-10,Taiwan,379
2021-02-10,Turkey,135867
2021-02-10,United Kingdom,763311
2021-02-10,United States,1636924
