Date,Country,NumberOfTest
2020-10-11,Australia,0
2020-10-11,Austria,13876
2020-10-11,Belgium,30373
2020-10-11,Canada,174443
2020-10-11,Chile,39211
2020-10-11,Colombia,32130
2020-10-11,Costa Rica,2701
2020-10-11,Czechia,11504
2020-10-11,Denmark,26770
2020-10-11,Estonia,1458
2020-10-11,Finland,9812
2020-10-11,France,31662
2020-10-11,Germany,0
2020-10-11,Greece,10357
2020-10-11,Hungary,10203
2020-10-11,Iceland,1055
2020-10-11,Ireland,7998
2020-10-11,Israel,23119
2020-10-11,Italy,173366
2020-10-11,Japan,5077
2020-10-11,Latvia,3345
2020-10-11,Lithuania,2836
2020-10-11,Luxembourg,794
2020-10-11,Mexico,4278
2020-10-11,Netherlands,0
2020-10-11,New Zealand,2026
2020-10-11,Norway,6500
2020-10-11,Poland,61467
2020-10-11,Portugal,13459
2020-10-11,Slovakia,3998
2020-10-11,Slovenia,1404
2020-10-11,South Korea,5478
2020-10-11,Spain,0
2020-10-11,Sweden,19916
2020-10-11,Switzerland,5102
2020-10-11,Taiwan,123
2020-10-11,Turkey,109301
2020-10-11,United Kingdom,258955
2020-10-11,United States,747508
