tDate,Country,NumberOfTest
2022-04-14,Australia,68072923
2022-04-14,Austria,180115697
2022-04-14,Belgium,33339641
2022-04-14,Canada,60207453
2022-04-14,Chile,36067535
2022-04-14,Colombia,34163815
2022-04-14,Czechia,54091899
2022-04-14,Denmark,66881517
2022-04-14,Estonia,3308451
2022-04-14,Finland,10617756
2022-04-14,France,265384820
2022-04-14,Germany,0
2022-04-14,Greece,77364430
2022-04-14,Hungary,10793737
2022-04-14,Iceland,1309423
2022-04-14,Ireland,11964032
2022-04-14,Israel,49322515
2022-04-14,Italy,208014099
2022-04-14,Japan,43513239
2022-04-14,Latvia,7067664
2022-04-14,Lithuania,8574850
2022-04-14,Luxembourg,4200519
2022-04-14,Mexico,15040197
2022-04-14,Netherlands,30515024
2022-04-14,New Zealand,0
2022-04-14,Norway,11054268
2022-04-14,Poland,36496005
2022-04-14,Portugal,40678788
2022-04-14,Slovenia,4970788
2022-04-14,South Korea,91810197
2022-04-14,Spain,89401629
2022-04-14,Sweden,18229886
2022-04-14,Switzerland,20624238
2022-04-14,Taiwan,7624916
2022-04-14,Turkey,156987916
2022-04-14,United Kingdom,493330868
2022-04-14,United States,861890157
