Date,Country,NumberOfTest
2021-01-22,Australia,0
2021-01-22,Austria,58656
2021-01-22,Belgium,50762
2021-01-22,Canada,239440
2021-01-22,Chile,62516
2021-01-22,Colombia,85352
2021-01-22,Costa Rica,2502
2021-01-22,Czechia,58778
2021-01-22,Denmark,113152
2021-01-22,Estonia,5034
2021-01-22,Finland,16859
2021-01-22,France,382297
2021-01-22,Germany,0
2021-01-22,Greece,32437
2021-01-22,Hungary,18064
2021-01-22,Iceland,523
2021-01-22,Ireland,24189
2021-01-22,Israel,86036
2021-01-22,Italy,346922
2021-01-22,Japan,101273
2021-01-22,Latvia,12397
2021-01-22,Lithuania,10699
2021-01-22,Luxembourg,7387
2021-01-22,Mexico,45999
2021-01-22,Netherlands,0
2021-01-22,New Zealand,0
2021-01-22,Norway,15007
2021-01-22,Poland,89563
2021-01-22,Portugal,77057
2021-01-22,Slovakia,320186
2021-01-22,Slovenia,4405
2021-01-22,South Korea,52554
2021-01-22,Spain,0
2021-01-22,Sweden,28494
2021-01-22,Switzerland,26541
2021-01-22,Taiwan,1324
2021-01-22,Turkey,163342
2021-01-22,United Kingdom,629416
2021-01-22,United States,1912795
