tDate,Country,NumberOfTest
2021-04-26,Australia,0
2021-04-26,Austria,147739
2021-04-26,Belgium,48161
2021-04-26,Canada,119641
2021-04-26,Chile,69029
2021-04-26,Colombia,68589
2021-04-26,Costa Rica,4390
2021-04-26,Czechia,293215
2021-04-26,Denmark,193740
2021-04-26,Estonia,5214
2021-04-26,Finland,16402
2021-04-26,France,407447
2021-04-26,Germany,0
2021-04-26,Greece,22373
2021-04-26,Hungary,16635
2021-04-26,Iceland,1891
2021-04-26,Ireland,12839
2021-04-26,Israel,39944
2021-04-26,Italy,200932
2021-04-26,Japan,83925
2021-04-26,Latvia,3461
2021-04-26,Lithuania,20708
2021-04-26,Luxembourg,9778
2021-04-26,Mexico,21610
2021-04-26,Netherlands,0
2021-04-26,New Zealand,0
2021-04-26,Norway,24813
2021-04-26,Poland,67247
2021-04-26,Portugal,53464
2021-04-26,Slovakia,221088
2021-04-26,Slovenia,3653
2021-04-26,South Korea,17664
2021-04-26,Spain,0
2021-04-26,Sweden,49375
2021-04-26,Switzerland,27103
2021-04-26,Taiwan,1099
2021-04-26,Turkey,268893
2021-04-26,United Kingdom,1034181
2021-04-26,United States,990581
