Date,Country,NumberOfTest
2021-07-12,Australia,139699
2021-07-12,Austria,316160
2021-07-12,Belgium,58678
2021-07-12,Canada,121240
2021-07-12,Chile,56454
2021-07-12,Colombia,54059
2021-07-12,Costa Rica,4158
2021-07-12,Czechia,114169
2021-07-12,Denmark,85256
2021-07-12,Estonia,3505
2021-07-12,Finland,9801
2021-07-12,France,392059
2021-07-12,Greece,36790
2021-07-12,Hungary,18474
2021-07-12,Israel,62105
2021-07-12,Italy,96063
2021-07-12,Japan,64222
2021-07-12,Latvia,3602
2021-07-12,Lithuania,10163
2021-07-12,Luxembourg,7202
2021-07-12,Mexico,34752
2021-07-12,New Zealand,2962
2021-07-12,Norway,14543
2021-07-12,Poland,51144
2021-07-12,Portugal,64278
2021-07-12,Slovakia,16735
2021-07-12,Slovenia,1854
2021-07-12,South Korea,19011
2021-07-12,Switzerland,22524
2021-07-12,Taiwan,27629
2021-07-12,United Kingdom,1075460
2021-07-12,United States,500078
