tDate,Country,NumberOfTest
2021-04-23,Australia,33457
2021-04-23,Austria,280891
2021-04-23,Belgium,51315
2021-04-23,Canada,140849
2021-04-23,Chile,69461
2021-04-23,Colombia,98756
2021-04-23,Costa Rica,2860
2021-04-23,Czechia,162451
2021-04-23,Denmark,180558
2021-04-23,Estonia,4641
2021-04-23,Finland,17681
2021-04-23,France,377861
2021-04-23,Germany,0
2021-04-23,Greece,66362
2021-04-23,Hungary,27607
2021-04-23,Iceland,2061
2021-04-23,Ireland,19557
2021-04-23,Israel,35691
2021-04-23,Italy,414620
2021-04-23,Japan,91286
2021-04-23,Latvia,15300
2021-04-23,Lithuania,21347
2021-04-23,Luxembourg,11690
2021-04-23,Mexico,19448
2021-04-23,Netherlands,0
2021-04-23,New Zealand,4749
2021-04-23,Norway,20744
2021-04-23,Poland,124506
2021-04-23,Portugal,88546
2021-04-23,Slovakia,342657
2021-04-23,Slovenia,5180
2021-04-23,South Korea,43225
2021-04-23,Spain,0
2021-04-23,Sweden,46636
2021-04-23,Switzerland,33133
2021-04-23,Taiwan,832
2021-04-23,Turkey,302091
2021-04-23,United Kingdom,722997
2021-04-23,United States,1403161
