Date,Country,NumberOfTest
2021-05-08,Australia,0
2021-05-08,Austria,309774
2021-05-08,Belgium,43286
2021-05-08,Canada,140834
2021-05-08,Chile,62995
2021-05-08,Colombia,81382
2021-05-08,Costa Rica,7934
2021-05-08,Czechia,49344
2021-05-08,Denmark,144938
2021-05-08,Estonia,3196
2021-05-08,Finland,13809
2021-05-08,France,87101
2021-05-08,Germany,0
2021-05-08,Greece,58949
2021-05-08,Hungary,17021
2021-05-08,Iceland,794
2021-05-08,Ireland,23846
2021-05-08,Israel,11581
2021-05-08,Italy,447921
2021-05-08,Japan,71001
2021-05-08,Latvia,18694
2021-05-08,Lithuania,13451
2021-05-08,Luxembourg,6350
2021-05-08,Mexico,7288
2021-05-08,Netherlands,0
2021-05-08,New Zealand,4684
2021-05-08,Norway,9677
2021-05-08,Poland,126261
2021-05-08,Portugal,31498
2021-05-08,Slovakia,179171
2021-05-08,Slovenia,2406
2021-05-08,South Korea,38449
2021-05-08,Spain,0
2021-05-08,Sweden,51085
2021-05-08,Switzerland,18256
2021-05-08,Taiwan,413
2021-05-08,Turkey,228873
2021-05-08,United Kingdom,490546
2021-05-08,United States,846776
