tDate,Country,NumberOfTest
2021-05-18,Australia,0
2021-05-18,Austria,309371
2021-05-18,Belgium,72371
2021-05-18,Canada,76001
2021-05-18,Chile,30228
2021-05-18,Colombia,41262
2021-05-18,Costa Rica,4800
2021-05-18,Czechia,298895
2021-05-18,Denmark,179029
2021-05-18,Estonia,4805
2021-05-18,Finland,24911
2021-05-18,France,437431
2021-05-18,Germany,0
2021-05-18,Greece,70517
2021-05-18,Hungary,7104
2021-05-18,Iceland,1198
2021-05-18,Israel,27655
2021-05-18,Italy,341087
2021-05-18,Japan,86352
2021-05-18,Latvia,18493
2021-05-18,Lithuania,27049
2021-05-18,Luxembourg,9931
2021-05-18,Mexico,15561
2021-05-18,Netherlands,0
2021-05-18,New Zealand,2728
2021-05-18,Norway,26943
2021-05-18,Poland,117002
2021-05-18,Portugal,41470
2021-05-18,Slovakia,80980
2021-05-18,Slovenia,4469
2021-05-18,South Korea,40095
2021-05-18,Spain,0
2021-05-18,Sweden,37510
2021-05-18,Switzerland,28765
2021-05-18,Taiwan,18087
2021-05-18,Turkey,217276
2021-05-18,United Kingdom,732012
2021-05-18,United States,1205184
