Date,Country,NumberOfTest
2021-02-14,Australia,0
2021-02-14,Austria,139545
2021-02-14,Belgium,15971
2021-02-14,Canada,117756
2021-02-14,Chile,54923
2021-02-14,Colombia,34146
2021-02-14,Costa Rica,2930
2021-02-14,Czechia,28907
2021-02-14,Denmark,84946
2021-02-14,Estonia,3061
2021-02-14,Finland,9916
2021-02-14,France,42733
2021-02-14,Germany,0
2021-02-14,Greece,19694
2021-02-14,Hungary,19515
2021-02-14,Iceland,323
2021-02-14,Ireland,14450
2021-02-14,Israel,47472
2021-02-14,Italy,287100
2021-02-14,Japan,14716
2021-02-14,Latvia,4955
2021-02-14,Lithuania,3109
2021-02-14,Luxembourg,967
2021-02-14,Mexico,5051
2021-02-14,Netherlands,0
2021-02-14,New Zealand,0
2021-02-14,Norway,6730
2021-02-14,Poland,68696
2021-02-14,Portugal,12100
2021-02-14,Slovakia,407159
2021-02-14,Slovenia,1633
2021-02-14,South Korea,0
2021-02-14,Spain,0
2021-02-14,Sweden,30710
2021-02-14,Switzerland,9405
2021-02-14,Taiwan,334
2021-02-14,Turkey,104108
2021-02-14,United Kingdom,401786
2021-02-14,United States,663591
