Date,Country,NumberOfTest
2020-06-18,Australia,51380
2020-06-18,Austria,5312
2020-06-18,Belgium,13959
2020-06-18,Canada,84934
2020-06-18,Chile,16997
2020-06-18,Colombia,15361
2020-06-18,Costa Rica,447
2020-06-18,Denmark,17511
2020-06-18,Estonia,1576
2020-06-18,Finland,2069
2020-06-18,France,37959
2020-06-18,Germany,0
2020-06-18,Greece,5408
2020-06-18,Hungary,3459
2020-06-18,Iceland,39
2020-06-18,Ireland,3359
2020-06-18,Israel,17392
2020-06-18,Italy,91075
2020-06-18,Japan,6176
2020-06-18,Latvia,1911
2020-06-18,Lithuania,5136
2020-06-18,Luxembourg,6159
2020-06-18,Mexico,12017
2020-06-18,Netherlands,0
2020-06-18,New Zealand,6310
2020-06-18,Norway,4565
2020-06-18,Poland,44758
2020-06-18,Portugal,13691
2020-06-18,Slovakia,806
2020-06-18,Slovenia,902
2020-06-18,South Korea,12664
2020-06-18,Spain,0
2020-06-18,Switzerland,8403
2020-06-18,Taiwan,135
2020-06-18,Turkey,48412
2020-06-18,United Kingdom,89613
2020-06-18,United States,701614
