tDate,Country,NumberOfTest
2020-12-20,Australia,0
2020-12-20,Austria,24990
2020-12-20,Belgium,14444
2020-12-20,Canada,264447
2020-12-20,Chile,50285
2020-12-20,Colombia,43378
2020-12-20,Costa Rica,2634
2020-12-20,Czechia,23849
2020-12-20,Denmark,120926
2020-12-20,Estonia,3172
2020-12-20,Finland,11966
2020-12-20,France,118132
2020-12-20,Germany,0
2020-12-20,Greece,15626
2020-12-20,Hungary,24033
2020-12-20,Iceland,796
2020-12-20,Ireland,13458
2020-12-20,Israel,73444
2020-12-20,Italy,201714
2020-12-20,Japan,12282
2020-12-20,Latvia,5545
2020-12-20,Lithuania,6836
2020-12-20,Luxembourg,1018
2020-12-20,Mexico,6927
2020-12-20,Netherlands,0
2020-12-20,New Zealand,0
2020-12-20,Norway,12719
2020-12-20,Poland,43927
2020-12-20,Portugal,18383
2020-12-20,Slovakia,34464
2020-12-20,Slovenia,1446
2020-12-20,South Korea,23605
2020-12-20,Spain,0
2020-12-20,Sweden,43821
2020-12-20,Switzerland,15154
2020-12-20,Taiwan,183
2020-12-20,Turkey,158892
2020-12-20,United Kingdom,433470
2020-12-20,United States,1270462
