Date,Country,NumberOfTest
2020-12-15,Australia,0
2020-12-15,Austria,21037
2020-12-15,Belgium,52971
2020-12-15,Canada,238445
2020-12-15,Chile,29482
2020-12-15,Colombia,63467
2020-12-15,Costa Rica,2028
2020-12-15,Czechia,44851
2020-12-15,Denmark,134497
2020-12-15,Estonia,5958
2020-12-15,Finland,22630
2020-12-15,France,314148
2020-12-15,Germany,0
2020-12-15,Greece,32937
2020-12-15,Hungary,10903
2020-12-15,Iceland,1031
2020-12-15,Ireland,10847
2020-12-15,Israel,83972
2020-12-15,Italy,228668
2020-12-15,Japan,45817
2020-12-15,Latvia,9400
2020-12-15,Lithuania,15957
2020-12-15,Luxembourg,13898
2020-12-15,Mexico,33754
2020-12-15,Netherlands,0
2020-12-15,New Zealand,0
2020-12-15,Norway,22617
2020-12-15,Poland,61445
2020-12-15,Portugal,41983
2020-12-15,Slovakia,81457
2020-12-15,Slovenia,6579
2020-12-15,South Korea,0
2020-12-15,Spain,0
2020-12-15,Sweden,43821
2020-12-15,Switzerland,39317
2020-12-15,Taiwan,801
2020-12-15,Turkey,206190
2020-12-15,United Kingdom,304360
2020-12-15,United States,1937230
