Date,Country,NumberOfTest
2020-06-26,Australia,49498
2020-06-26,Austria,6199
2020-06-26,Belgium,14554
2020-06-26,Canada,87054
2020-06-26,Chile,18249
2020-06-26,Colombia,18817
2020-06-26,Costa Rica,687
2020-06-26,Denmark,15741
2020-06-26,Estonia,570
2020-06-26,Finland,2176
2020-06-26,France,51333
2020-06-26,Germany,0
2020-06-26,Greece,4011
2020-06-26,Hungary,1927
2020-06-26,Iceland,251
2020-06-26,Ireland,3689
2020-06-26,Israel,16531
2020-06-26,Italy,81099
2020-06-26,Japan,4758
2020-06-26,Latvia,2292
2020-06-26,Lithuania,4462
2020-06-26,Luxembourg,6134
2020-06-26,Mexico,13203
2020-06-26,Netherlands,0
2020-06-26,New Zealand,9091
2020-06-26,Norway,3936
2020-06-26,Poland,40623
2020-06-26,Portugal,15766
2020-06-26,Slovakia,1611
2020-06-26,Slovenia,878
2020-06-26,South Korea,11909
2020-06-26,Spain,0
2020-06-26,Switzerland,10168
2020-06-26,Taiwan,176
2020-06-26,Turkey,51198
2020-06-26,United Kingdom,105971
2020-06-26,United States,809576
