Date,Country,NumberOfTest
2021-03-07,Australia,0
2021-03-07,Austria,158844
2021-03-07,Belgium,17060
2021-03-07,Canada,112774
2021-03-07,Chile,63583
2021-03-07,Colombia,21646
2021-03-07,Costa Rica,2546
2021-03-07,Czechia,46678
2021-03-07,Denmark,121643
2021-03-07,Estonia,5518
2021-03-07,Finland,13329
2021-03-07,France,46181
2021-03-07,Germany,0
2021-03-07,Greece,24498
2021-03-07,Hungary,33771
2021-03-07,Iceland,269
2021-03-07,Ireland,13756
2021-03-07,Israel,64330
2021-03-07,Italy,380143
2021-03-07,Japan,14409
2021-03-07,Latvia,5226
2021-03-07,Lithuania,3007
2021-03-07,Luxembourg,596
2021-03-07,Mexico,5151
2021-03-07,Netherlands,0
2021-03-07,New Zealand,6733
2021-03-07,Norway,15557
2021-03-07,Poland,99687
2021-03-07,Portugal,9396
2021-03-07,Slovakia,402227
2021-03-07,Slovenia,1681
2021-03-07,South Korea,19958
2021-03-07,Spain,0
2021-03-07,Sweden,36440
2021-03-07,Switzerland,9065
2021-03-07,Taiwan,177
2021-03-07,Turkey,129299
2021-03-07,United Kingdom,805744
2021-03-07,United States,608369
