tDate,Country,NumberOfTest
2020-08-27,Australia,86268
2020-08-27,Austria,14044
2020-08-27,Belgium,21308
2020-08-27,Canada,102780
2020-08-27,Chile,27019
2020-08-27,Colombia,36990
2020-08-27,Costa Rica,1859
2020-08-27,Denmark,38675
2020-08-27,Estonia,1584
2020-08-27,Finland,17524
2020-08-27,France,195124
2020-08-27,Germany,0
2020-08-27,Greece,0
2020-08-27,Hungary,3732
2020-08-27,Iceland,723
2020-08-27,Ireland,12274
2020-08-27,Israel,36465
2020-08-27,Italy,151664
2020-08-27,Japan,21546
2020-08-27,Latvia,2004
2020-08-27,Lithuania,4884
2020-08-27,Luxembourg,8081
2020-08-27,Mexico,15993
2020-08-27,Netherlands,0
2020-08-27,New Zealand,10410
2020-08-27,Norway,17356
2020-08-27,Poland,55393
2020-08-27,Portugal,14997
2020-08-27,Slovakia,4360
2020-08-27,Slovenia,1338
2020-08-27,South Korea,20827
2020-08-27,Spain,0
2020-08-27,Sweden,12151
2020-08-27,Switzerland,13060
2020-08-27,Taiwan,204
2020-08-27,Turkey,106111
2020-08-27,United Kingdom,194522
2020-08-27,United States,1019583
