Date,Country,NumberOfTest
2021-08-28,Australia,0
2021-08-28,Austria,326424
2021-08-28,Belgium,43040
2021-08-28,Canada,89614
2021-08-28,Chile,57697
2021-08-28,Colombia,51314
2021-08-28,Costa Rica,7494
2021-08-28,Czechia,56180
2021-08-28,Denmark,47485
2021-08-28,Estonia,4378
2021-08-28,Finland,12409
2021-08-28,France,723499
2021-08-28,Germany,0
2021-08-28,Greece,95750
2021-08-28,Hungary,0
2021-08-28,Iceland,1772
2021-08-28,Ireland,19368
2021-08-28,Israel,107429
2021-08-28,Italy,355912
2021-08-28,Japan,96889
2021-08-28,Lithuania,8129
2021-08-28,Luxembourg,3452
2021-08-28,Mexico,13310
2021-08-28,Netherlands,0
2021-08-28,New Zealand,36426
2021-08-28,Norway,16639
2021-08-28,Poland,74351
2021-08-28,Portugal,50080
2021-08-28,Slovakia,11454
2021-08-28,Slovenia,1396
2021-08-28,South Korea,30999
2021-08-28,Sweden,26075
2021-08-28,Switzerland,26290
2021-08-28,Taiwan,17441
2021-08-28,Turkey,290186
2021-08-28,United Kingdom,710333
2021-08-28,United States,906871
