tDate,Country,NumberOfTest
2021-03-06,Australia,0
2021-03-06,Austria,250673
2021-03-06,Belgium,39147
2021-03-06,Canada,128656
2021-03-06,Chile,59191
2021-03-06,Colombia,40718
2021-03-06,Costa Rica,3836
2021-03-06,Czechia,57064
2021-03-06,Denmark,115482
2021-03-06,Estonia,6784
2021-03-06,Finland,19597
2021-03-06,France,213949
2021-03-06,Germany,0
2021-03-06,Greece,53109
2021-03-06,Hungary,35671
2021-03-06,Iceland,263
2021-03-06,Ireland,13325
2021-03-06,Israel,41052
2021-03-06,Italy,475260
2021-03-06,Japan,31058
2021-03-06,Latvia,12859
2021-03-06,Lithuania,6296
2021-03-06,Luxembourg,7678
2021-03-06,Mexico,10954
2021-03-06,Netherlands,0
2021-03-06,New Zealand,9472
2021-03-06,Norway,15738
2021-03-06,Poland,124287
2021-03-06,Portugal,19891
2021-03-06,Slovakia,826833
2021-03-06,Slovenia,2785
2021-03-06,South Korea,31468
2021-03-06,Spain,0
2021-03-06,Sweden,36440
2021-03-06,Switzerland,16105
2021-03-06,Taiwan,350
2021-03-06,Turkey,138592
2021-03-06,United Kingdom,452750
2021-03-06,United States,1065294
