Date,Country,NumberOfTest
2020-10-28,Australia,51683
2020-10-28,Austria,27379
2020-10-28,Belgium,78095
2020-10-28,Canada,118402
2020-10-28,Chile,21822
2020-10-28,Colombia,49004
2020-10-28,Costa Rica,2625
2020-10-28,Czechia,40123
2020-10-28,Denmark,70458
2020-10-28,Estonia,3032
2020-10-28,Finland,16275
2020-10-28,France,367972
2020-10-28,Germany,0
2020-10-28,Greece,24251
2020-10-28,Hungary,15596
2020-10-28,Iceland,1541
2020-10-28,Ireland,11170
2020-10-28,Israel,35097
2020-10-28,Italy,320772
2020-10-28,Japan,23064
2020-10-28,Latvia,6015
2020-10-28,Lithuania,11077
2020-10-28,Luxembourg,8646
2020-10-28,Mexico,19254
2020-10-28,Netherlands,0
2020-10-28,New Zealand,7403
2020-10-28,Norway,21366
2020-10-28,Poland,119752
2020-10-28,Portugal,36609
2020-10-28,Slovakia,14355
2020-10-28,Slovenia,7202
2020-10-28,South Korea,15472
2020-10-28,Spain,0
2020-10-28,Sweden,27613
2020-10-28,Switzerland,37354
2020-10-28,Taiwan,198
2020-10-28,Turkey,128312
2020-10-28,United Kingdom,308810
2020-10-28,United States,1502475
