Date,Country,NumberOfTest
2021-10-16,Australia,0
2021-10-16,Austria,321818
2021-10-16,Belgium,51386
2021-10-16,Canada,114118
2021-10-16,Chile,66113
2021-10-16,Colombia,45300
2021-10-16,Costa Rica,5120
2021-10-16,Czechia,50360
2021-10-16,Denmark,39676
2021-10-16,Estonia,6747
2021-10-16,Finland,8282
2021-10-16,France,283685
2021-10-16,Germany,0
2021-10-16,Greece,0
2021-10-16,Hungary,0
2021-10-16,Iceland,863
2021-10-16,Ireland,23405
2021-10-16,Israel,46866
2021-10-16,Italy,562503
2021-10-16,Japan,42154
2021-10-16,Latvia,23816
2021-10-16,Lithuania,12784
2021-10-16,Luxembourg,2323
2021-10-16,Mexico,8308
2021-10-16,Netherlands,0
2021-10-16,New Zealand,0
2021-10-16,Norway,3427
2021-10-16,Poland,71771
2021-10-16,Portugal,32940
2021-10-16,Slovakia,23791
2021-10-16,Slovenia,2279
2021-10-16,South Korea,0
2021-10-16,Spain,0
2021-10-16,Sweden,20562
2021-10-16,Switzerland,19831
2021-10-16,Taiwan,16206
2021-10-16,Turkey,357167
2021-10-16,United Kingdom,729041
2021-10-16,United States,1185365
