tDate,Country,NumberOfTest
2022-03-17,Australia,65010968
2022-03-17,Austria,169094014
2022-03-17,Belgium,32371293
2022-03-17,Canada,58924697
2022-03-17,Chile,34169092
2022-03-17,Colombia,33561081
2022-03-17,Costa Rica,3052624
2022-03-17,Czechia,53413445
2022-03-17,Denmark,66223381
2022-03-17,Estonia,3214068
2022-03-17,Finland,10250939
2022-03-17,France,252955273
2022-03-17,Germany,0
2022-03-17,Greece,0
2022-03-17,Hungary,10514979
2022-03-17,Iceland,1262666
2022-03-17,Ireland,11605614
2022-03-17,Israel,47650028
2022-03-17,Italy,194373101
2022-03-17,Japan,40063837
2022-03-17,Latvia,6898670
2022-03-17,Lithuania,8339671
2022-03-17,Luxembourg,4118927
2022-03-17,Mexico,14783287
2022-03-17,Netherlands,29680844
2022-03-17,New Zealand,0
2022-03-17,Norway,10946332
2022-03-17,Portugal,39374947
2022-03-17,Slovakia,50198911
2022-03-17,Slovenia,4623621
2022-03-17,South Korea,70800574
2022-03-17,Spain,87439888
2022-03-17,Sweden,18104519
2022-03-17,Switzerland,19716995
2022-03-17,Taiwan,6701010
2022-03-17,Turkey,150103184
2022-03-17,United Kingdom,476632060
2022-03-17,United States,838710634
