Date,Country,NumberOfTest
2021-11-28,Australia,0
2021-11-28,Austria,268213
2021-11-28,Belgium,61447
2021-11-28,Canada,84172
2021-11-28,Chile,72198
2021-11-28,Colombia,42261
2021-11-28,Czechia,60032
2021-11-28,Denmark,148573
2021-11-28,Estonia,4013
2021-11-28,Finland,11586
2021-11-28,France,112714
2021-11-28,Germany,0
2021-11-28,Greece,0
2021-11-28,Hungary,0
2021-11-28,Iceland,1612
2021-11-28,Ireland,28261
2021-11-28,Israel,87127
2021-11-28,Italy,592624
2021-11-28,Japan,23269
2021-11-28,Latvia,5034
2021-11-28,Lithuania,7845
2021-11-28,Luxembourg,612
2021-11-28,Mexico,4076
2021-11-28,Netherlands,0
2021-11-28,New Zealand,0
2021-11-28,Norway,9868
2021-11-28,Poland,122736
2021-11-28,Portugal,39132
2021-11-28,Slovakia,59266
2021-11-28,Slovenia,2229
2021-11-28,Sweden,33245
2021-11-28,Switzerland,19892
2021-11-28,Taiwan,9591
2021-11-28,Turkey,350385
2021-11-28,United Kingdom,993692
2021-11-28,United States,439535
