tDate,Country,NumberOfTest
2021-05-19,Australia,0
2021-05-19,Austria,396564
2021-05-19,Belgium,64109
2021-05-19,Canada,85837
2021-05-19,Chile,32470
2021-05-19,Colombia,75751
2021-05-19,Costa Rica,7310
2021-05-19,Czechia,267922
2021-05-19,Denmark,175787
2021-05-19,Estonia,6443
2021-05-19,Finland,23851
2021-05-19,France,387937
2021-05-19,Germany,0
2021-05-19,Greece,53183
2021-05-19,Hungary,14662
2021-05-19,Iceland,1248
2021-05-19,Israel,35438
2021-05-19,Italy,373434
2021-05-19,Japan,149234
2021-05-19,Latvia,14728
2021-05-19,Lithuania,25876
2021-05-19,Luxembourg,10398
2021-05-19,Mexico,15622
2021-05-19,Netherlands,0
2021-05-19,New Zealand,5324
2021-05-19,Norway,26393
2021-05-19,Poland,116235
2021-05-19,Portugal,44399
2021-05-19,Slovakia,73944
2021-05-19,Slovenia,3852
2021-05-19,South Korea,32559
2021-05-19,Spain,0
2021-05-19,Sweden,37510
2021-05-19,Switzerland,33431
2021-05-19,Taiwan,17528
2021-05-19,Turkey,218683
2021-05-19,United Kingdom,1180660
2021-05-19,United States,1169191
