tDate,Country,NumberOfTest
2022-03-06,Australia,64028929
2022-03-06,Austria,162656029
2022-03-06,Belgium,31946472
2022-03-06,Canada,58446801
2022-03-06,Chile,33278712
2022-03-06,Colombia,33288779
2022-03-06,Czechia,51948548
2022-03-06,Denmark,63102887
2022-03-06,Estonia,3158148
2022-03-06,Finland,10070090
2022-03-06,France,249166819
2022-03-06,Germany,113157338
2022-03-06,Greece,67391555
2022-03-06,Hungary,0
2022-03-06,Iceland,1209321
2022-03-06,Ireland,11447597
2022-03-06,Israel,47089243
2022-03-06,Italy,189780403
2022-03-06,Japan,38394244
2022-03-06,Latvia,6763303
2022-03-06,Lithuania,8209869
2022-03-06,Luxembourg,4086854
2022-03-06,Mexico,14612426
2022-03-06,Netherlands,28744135
2022-03-06,New Zealand,6807759
2022-03-06,Norway,10850208
2022-03-06,Poland,33302780
2022-03-06,Portugal,38727942
2022-03-06,Slovakia,49804481
2022-03-06,Slovenia,4475582
2022-03-06,South Korea,64679543
2022-03-06,Spain,86292104
2022-03-06,Sweden,18039154
2022-03-06,Switzerland,19007464
2022-03-06,Taiwan,6459849
2022-03-06,Turkey,146385487
2022-03-06,United Kingdom,468407190
