 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2021-03-16,Afghanistan,,1,1,1,,,,,1
2021-03-16,Albania,,1,1,1,1,,1,,1
2021-03-16,Algeria,,1,1,1,1,0,0,0,1
2021-03-16,Andorra,,1,1,1,1,1,,,1
2021-03-16,Angola,,1,1,1,1,1,1,1,1
2021-03-16,Argentina,,1,0,1,1,0,0,0,1
2021-03-16,Aruba,,,1,1,1,,1,,1
2021-03-16,Australia,,0,0,0,0,0,,0,1
2021-03-16,Austria,,0,1,0,1,1,1,0,1
2021-03-16,Azerbaijan,,1,1,1,1,0,1,,1
2021-03-16,Bahamas,,0,0,0,0,1,0,1,1
2021-03-16,Bahrain,,1,1,1,1,1,1,1,1
2021-03-16,Bangladesh,,1,0,0,0,0,0,0,1
2021-03-16,Barbados,,1,1,1,1,1,1,,1
2021-03-16,Belarus,,,,1,1,,1,,1
2021-03-16,Belgium,,1,1,1,1,,1,,1
2021-03-16,Belize,,1,1,1,1,1,1,1,1
2021-03-16,Benin,,1,1,1,1,,,,1
2021-03-16,Bermuda,,1,1,1,1,,1,,1
2021-03-16,Bhutan,,,1,0,0,,1,0,1
2021-03-16,Bolivia,,0,,,,,,,1
2021-03-16,Bosnia and Herzegovina,,1,0,1,1,,0,,1
2021-03-16,Botswana,,1,1,1,1,,1,1,1
2021-03-16,Brazil,,0,0,0,0,0,0,0,1
2021-03-16,Brazil,Acre,1,1,1,1,1,1,1,1
2021-03-16,Brazil,Alagoas,1,1,1,1,1,1,0,1
2021-03-16,Brazil,Amapa,1,1,1,,0,1,0,1
2021-03-16,Brazil,Amazonas,0,1,1,0,0,1,1,1
2021-03-16,Brazil,Bahia,1,1,1,1,1,1,0,1
2021-03-16,Brazil,Ceara,0,1,1,0,1,1,1,1
2021-03-16,Brazil,Distrito Federal,,,,,,,,
2021-03-16,Brazil,Espirito Santo,1,1,1,1,0,1,0,1
2021-03-16,Brazil,Goias,0,1,1,1,1,1,,1
2021-03-16,Brazil,Maranhao,1,1,1,1,0,1,0,1
2021-03-16,Brazil,Mato Grosso,0,1,1,1,1,1,0,1
2021-03-16,Brazil,Mato Grosso do Sul,0,0,1,1,,1,1,1
2021-03-16,Brazil,Minas Gerais,1,1,1,1,1,1,0,1
2021-03-16,Brazil,Para,1,1,1,1,,0,0,1
2021-03-16,Brazil,Paraiba,1,0,0,0,1,1,1,1
2021-03-16,Brazil,Parana,1,1,1,0,0,1,1,1
2021-03-16,Brazil,Pernambuco,1,1,1,1,1,1,1,1
2021-03-16,Brazil,Piaui,1,1,1,,0,1,0,1
2021-03-16,Brazil,Rio de Janeiro,0,1,1,0,1,1,,1
2021-03-16,Brazil,Rio Grande do Norte,1,0,1,,,1,,1
2021-03-16,Brazil,Rio Grande do Sul,1,1,1,1,1,1,1,1
2021-03-16,Brazil,Rondonia,0,0,0,1,1,1,1,1
2021-03-16,Brazil,Roraima,1,1,1,1,1,0,0,1
2021-03-16,Brazil,Santa Catarina,,,,,,,,
2021-03-16,Brazil,Sao Paulo,1,1,1,,,1,,1
2021-03-16,Brazil,Sergipe,1,1,1,1,1,1,,1
2021-03-16,Brazil,Tocantins,1,0,1,1,0,0,1,1
2021-03-16,Brunei,,1,1,1,1,,,,1
2021-03-16,Bulgaria,,1,1,1,1,,,,1
2021-03-16,Burkina Faso,,,,,,,,0,1
2021-03-16,Burundi,,,1,,,,,,1
2021-03-16,Cambodia,,1,,0,1,,1,0,1
2021-03-16,Cameroon,,1,1,1,1,,,,1
2021-03-16,Canada,,0,0,0,0,0,0,0,1
2021-03-16,Canada,Alberta,1,1,1,1,,,0,1
2021-03-16,Canada,British Columbia,1,1,1,1,,,1,1
2021-03-16,Canada,Manitoba,0,0,1,1,,0,1,1
2021-03-16,Canada,New Brunswick,1,1,1,1,,,1,1
2021-03-16,Canada,Newfoundland and Labrador,0,1,1,0,1,0,1,1
2021-03-16,Canada,Northwest Territories,1,1,1,1,0,,1,1
2021-03-16,Canada,Nova Scotia,1,,1,1,,,1,1
2021-03-16,Canada,Nunavut,0,0,1,0,,1,0,1
2021-03-16,Canada,Ontario,0,0,0,0,1,0,1,1
2021-03-16,Canada,Prince Edward Island,1,1,1,1,,1,1,1
2021-03-16,Canada,Quebec,1,1,1,1,,1,1,1
2021-03-16,Canada,Saskatchewan,1,1,1,1,,1,1,1
2021-03-16,Canada,Yukon,1,1,1,1,,,1,1
2021-03-16,Cape Verde,,,0,1,1,,1,0,1
2021-03-16,Central African Republic,,,,,,,0,,1
2021-03-16,Chad,,,,,,,0,,1
2021-03-16,Chile,,0,0,1,0,0,0,0,1
2021-03-16,China,,1,1,1,0,1,1,1,1
2021-03-16,China,Anhui,1,1,1,1,1,,1,1
2021-03-16,China,Beijing,1,1,1,1,1,1,1,1
2021-03-16,China,Chongqing,1,1,1,1,1,1,1,1
2021-03-16,China,Fujian,1,1,1,1,1,1,1,1
2021-03-16,China,Gansu,1,1,1,1,1,1,1,1
2021-03-16,China,Guangdong,1,1,1,1,1,1,1,1
2021-03-16,China,Guangxi,1,1,1,0,1,,1,1
2021-03-16,China,Guizhou,1,1,1,,,,1,1
2021-03-16,China,Hainan,1,1,0,0,1,,1,1
2021-03-16,China,Hebei,1,1,,,,,,1
2021-03-16,China,Heilongjiang,1,0,0,0,1,0,0,1
2021-03-16,China,Henan,1,1,1,1,1,1,1,1
