tDate,Country,Province,SchoolFlag,WorkplaceFlag,CancelPublicEventsFlag,RestrictionsOnGatheringsFlag,PublicTransportFlag,StayAtHomeFlag,RestrictionsOnInternalFlag,PublicInformationCampaignsFlag
2022-12-19,Australia,,,,,,,,,
2022-12-19,Austria,,0,1,1,1,,,,1
2022-12-19,Belgium,,,,,,,,,
2022-12-19,Canada,,,,,,,,,1
2022-12-19,Chile,,,,,,,,,
2022-12-19,China,,,,,,,,,
2022-12-19,Colombia,,,,,,,,,
2022-12-19,Costa Rica,,,,,,,,,
2022-12-19,Czechia,,,,,,,,,
2022-12-19,Denmark,,,,,,,,,
2022-12-19,Estonia,,,,,,,,,1
2022-12-19,Finland,,,,,,,,,
2022-12-19,France,,,,,,,,,1
2022-12-19,Germany,,,,,,,,,
2022-12-19,Greece,,1,,,,,,,1
2022-12-19,Hungary,,,,,,,,,
2022-12-19,Iceland,,,,,,,,,1
2022-12-19,Ireland,,,,,,,,,
2022-12-19,Israel,,1,,,,,,,1
2022-12-19,Italy,,,,,,,,,
2022-12-19,Japan,,1,0,1,1,,1,1,1
2022-12-19,Latvia,,,,,,,,,
2022-12-19,Lithuania,,,,,,,,,
2022-12-19,Luxembourg,,,,,,,,,1
2022-12-19,Mexico,,,,,,,,,
2022-12-19,Netherlands,,,,,,,,,
2022-12-19,New Zealand,,,,,,,,,
2022-12-19,Norway,,,,,,,,,
2022-12-19,Poland,,,,,,,,,
2022-12-19,Portugal,,,,,,,,,
2022-12-19,Slovakia,,,,,,,,,
2022-12-19,Slovenia,,,,,,,,,
2022-12-19,South Korea,,,,,,,,,1
2022-12-19,Spain,,,,,,,,,
2022-12-19,Sweden,,,,,,,,,
2022-12-19,Switzerland,,,,,,,,,
2022-12-19,Taiwan,,,,,,,,,
2022-12-19,Turkey,,,,,,,,,
2022-12-19,United Kingdom,,,,,,,,,
2022-12-19,United States,,,,,,,,,
