tDate,Country,Province,SchoolFlag,WorkplaceFlag,CancelPublicEventsFlag,RestrictionsOnGatheringsFlag,PublicTransportFlag,StayAtHomeFlag,RestrictionsOnInternalFlag,PublicInformationCampaignsFlag
2022-08-04,Australia,,,,,,,,,1
2022-08-04,Austria,,0,1,1,1,,,,1
2022-08-04,Belgium,,,1,,,,,,1
2022-08-04,Canada,,,,,,,,,1
2022-08-04,Chile,,1,1,,0,,,,1
2022-08-04,China,,0,0,0,0,0,0,0,1
2022-08-04,Colombia,,0,1,,,,,,1
2022-08-04,Costa Rica,,,,,,,,,1
2022-08-04,Czechia,,,,,,,,,
2022-08-04,Denmark,,,,,,,,,1
2022-08-04,Estonia,,,,,,,,,1
2022-08-04,Finland,,1,1,,,1,,,1
2022-08-04,France,,,,,,,,,1
2022-08-04,Germany,,,,,,,1,,1
2022-08-04,Greece,,1,,,,,,,1
2022-08-04,Hungary,,,,,,,,,
2022-08-04,Iceland,,,,,,,,,1
2022-08-04,Ireland,,,,,,,,,1
2022-08-04,Israel,,1,,,,,,,1
2022-08-04,Italy,,1,1,,,,,,1
2022-08-04,Japan,,1,0,1,1,,1,1,1
2022-08-04,Latvia,,,,,,,,,1
2022-08-04,Lithuania,,,,,,,,,1
2022-08-04,Luxembourg,,,,,,,,,1
2022-08-04,Mexico,,1,0,1,,,,0,1
2022-08-04,Netherlands,,,,,,,,,1
2022-08-04,New Zealand,,,,,,,,,1
2022-08-04,Norway,,,,,,,,,1
2022-08-04,Poland,,1,,,,,,,1
2022-08-04,Portugal,,,,,,,,,1
2022-08-04,Slovakia,,,,,,,,,1
2022-08-04,Slovenia,,,,,,,,,1
2022-08-04,South Korea,,,,,,,,,1
2022-08-04,Spain,,,,0,0,,,,1
2022-08-04,Sweden,,,,,,,,,1
2022-08-04,Switzerland,,,,,,,,,1
2022-08-04,Taiwan,,1,1,,,,,,1
2022-08-04,Turkey,,,,,,,,,1
2022-08-04,United Kingdom,,,,,,,,,1
2022-08-04,United States,,0,0,,,0,0,,1
