tDate,Country,Province,SchoolFlag,WorkplaceFlag,CancelPublicEventsFlag,RestrictionsOnGatheringsFlag,PublicTransportFlag,StayAtHomeFlag,RestrictionsOnInternalFlag,PublicInformationCampaignsFlag
2022-07-20,Afghanistan,,,,,,,,,
2022-07-20,Albania,,,,,,,,,
2022-07-20,Algeria,,,,,,,,,
2022-07-20,Andorra,,,,,,,,,
2022-07-20,Angola,,,,,,,,,
2022-07-20,Argentina,,,,,,,,,
2022-07-20,Aruba,,,,,,,,,
2022-07-20,Australia,,,,,,,,,
2022-07-20,Australia,Australian Capital Territory,,,,,,,,
2022-07-20,Australia,New South Wales,,,,,,,,
2022-07-20,Australia,Northern Territory,,,,,,,,
2022-07-20,Australia,Queensland,,,,,,,,
2022-07-20,Australia,South Australia,,,,,,,,
2022-07-20,Australia,Tasmania,,,,,,,,
2022-07-20,Australia,Victoria,,,,,,,,
2022-07-20,Australia,Western Australia,,,,,,,,
2022-07-20,Austria,,,,,,,,,
2022-07-20,Azerbaijan,,,,,,,,,
2022-07-20,Bahamas,,,,,,,,,
2022-07-20,Bahrain,,,,,,,,,
2022-07-20,Bangladesh,,1,1,,,,1,,1
2022-07-20,Barbados,,,,,,,,,
2022-07-20,Belarus,,,,,,,,,
2022-07-20,Belgium,,,,,,,,,
2022-07-20,Belize,,,,,,,,,
2022-07-20,Benin,,,,,,,,,
2022-07-20,Bermuda,,,,,,,,,
2022-07-20,Bhutan,,,,1,,,,,1
2022-07-20,Bolivia,,,,,,,,,
2022-07-20,Bosnia and Herzegovina,,1,,1,1,,,,1
2022-07-20,Botswana,,,,,,,,,1
2022-07-20,Brazil,,0,0,0,,0,0,0,1
2022-07-20,Brazil,Acre,,,,,,,,
2022-07-20,Brazil,Alagoas,,,,,,,,
2022-07-20,Brazil,Amapa,,,,,,,,
2022-07-20,Brazil,Amazonas,,,,,,,,
2022-07-20,Brazil,Bahia,,,,,,,,
2022-07-20,Brazil,Ceara,,,,,,,,
2022-07-20,Brazil,Distrito Federal,,,,,,,,
2022-07-20,Brazil,Espirito Santo,,,,,,,,
2022-07-20,Brazil,Goias,,,,,,,,
2022-07-20,Brazil,Maranhao,,,,,,,,
2022-07-20,Brazil,Mato Grosso,,,,,,,,
2022-07-20,Brazil,Mato Grosso do Sul,,,,,,,,
