 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2021-12-10,Afghanistan,,,,,,,,,
2021-12-10,Albania,,1,1,1,1,,1,,1
2021-12-10,Algeria,,,,,,,,,
2021-12-10,Andorra,,1,1,1,1,1,1,1,1
2021-12-10,Angola,,,1,1,1,1,1,0,1
2021-12-10,Argentina,,,,,,,,,
2021-12-10,Aruba,,,,,,,,,
2021-12-10,Australia,,,0,0,0,0,,0,1
2021-12-10,Austria,,0,1,1,1,1,1,,1
2021-12-10,Azerbaijan,,,,,,,,,
2021-12-10,Bahamas,,1,1,1,1,,1,0,1
2021-12-10,Bahrain,,,,,,,,,
2021-12-10,Bangladesh,,,,,,,,,
2021-12-10,Barbados,,,,,,,,,
2021-12-10,Belarus,,,,,,,,,
2021-12-10,Belgium,,1,1,1,1,,,,1
2021-12-10,Belize,,,,,,,,,
2021-12-10,Benin,,,,,,,,,
2021-12-10,Bermuda,,,,,,,,,
2021-12-10,Bhutan,,,,,,,,,
2021-12-10,Bolivia,,,,,,,,,
2021-12-10,Bosnia and Herzegovina,,,,,,,,,
2021-12-10,Botswana,,,,,,,,,1
2021-12-10,Brazil,,0,0,0,0,0,0,0,1
2021-12-10,Brazil,Acre,,,,,,,,
2021-12-10,Brazil,Alagoas,,,,,,,,
2021-12-10,Brazil,Amapa,,,,,,,,
2021-12-10,Brazil,Amazonas,,,,,,,,
2021-12-10,Brazil,Bahia,,,,,,,,
2021-12-10,Brazil,Ceara,,,,,,,,
2021-12-10,Brazil,Distrito Federal,,,,,,,,
2021-12-10,Brazil,Espirito Santo,,,,,,,,
2021-12-10,Brazil,Goias,,,,,,,,
2021-12-10,Brazil,Maranhao,,,,,,,,
2021-12-10,Brazil,Mato Grosso,,,,,,,,
2021-12-10,Brazil,Mato Grosso do Sul,,,,,,,,
2021-12-10,Brazil,Minas Gerais,,,,,,,,
2021-12-10,Brazil,Para,,,,,,,,
2021-12-10,Brazil,Paraiba,,,,,,,,
2021-12-10,Brazil,Parana,,,,,,,,
2021-12-10,Brazil,Pernambuco,,,,,,,,
2021-12-10,Brazil,Piaui,,,,,,,,
2021-12-10,Brazil,Rio de Janeiro,,,,,,,,
2021-12-10,Brazil,Rio Grande do Norte,,,,,,,,
