 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2021-05-31,Afghanistan,,0,1,1,,,,1,1
2021-05-31,Albania,,1,1,1,1,,1,,1
2021-05-31,Algeria,,1,1,0,0,0,0,1,1
2021-05-31,Andorra,,1,1,1,1,1,,,1
2021-05-31,Angola,,,1,1,1,,1,,1
2021-05-31,Argentina,,0,0,1,1,0,0,0,1
2021-05-31,Aruba,,1,1,1,1,,1,,1
2021-05-31,Australia,,0,0,0,0,0,0,0,1
2021-05-31,Austria,,0,1,1,1,1,,0,1
2021-05-31,Azerbaijan,,0,1,1,1,0,1,1,1
2021-05-31,Bahamas,,0,0,0,0,,0,0,1
2021-05-31,Bahrain,,1,1,1,1,,1,1,1
2021-05-31,Bangladesh,,1,1,1,1,1,1,1,1
2021-05-31,Barbados,,1,1,1,1,1,1,,1
2021-05-31,Belarus,,,1,1,1,,1,,1
2021-05-31,Belgium,,1,1,1,1,,1,,1
2021-05-31,Belize,,,1,1,1,1,1,1,1
2021-05-31,Benin,,,,1,1,1,,,1
2021-05-31,Bermuda,,1,1,1,1,1,1,,1
2021-05-31,Bhutan,,0,0,1,1,0,0,0,1
2021-05-31,Bolivia,,0,,,,,,,1
2021-05-31,Bosnia and Herzegovina,,1,0,1,1,,,,1
2021-05-31,Botswana,,1,1,1,1,,1,1,1
2021-05-31,Brazil,,0,0,0,0,0,0,0,1
2021-05-31,Brazil,Acre,1,1,1,,1,1,1,1
2021-05-31,Brazil,Alagoas,1,1,1,1,1,1,0,1
2021-05-31,Brazil,Amapa,1,1,1,0,,1,0,1
2021-05-31,Brazil,Amazonas,1,1,1,0,1,0,1,1
2021-05-31,Brazil,Bahia,0,0,1,0,1,0,0,1
2021-05-31,Brazil,Ceara,0,1,1,1,1,1,1,1
2021-05-31,Brazil,Distrito Federal,,,,,,,,
2021-05-31,Brazil,Espirito Santo,0,1,1,1,1,1,0,1
2021-05-31,Brazil,Goias,1,1,1,0,1,0,,1
2021-05-31,Brazil,Maranhao,1,1,1,1,1,1,0,1
2021-05-31,Brazil,Mato Grosso,0,0,1,1,0,0,0,1
2021-05-31,Brazil,Mato Grosso do Sul,1,0,1,0,,0,1,1
2021-05-31,Brazil,Minas Gerais,0,0,1,1,1,1,1,1
2021-05-31,Brazil,Para,1,1,1,0,,1,1,1
2021-05-31,Brazil,Paraiba,1,1,0,,1,0,0,1
2021-05-31,Brazil,Parana,1,0,1,0,,0,,1
2021-05-31,Brazil,Pernambuco,1,0,0,1,0,1,0,1
2021-05-31,Brazil,Piaui,1,1,1,,0,1,,1
2021-05-31,Brazil,Rio de Janeiro,0,0,1,0,1,,,1
2021-05-31,Brazil,Rio Grande do Norte,0,0,1,0,1,0,,1
2021-05-31,Brazil,Rio Grande do Sul,0,1,1,1,1,1,1,1
2021-05-31,Brazil,Rondonia,1,1,1,1,1,1,1,1
2021-05-31,Brazil,Roraima,1,1,1,1,1,1,0,1
2021-05-31,Brazil,Santa Catarina,,,,,,,,
2021-05-31,Brazil,Sao Paulo,0,1,1,,,1,0,1
2021-05-31,Brazil,Sergipe,1,1,1,1,1,0,1,1
2021-05-31,Brazil,Tocantins,1,1,1,1,0,0,0,1
2021-05-31,Brunei,,1,1,1,1,,,,1
2021-05-31,Bulgaria,,1,1,1,1,,,,1
2021-05-31,Burkina Faso,,,,,,,,0,1
2021-05-31,Burundi,,,1,,,,,,1
2021-05-31,Cambodia,,1,0,1,0,,0,,1
2021-05-31,Cameroon,,0,,1,1,,,,1
2021-05-31,Canada,,0,0,0,0,0,1,0,1
2021-05-31,Canada,Alberta,1,1,1,1,,1,1,1
2021-05-31,Canada,British Columbia,1,1,1,1,,1,1,1
2021-05-31,Canada,Manitoba,0,0,1,1,,0,1,1
2021-05-31,Canada,New Brunswick,1,1,1,1,,1,1,1
2021-05-31,Canada,Newfoundland and Labrador,0,0,0,0,1,0,1,1
2021-05-31,Canada,Northwest Territories,1,1,1,1,0,1,1,1
2021-05-31,Canada,Nova Scotia,1,1,1,1,,1,1,1
2021-05-31,Canada,Nunavut,0,0,0,0,,1,0,1
2021-05-31,Canada,Ontario,1,1,1,1,1,1,1,1
2021-05-31,Canada,Prince Edward Island,1,1,1,1,,1,1,1
2021-05-31,Canada,Quebec,1,1,1,1,,1,,1
2021-05-31,Canada,Saskatchewan,1,1,1,1,,1,1,1
2021-05-31,Canada,Yukon,1,1,1,1,,1,1,1
2021-05-31,Cape Verde,,1,1,1,1,,1,0,1
2021-05-31,Central African Republic,,,,,,,,,1
2021-05-31,Chad,,,,,,,,0,1
2021-05-31,Chile,,0,0,0,0,0,0,0,1
2021-05-31,China,,0,0,0,0,1,0,0,1
2021-05-31,China,Anhui,1,0,0,0,1,0,0,1
2021-05-31,China,Beijing,1,1,1,1,1,1,1,1
2021-05-31,China,Chongqing,1,1,1,1,1,1,1,1
2021-05-31,China,Fujian,1,1,1,,,,1,1
2021-05-31,China,Gansu,1,1,0,,,,1,1
2021-05-31,China,Guangdong,0,0,1,0,0,0,0,1
2021-05-31,China,Guangxi,1,1,1,1,1,,1,1
2021-05-31,China,Guizhou,1,1,1,,,,1,1
2021-05-31,China,Hainan,1,1,,,1,,1,1
2021-05-31,China,Hebei,1,1,,,,,0,1
2021-05-31,China,Heilongjiang,1,1,0,0,1,1,1,1
2021-05-31,China,Henan,1,1,,,1,1,1,1
2021-05-31,China,Hubei,1,1,1,1,1,1,0,1
2021-05-31,China,Hunan,1,1,1,,,,1,1
2021-05-31,China,Inner Mongolia,1,1,1,,1,,1,1
2021-05-31,China,Jiangsu,1,1,1,1,1,1,1,1
2021-05-31,China,Jiangxi,1,1,1,1,,1,1,1
2021-05-31,China,Jilin,1,1,1,1,,1,1,1
2021-05-31,China,Liaoning,1,0,1,,,,,1
2021-05-31,China,Ningxia,1,1,1,,,,1,1
2021-05-31,China,Qinghai,1,1,1,1,1,1,1,1
2021-05-31,China,Shaanxi,1,1,1,1,1,1,1,1
2021-05-31,China,Shandong,1,1,1,1,,,1,1
2021-05-31,China,Shanghai,1,1,1,1,1,1,1,1
2021-05-31,China,Shanxi,1,1,1,1,1,1,1,1
2021-05-31,China,Sichuan,1,1,1,1,1,,1,1
2021-05-31,China,Tianjin,1,1,1,1,,,1,1
2021-05-31,China,Tibet,1,1,1,1,,,1,1
2021-05-31,China,Xinjiang,1,1,1,1,1,,1,1
2021-05-31,China,Yunnan,1,0,0,0,1,1,1,1
2021-05-31,China,Zhejiang,1,1,1,1,1,1,1,1
2021-05-31,Colombia,,0,0,0,1,0,0,,1
2021-05-31,Comoros,,,,,,,,,
2021-05-31,Congo,,,1,1,1,1,0,1,1
2021-05-31,Costa Rica,,1,1,1,1,,1,1,1
2021-05-31,Cote d`Ivoire,,,,,,,1,,1
2021-05-31,Croatia,,1,1,1,1,1,,,1
2021-05-31,Cuba,,0,0,1,0,0,0,0,1
2021-05-31,Cyprus,,1,1,1,1,1,1,1,1
2021-05-31,Czechia,,1,1,1,1,,,,1
2021-05-31,Democratic Republic of Congo,,,,1,1,1,0,0,1
2021-05-31,Denmark,,0,1,1,1,,,,1
2021-05-31,Djibouti,,1,1,1,1,1,,,1
2021-05-31,Dominica,,,,1,1,,1,,1
2021-05-31,Dominican Republic,,1,1,1,1,1,1,,1
2021-05-31,Ecuador,,1,1,1,1,1,1,0,1
2021-05-31,Egypt,,1,1,1,1,1,1,,1
2021-05-31,El Salvador,,1,1,1,,,,,1
2021-05-31,Eritrea,,,,1,1,1,1,1,1
