tDate,Country,Province,SchoolFlag,WorkplaceFlag,CancelPublicEventsFlag,RestrictionsOnGatheringsFlag,PublicTransportFlag,StayAtHomeFlag,RestrictionsOnInternalFlag,PublicInformationCampaignsFlag
2022-08-14,Australia,,,,,,,,,1
2022-08-14,Austria,,0,1,1,1,,,,1
2022-08-14,Belgium,,,1,,,,,,1
2022-08-14,Canada,,,,,,0,,,1
2022-08-14,Chile,,1,1,,0,,,,1
2022-08-14,China,,0,0,0,0,0,0,0,1
2022-08-14,Colombia,,0,1,,,,,,1
2022-08-14,Costa Rica,,,,,,,,,1
2022-08-14,Czechia,,,,,,,,,
2022-08-14,Denmark,,,,,,,,,1
2022-08-14,Estonia,,,,,,,,,1
2022-08-14,Finland,,1,1,,,1,,,1
2022-08-14,France,,,,,,,,,1
2022-08-14,Germany,,,,,,,1,,1
2022-08-14,Greece,,1,,,,,,,1
2022-08-14,Hungary,,,,,,,,,
2022-08-14,Iceland,,,,,,,,,1
2022-08-14,Ireland,,,,,,,,,1
2022-08-14,Israel,,1,,,,,,,1
2022-08-14,Italy,,,1,,,,,,1
2022-08-14,Japan,,1,0,1,1,,1,1,1
2022-08-14,Latvia,,,,,,,,,1
2022-08-14,Lithuania,,,,,,,,,1
2022-08-14,Luxembourg,,,,,,,,,1
2022-08-14,Mexico,,1,0,1,,,,0,1
2022-08-14,Netherlands,,,,,,,,,1
2022-08-14,New Zealand,,,,,,,,,1
2022-08-14,Norway,,,,,,,,,1
2022-08-14,Poland,,1,,,,,,,1
2022-08-14,Portugal,,,,,,,,,1
2022-08-14,Slovakia,,,,,,,,,
2022-08-14,Slovenia,,,,,,,,,1
2022-08-14,South Korea,,,,,,,,,1
2022-08-14,Spain,,,,0,0,,,,1
2022-08-14,Sweden,,,,,,,,,
2022-08-14,Switzerland,,,,,,,,,1
2022-08-14,Taiwan,,1,1,,,,,,1
2022-08-14,Turkey,,,,,,,,,1
2022-08-14,United Kingdom,,,,,,,,,1
2022-08-14,United States,,0,0,,,0,0,,1
