 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2022-03-11,Afghanistan,,,,,,,,,
2022-03-11,Albania,,1,1,1,1,,,1,1
2022-03-11,Algeria,,,,,,,,,
2022-03-11,Andorra,,,,,,,,,
2022-03-11,Angola,,,,,,,,,
2022-03-11,Argentina,,,,,,,,,
2022-03-11,Aruba,,,,1,1,,1,,1
2022-03-11,Australia,,,0,0,0,0,,0,1
2022-03-11,Austria,,0,1,1,1,,,,1
2022-03-11,Azerbaijan,,,,,,,,,
2022-03-11,Bahamas,,,,,,,,,
2022-03-11,Bahrain,,1,1,1,1,,1,,1
2022-03-11,Bangladesh,,1,1,,,,1,,1
2022-03-11,Barbados,,,,,,,,,
2022-03-11,Belarus,,,1,,,,,,1
2022-03-11,Belgium,,,,,,,,,
2022-03-11,Belize,,1,1,1,,1,1,0,1
2022-03-11,Benin,,,,,,,,,
2022-03-11,Bermuda,,,,,,,,,
2022-03-11,Bhutan,,,,,,,,,
2022-03-11,Bolivia,,,,,,,,,
2022-03-11,Bosnia and Herzegovina,,,,,,,,,
2022-03-11,Botswana,,,,,,,,,
2022-03-11,Brazil,,,,,,,,,
2022-03-11,Brazil,Acre,,,,,,,,
2022-03-11,Brazil,Alagoas,,,,,,,,
2022-03-11,Brazil,Amapa,,,,,,,,
2022-03-11,Brazil,Amazonas,,,,,,,,
2022-03-11,Brazil,Bahia,,,,,,,,
2022-03-11,Brazil,Ceara,,,,,,,,
2022-03-11,Brazil,Distrito Federal,,,,,,,,
2022-03-11,Brazil,Espirito Santo,,,,,,,,
2022-03-11,Brazil,Goias,,,,,,,,
2022-03-11,Brazil,Maranhao,,,,,,,,
2022-03-11,Brazil,Mato Grosso,,,,,,,,
2022-03-11,Brazil,Mato Grosso do Sul,,,,,,,,
2022-03-11,Brazil,Minas Gerais,,,,,,,,
2022-03-11,Brazil,Para,,,,,,,,
2022-03-11,Brazil,Paraiba,,,,,,,,
2022-03-11,Brazil,Parana,,,,,,,,
2022-03-11,Brazil,Pernambuco,,,,,,,,
2022-03-11,Brazil,Piaui,,,,,,,,
2022-03-11,Brazil,Rio de Janeiro,,,,,,,,
2022-03-11,Brazil,Rio Grande do Norte,,,,,,,,
2022-03-11,Brazil,Rio Grande do Sul,,,,,,,,
2022-03-11,Brazil,Rondonia,,,,,,,,
2022-03-11,Brazil,Roraima,,,,,,,,
2022-03-11,Brazil,Santa Catarina,,,,,,,,
2022-03-11,Brazil,Sao Paulo,,,,,,,,
2022-03-11,Brazil,Sergipe,,,,,,,,
2022-03-11,Brazil,Tocantins,,,,,,,,
2022-03-11,Brunei,,1,1,1,1,1,1,,1
2022-03-11,Bulgaria,,1,1,1,1,,,,1
2022-03-11,Burkina Faso,,,,,,,,,
2022-03-11,Burundi,,,,,,,,,
2022-03-11,Cambodia,,,,,,,,,
2022-03-11,Cameroon,,,,,,,,,
2022-03-11,Canada,,0,0,0,0,0,1,1,1
2022-03-11,Canada,Alberta,,,,,,,,
2022-03-11,Canada,British Columbia,,,,,,,,
2022-03-11,Canada,Manitoba,,,,,,,,
2022-03-11,Canada,New Brunswick,,,,,,,,
2022-03-11,Canada,Newfoundland and Labrador,,,,,,,,
2022-03-11,Canada,Northwest Territories,,,,,,,,
2022-03-11,Canada,Nova Scotia,,,,,,,,
2022-03-11,Canada,Nunavut,,,,,,,,
2022-03-11,Canada,Ontario,,,,,,,,
2022-03-11,Canada,Prince Edward Island,,,,,,,,
2022-03-11,Canada,Quebec,,,,,,,,
2022-03-11,Canada,Saskatchewan,,,,,,,,
2022-03-11,Canada,Yukon,,,,,,,,
2022-03-11,Cape Verde,,,,,,,,,
2022-03-11,Central African Republic,,,,,1,,1,,
2022-03-11,Chad,,,,,,,,,
2022-03-11,Chile,,0,0,0,0,,,0,1
2022-03-11,China,,,,,,,,,
2022-03-11,China,Anhui,,,,,,,,
2022-03-11,China,Beijing,,,,,,,,
2022-03-11,China,Chongqing,,,,,,,,
2022-03-11,China,Fujian,,,,,,,,
2022-03-11,China,Gansu,,,,,,,,
