tDate,Country,Province,SchoolFlag,WorkplaceFlag,CancelPublicEventsFlag,RestrictionsOnGatheringsFlag,PublicTransportFlag,StayAtHomeFlag,RestrictionsOnInternalFlag,PublicInformationCampaignsFlag
2022-07-24,Afghanistan,,,0,0,,0,,,
2022-07-24,Albania,,,,,,,,,
2022-07-24,Algeria,,,,,,,,,
2022-07-24,Andorra,,,,,,,,,
2022-07-24,Angola,,,,,,,,,
2022-07-24,Argentina,,,,,,,,,
2022-07-24,Aruba,,,1,1,1,,,,1
2022-07-24,Australia,,,,,,,,,1
2022-07-24,Australia,Australian Capital Territory,,,,,,,,
2022-07-24,Australia,New South Wales,,,,,,,,
2022-07-24,Australia,Northern Territory,,,,,,,,
2022-07-24,Australia,Queensland,,,,,,,,
2022-07-24,Australia,South Australia,,,,,,,,
2022-07-24,Australia,Tasmania,,,,,,,,
2022-07-24,Australia,Victoria,,,,,,,,
2022-07-24,Australia,Western Australia,,,,,,,,
2022-07-24,Austria,,0,1,1,1,,,,1
2022-07-24,Azerbaijan,,,,,,,,,
2022-07-24,Bahamas,,1,1,1,1,1,,,1
2022-07-24,Bahrain,,,,,,,,,1
2022-07-24,Bangladesh,,1,1,1,,,1,,1
2022-07-24,Barbados,,,,,,,,,
2022-07-24,Belarus,,,,,,,,,
2022-07-24,Belgium,,,,,,,,,
2022-07-24,Belize,,,,,,,,,
2022-07-24,Benin,,,,,,,,,
2022-07-24,Bermuda,,,,,,,,,
2022-07-24,Bhutan,,,,,,,,,1
2022-07-24,Bolivia,,,,,,,,,
2022-07-24,Bosnia and Herzegovina,,,,,,,,,
2022-07-24,Botswana,,,,,,,,,1
2022-07-24,Brazil,,,,,,,,,
2022-07-24,Brazil,Acre,,,,,,,,
2022-07-24,Brazil,Alagoas,,,,,,,,
2022-07-24,Brazil,Amapa,,,,,,,,
2022-07-24,Brazil,Amazonas,,,,,,,,
2022-07-24,Brazil,Bahia,,,,,,,,
2022-07-24,Brazil,Ceara,,,,,,,,
2022-07-24,Brazil,Distrito Federal,,,,,,,,
2022-07-24,Brazil,Espirito Santo,,,,,,,,
2022-07-24,Brazil,Goias,,,,,,,,
2022-07-24,Brazil,Maranhao,,,,,,,,
2022-07-24,Brazil,Mato Grosso,,,,,,,,
2022-07-24,Brazil,Mato Grosso do Sul,,,,,,,,
2022-07-24,Brazil,Minas Gerais,,,,,,,,
2022-07-24,Brazil,Para,,,,,,,,
2022-07-24,Brazil,Paraiba,,,,,,,,
2022-07-24,Brazil,Parana,,,,,,,,
2022-07-24,Brazil,Pernambuco,,,,,,,,
2022-07-24,Brazil,Piaui,,,,,,,,
2022-07-24,Brazil,Rio de Janeiro,,,,,,,,
2022-07-24,Brazil,Rio Grande do Norte,,,,,,,,
2022-07-24,Brazil,Rio Grande do Sul,,,,,,,,
2022-07-24,Brazil,Rondonia,,,,,,,,
2022-07-24,Brazil,Roraima,,,,,,,,
2022-07-24,Brazil,Santa Catarina,,,,,,,,
2022-07-24,Brazil,Sao Paulo,,,,,,,,
2022-07-24,Brazil,Sergipe,,,,,,,,
2022-07-24,Brazil,Tocantins,,,,,,,,
2022-07-24,Brunei,,,,,,,,,
2022-07-24,Bulgaria,,,,,,,,,1
2022-07-24,Burkina Faso,,,,,,,,,
2022-07-24,Burundi,,,,,,,,,1
2022-07-24,Cambodia,,1,,,,,,,1
2022-07-24,Cameroon,,,,,,,,,
2022-07-24,Canada,,,1,,,,,,1
2022-07-24,Canada,Alberta,,,,,,,,
2022-07-24,Canada,British Columbia,,,,,,,,
2022-07-24,Canada,Manitoba,,,,,,,,
2022-07-24,Canada,New Brunswick,,,,,,,,
2022-07-24,Canada,Newfoundland and Labrador,,,,,,,,
2022-07-24,Canada,Northwest Territories,,,,,,,,
2022-07-24,Canada,Nova Scotia,,,,,,,,
2022-07-24,Canada,Nunavut,,,,,,,,
2022-07-24,Canada,Ontario,,,,,,,,
2022-07-24,Canada,Prince Edward Island,,,,,,,,
2022-07-24,Canada,Quebec,,,,,,,,
2022-07-24,Canada,Saskatchewan,,,,,,,,
2022-07-24,Canada,Yukon,,,,,,,,
2022-07-24,Cape Verde,,,,,,,,,
2022-07-24,Central African Republic,,,,,,,,,
2022-07-24,Chad,,,,,,,,,
2022-07-24,Chile,,,1,,,,,,
2022-07-24,China,,,,,,,,,
2022-07-24,China,Anhui,,,,,,,,
2022-07-24,China,Beijing,,,,,,,,
2022-07-24,China,Chongqing,,,,,,,,
2022-07-24,China,Fujian,,,,,,,,
2022-07-24,China,Gansu,,,,,,,,
2022-07-24,China,Guangdong,,,,,,,,
2022-07-24,China,Guangxi,,,,,,,,
2022-07-24,China,Guizhou,,,,,,,,
2022-07-24,China,Hainan,,,,,,,,
2022-07-24,China,Hebei,,,,,,,,
2022-07-24,China,Heilongjiang,,,,,,,,
2022-07-24,China,Henan,,,,,,,,
2022-07-24,China,Hubei,,,,,,,,
2022-07-24,China,Hunan,,,,,,,,
2022-07-24,China,Inner Mongolia,,,,,,,,
2022-07-24,China,Jiangsu,,,,,,,,
2022-07-24,China,Jiangxi,,,,,,,,
2022-07-24,China,Jilin,,,,,,,,
2022-07-24,China,Liaoning,,,,,,,,
2022-07-24,China,Ningxia,,,,,,,,
2022-07-24,China,Qinghai,,,,,,,,
2022-07-24,China,Shaanxi,,,,,,,,
2022-07-24,China,Shandong,,,,,,,,
2022-07-24,China,Shanghai,,,,,,,,
2022-07-24,China,Shanxi,,,,,,,,
2022-07-24,China,Sichuan,,,,,,,,
2022-07-24,China,Tianjin,,,,,,,,
2022-07-24,China,Tibet,,,,,,,,
2022-07-24,China,Xinjiang,,,,,,,,
2022-07-24,China,Yunnan,,,,,,,,
2022-07-24,China,Zhejiang,,,,,,,,
2022-07-24,Colombia,,0,,,,,1,,1
2022-07-24,Comoros,,,,,,,,,
2022-07-24,Congo,,,,,,,,,
2022-07-24,Costa Rica,,,,,,,,,
2022-07-24,Cote d`Ivoire,,,,,,,,,
2022-07-24,Croatia,,,,,,,,,
2022-07-24,Cuba,,,,,,,,,
2022-07-24,Cyprus,,,,,,,,,
2022-07-24,Czechia,,,,,,,,,
2022-07-24,Democratic Republic of Congo,,,,,,,,,
2022-07-24,Denmark,,,,,,,,,
2022-07-24,Djibouti,,,,,,,,,
2022-07-24,Dominica,,,,,,,,,
2022-07-24,Dominican Republic,,,,,,,,,
2022-07-24,Ecuador,,,1,1,1,1,,1,1
2022-07-24,Egypt,,1,1,1,1,,,,1
2022-07-24,El Salvador,,1,1,1,1,1,,,1
2022-07-24,Eritrea,,1,1,1,1,1,1,,1
2022-07-24,Estonia,,,,,,,,,1
2022-07-24,Eswatini,,,,,,,,,
2022-07-24,Ethiopia,,,,,,,,,
2022-07-24,Faeroe Islands,,,,,,,,,
2022-07-24,Fiji,,,,,,,,,
2022-07-24,Finland,,,,,,,,,
2022-07-24,France,,,,,,,,,
2022-07-24,Gabon,,,,,,,,,
2022-07-24,Gambia,,,,,,,,,
2022-07-24,Georgia,,,,,,,,,
2022-07-24,Germany,,,,,,,,,
2022-07-24,Ghana,,,,,,,,,
2022-07-24,Greece,,1,,,,,,,1
2022-07-24,Greenland,,,,,,,,,1
2022-07-24,Grenada,,,,,,,,,
2022-07-24,Guam,,,,,,,,,
2022-07-24,Guatemala,,,,,,,,,
2022-07-24,Guinea,,1,1,1,1,,,,1
2022-07-24,Guyana,,1,1,,,,,,1
2022-07-24,Haiti,,,,,,,,,
2022-07-24,Honduras,,,1,1,,,1,,1
2022-07-24,Hong Kong,,,,,,,,,
2022-07-24,Hungary,,,,,,,,,
2022-07-24,Iceland,,,,,,,,,
2022-07-24,India,,,,,,,,,
2022-07-24,India,Andaman and Nicobar Islands,,,,,,,,
2022-07-24,India,Andhra Pradesh,,,,,,,,
2022-07-24,India,Arunachal Pradesh,,,,,,,,
2022-07-24,India,Assam,,,,,,,,
2022-07-24,India,Bihar,,,,,,,,
2022-07-24,India,Chandigarh,,,,,,,,
2022-07-24,India,Chhattisgarh,,,,,,,,
2022-07-24,India,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,
2022-07-24,India,Delhi,,,,,,,,
2022-07-24,India,Goa,,,,,,,,
2022-07-24,India,Gujarat,,,,,,,,
2022-07-24,India,Haryana,,,,,,,,
2022-07-24,India,Himachal Pradesh,,,,,,,,
2022-07-24,India,Jammu and Kashmir,,,,,,,,
2022-07-24,India,Jharkhand,,,,,,,,
2022-07-24,India,Karnataka,,,,,,,,
2022-07-24,India,Kerala,,,,,,,,
2022-07-24,India,Ladakh,,,,,,,,
2022-07-24,India,Lakshadweep,,,,,,,,
2022-07-24,India,Madhya Pradesh,,,,,,,,
2022-07-24,India,Maharashtra,,,,,,,,
2022-07-24,India,Manipur,,,,,,,,
2022-07-24,India,Meghalaya,,,,,,,,
2022-07-24,India,Mizoram,,,,,,,,
2022-07-24,India,Nagaland,,,,,,,,
2022-07-24,India,Odisha,,,,,,,,
2022-07-24,India,Puducherry,,,,,,,,
2022-07-24,India,Punjab,,,,,,,,
2022-07-24,India,Rajasthan,,,,,,,,
2022-07-24,India,Sikkim,,,,,,,,
2022-07-24,India,Tamil Nadu,,,,,,,,
2022-07-24,India,Telangana,,,,,,,,
2022-07-24,India,Tripura,,,,,,,,
2022-07-24,India,Uttar Pradesh,,,,,,,,
2022-07-24,India,Uttarakhand,,,,,,,,
2022-07-24,India,West Bengal,,,,,,,,
2022-07-24,Indonesia,,,,,,,,,
2022-07-24,Iran,,,,,,,,,
2022-07-24,Iraq,,,1,1,1,,,,1
2022-07-24,Ireland,,,,,,,,,
2022-07-24,Israel,,1,,,,,,,1
2022-07-24,Italy,,,,,,,,,
2022-07-24,Jamaica,,,,,,,,,
2022-07-24,Japan,,1,0,1,1,,1,1,1
2022-07-24,Jordan,,,,,,,,,
2022-07-24,Kazakhstan,,,,,,,,,
2022-07-24,Kenya,,,1,1,1,,,,1
2022-07-24,Kiribati,,,,,,,,,
2022-07-24,Kosovo,,,,,,,,,
2022-07-24,Kuwait,,,,,,,,,
2022-07-24,Kyrgyz Republic,,,,1,1,,,,1
2022-07-24,Laos,,,,,,,,,
2022-07-24,Latvia,,,,,,,,,1
2022-07-24,Lebanon,,,,,,,,,
2022-07-24,Lesotho,,,,,,,,,
2022-07-24,Liberia,,,,,,,,,
2022-07-24,Libya,,,,,,,,,
2022-07-24,Liechtenstein,,,,,,,,,
