tDate,Country,Province,SchoolFlag,WorkplaceFlag,CancelPublicEventsFlag,RestrictionsOnGatheringsFlag,PublicTransportFlag,StayAtHomeFlag,RestrictionsOnInternalFlag,PublicInformationCampaignsFlag
2022-08-31,Australia,,,,,,,,,1
2022-08-31,Austria,,0,1,1,1,,,,1
2022-08-31,Belgium,,,,,,,,,
2022-08-31,Canada,,,,,,,,,1
2022-08-31,Chile,,,,,,,,,
2022-08-31,China,,,,,,,,,
2022-08-31,Colombia,,0,1,,,,,,1
2022-08-31,Costa Rica,,,,,,,,,1
2022-08-31,Czechia,,,,,,,,,
2022-08-31,Denmark,,,,,,,,,
2022-08-31,Estonia,,,,,,,,,
2022-08-31,Finland,,,,,,,,,
2022-08-31,France,,,,,,,,,
2022-08-31,Germany,,,,,,,1,,1
2022-08-31,Greece,,1,,,,,,,1
2022-08-31,Hungary,,,,,,,,,
2022-08-31,Iceland,,,,,,,,,
2022-08-31,Ireland,,,,,,,,,
2022-08-31,Israel,,1,,,,,,,1
2022-08-31,Italy,,,1,,,,,,1
2022-08-31,Japan,,1,0,1,1,,1,1,1
2022-08-31,Latvia,,,,,,,,,
2022-08-31,Lithuania,,,,,,,,,1
2022-08-31,Luxembourg,,,,,,,,,1
2022-08-31,Mexico,,1,0,,,,,,1
2022-08-31,Netherlands,,,,,,,,,
2022-08-31,New Zealand,,,,,,,,,1
2022-08-31,Norway,,,,,,,,,
2022-08-31,Poland,,,,,,,,,
2022-08-31,Portugal,,,,,,,,,1
2022-08-31,Slovakia,,,,,,,,,
2022-08-31,Slovenia,,,,,,,,,1
2022-08-31,South Korea,,,,,,,,,1
2022-08-31,Spain,,,,,,,,,
2022-08-31,Sweden,,,,,,,,,
2022-08-31,Switzerland,,,,,,,,,1
2022-08-31,Taiwan,,1,1,,,,,,1
2022-08-31,Turkey,,,,,,,,,
2022-08-31,United Kingdom,,,,,,,,,
2022-08-31,United States,,0,0,,,0,0,,1
