 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2020-05-31,Afghanistan,,1,0,1,1,0,0,0,1
2020-05-31,Albania,,1,1,1,1,1,1,0,1
2020-05-31,Algeria,,1,1,1,1,1,0,,1
2020-05-31,Andorra,,1,1,1,,1,1,,1
2020-05-31,Angola,,1,1,1,1,1,1,0,1
2020-05-31,Argentina,,1,0,1,1,1,1,1,1
2020-05-31,Aruba,,1,1,1,,,1,1,1
2020-05-31,Australia,,0,1,1,0,0,,0,1
2020-05-31,Austria,,1,1,1,1,,,,1
2020-05-31,Azerbaijan,,0,1,1,1,,1,1,1
2020-05-31,Bahamas,,1,1,1,1,1,1,1,1
2020-05-31,Bahrain,,1,1,1,1,1,1,1,1
2020-05-31,Bangladesh,,1,1,1,1,1,1,,1
2020-05-31,Barbados,,1,1,1,1,1,1,1,1
2020-05-31,Belarus,,,,1,1,,1,,1
2020-05-31,Belgium,,1,1,1,1,,1,1,1
2020-05-31,Belize,,1,1,1,1,,1,1,1
2020-05-31,Benin,,1,0,1,1,0,,,1
2020-05-31,Bermuda,,1,1,1,1,1,1,1,1
2020-05-31,Bhutan,,1,1,1,1,1,1,1,1
2020-05-31,Bolivia,,1,1,1,1,0,1,1,1
2020-05-31,Bosnia and Herzegovina,,1,1,1,1,,,1,1
2020-05-31,Botswana,,0,1,1,1,,1,0,1
2020-05-31,Brazil,,0,0,0,0,0,0,0,1
2020-05-31,Brazil,Acre,1,1,1,1,1,1,1,1
2020-05-31,Brazil,Alagoas,1,0,1,0,1,1,1,1
2020-05-31,Brazil,Amapa,1,1,1,1,1,1,0,1
2020-05-31,Brazil,Amazonas,1,1,1,1,0,0,0,1
2020-05-31,Brazil,Bahia,1,1,1,1,1,0,1,1
2020-05-31,Brazil,Ceara,1,1,1,0,0,0,1,1
2020-05-31,Brazil,Distrito Federal,,,,,,,,
2020-05-31,Brazil,Espirito Santo,1,1,1,1,0,0,0,1
2020-05-31,Brazil,Goias,1,1,1,1,1,1,,1
2020-05-31,Brazil,Maranhao,0,1,1,1,0,1,,1
2020-05-31,Brazil,Mato Grosso,1,0,1,1,0,1,,1
2020-05-31,Brazil,Mato Grosso do Sul,1,0,1,0,1,1,0,1
2020-05-31,Brazil,Minas Gerais,1,0,1,0,1,1,1,1
2020-05-31,Brazil,Para,1,1,1,1,1,1,1,1
2020-05-31,Brazil,Paraiba,1,1,1,0,0,1,1,1
2020-05-31,Brazil,Parana,1,1,1,1,1,1,1,1
2020-05-31,Brazil,Pernambuco,1,0,1,1,0,0,0,1
2020-05-31,Brazil,Piaui,1,1,1,1,0,1,1,1
2020-05-31,Brazil,Rio de Janeiro,1,0,1,1,1,0,1,1
2020-05-31,Brazil,Rio Grande do Norte,1,1,1,1,1,1,1,1
2020-05-31,Brazil,Rio Grande do Sul,1,0,1,1,1,0,1,1
2020-05-31,Brazil,Rondonia,1,0,1,1,1,1,1,1
2020-05-31,Brazil,Roraima,1,1,1,1,1,0,1,1
2020-05-31,Brazil,Santa Catarina,1,0,1,1,1,1,1,1
2020-05-31,Brazil,Sao Paulo,1,1,1,1,1,1,,1
2020-05-31,Brazil,Sergipe,1,0,1,1,1,1,,1
2020-05-31,Brazil,Tocantins,1,0,1,1,1,1,1,1
2020-05-31,Brunei,,1,,1,1,,,1,1
2020-05-31,Bulgaria,,1,1,1,1,,,,1
2020-05-31,Burkina Faso,,1,,1,1,,1,,1
