tDate,Country,Province,SchoolFlag,WorkplaceFlag,CancelPublicEventsFlag,RestrictionsOnGatheringsFlag,PublicTransportFlag,StayAtHomeFlag,RestrictionsOnInternalFlag,PublicInformationCampaignsFlag
2022-08-03,Australia,,,,,,,,,1
2022-08-03,Austria,,0,1,1,1,,,,1
2022-08-03,Belgium,,,1,,,,,,1
2022-08-03,Canada,,,,,,,,,1
2022-08-03,Chile,,1,1,,0,,,,1
2022-08-03,China,,0,0,0,0,0,0,0,1
2022-08-03,Colombia,,0,1,,,,,,1
2022-08-03,Costa Rica,,,,,,,,,1
2022-08-03,Czechia,,,,,,,,,
2022-08-03,Denmark,,,,,,,,,1
2022-08-03,Estonia,,,,,,,,,1
2022-08-03,Finland,,1,1,,,1,,,1
2022-08-03,France,,,,,,,,,1
2022-08-03,Germany,,,,,,,1,,1
2022-08-03,Greece,,1,,,,,,,1
2022-08-03,Hungary,,,,,,,,,
2022-08-03,Iceland,,,,,,,,,1
2022-08-03,Ireland,,,,,,,,,1
2022-08-03,Israel,,1,,,,,,,1
2022-08-03,Italy,,1,1,,,,,,1
2022-08-03,Japan,,1,0,1,1,,1,1,1
2022-08-03,Latvia,,,,,,,,,1
2022-08-03,Lithuania,,,,,,,,,1
2022-08-03,Luxembourg,,,,,,,,,1
2022-08-03,Mexico,,1,0,1,,,,0,1
2022-08-03,Netherlands,,,,,,,,,1
2022-08-03,New Zealand,,,,,,,,,1
2022-08-03,Norway,,,,,,,,,1
2022-08-03,Poland,,1,,,,,,,1
2022-08-03,Portugal,,,,,,,,,1
2022-08-03,Slovakia,,,,,,,,,1
2022-08-03,Slovenia,,,,,,,,,1
2022-08-03,South Korea,,,,,,,,,1
2022-08-03,Spain,,,,0,0,,,,1
2022-08-03,Sweden,,,,,,,,,1
2022-08-03,Switzerland,,,,,,,,,1
2022-08-03,Taiwan,,1,1,,,,,,1
2022-08-03,Turkey,,,,,,,,,1
2022-08-03,United Kingdom,,,,,,,,,1
2022-08-03,United States,,0,0,,,0,0,,1
