tDate,Country,Province,SchoolFlag,WorkplaceFlag,CancelPublicEventsFlag,RestrictionsOnGatheringsFlag,PublicTransportFlag,StayAtHomeFlag,RestrictionsOnInternalFlag,PublicInformationCampaignsFlag
2022-10-23,Australia,,,,,,,,,
2022-10-23,Austria,,0,1,1,1,,,,1
2022-10-23,Belgium,,,,,,,,,
2022-10-23,Canada,,,,,,,,,
2022-10-23,Chile,,,,,1,,,,1
2022-10-23,China,,0,0,0,0,0,0,0,1
2022-10-23,Colombia,,0,1,,,,,,
2022-10-23,Costa Rica,,,,,,,,,
2022-10-23,Czechia,,,,,,,,,
2022-10-23,Denmark,,,,,,,,,
2022-10-23,Estonia,,,,,,,,,
2022-10-23,Finland,,,,,,,,,
2022-10-23,France,,,,,,,,,
2022-10-23,Germany,,,,,,,,,
2022-10-23,Greece,,1,,,,,,,1
2022-10-23,Hungary,,,,,,,,,
2022-10-23,Iceland,,,,,,,,,
2022-10-23,Ireland,,,,,,,,,
2022-10-23,Israel,,1,,,,,,,1
2022-10-23,Italy,,,1,,,,1,1,1
2022-10-23,Japan,,1,0,1,1,,1,1,1
2022-10-23,Latvia,,,,,,,,,
2022-10-23,Lithuania,,,,,,,,,
2022-10-23,Luxembourg,,,,,,,,,1
2022-10-23,Mexico,,,,,,,,,
2022-10-23,Netherlands,,,,,,,,,1
2022-10-23,New Zealand,,,,,,,,,
2022-10-23,Norway,,,,,,,,,1
2022-10-23,Poland,,,,,,,,,
2022-10-23,Portugal,,,,,,,,,
2022-10-23,Slovakia,,,,,,,,,
2022-10-23,Slovenia,,,,,,,,,1
2022-10-23,South Korea,,,,,,,,,
2022-10-23,Spain,,,,,,,,,
2022-10-23,Sweden,,,,,,,,,
2022-10-23,Switzerland,,,,,,,,,
2022-10-23,Taiwan,,1,1,,,,,,1
2022-10-23,Turkey,,,,,,,,,
2022-10-23,United Kingdom,,,,,,,,,
2022-10-23,United States,,,,,,,,,
