 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2020-03-07,Afghanistan,,,,0,,,,,1
2020-03-07,Albania,,,,,,,,,1
2020-03-07,Algeria,,,,,,,,,1
2020-03-07,Andorra,,,,,,,,,
2020-03-07,Angola,,,,,,,,,
2020-03-07,Argentina,,,,,,,,,1
2020-03-07,Aruba,,,,,,,,,
2020-03-07,Australia,,,,,,,,,1
2020-03-07,Austria,,,,,,,,,1
2020-03-07,Azerbaijan,,1,,,,,,,1
2020-03-07,Bahamas,,,,,,,,,1
2020-03-07,Bahrain,,1,,,,,,,1
2020-03-07,Bangladesh,,,,,,,,,1
2020-03-07,Barbados,,,,,,,,,1
2020-03-07,Belarus,,,,,,,,,
2020-03-07,Belgium,,,,,,,,,1
2020-03-07,Belize,,,,,,,,,1
2020-03-07,Benin,,,,,,,,,1
2020-03-07,Bermuda,,,,,,,,,1
2020-03-07,Bhutan,,0,,,1,,,,1
2020-03-07,Bolivia,,,,,,,,,
2020-03-07,Bosnia and Herzegovina,,,,,,,,,
2020-03-07,Botswana,,,,,,,,,1
2020-03-07,Brazil,,,,,,,,,1
2020-03-07,Brazil,Acre,,,,,,,,1
2020-03-07,Brazil,Alagoas,,,,,,,,1
2020-03-07,Brazil,Amapa,,,,,,,,1
2020-03-07,Brazil,Amazonas,,,,,,,,1
2020-03-07,Brazil,Bahia,,,,,,,,1
2020-03-07,Brazil,Ceara,,,,,,,,1
2020-03-07,Brazil,Distrito Federal,,,,,,,,
2020-03-07,Brazil,Espirito Santo,,,,,,,,1
2020-03-07,Brazil,Goias,,,,,,,,1
2020-03-07,Brazil,Maranhao,,,,,,,,1
2020-03-07,Brazil,Mato Grosso,,,,,,,,1
2020-03-07,Brazil,Mato Grosso do Sul,,,,,,,,1
2020-03-07,Brazil,Minas Gerais,,,,,,,,1
2020-03-07,Brazil,Para,,,,,,,,1
2020-03-07,Brazil,Paraiba,,,,,,,,1
2020-03-07,Brazil,Parana,,,,,,,,1
2020-03-07,Brazil,Pernambuco,,,,,,,,1
2020-03-07,Brazil,Piaui,,,,,,,,1
2020-03-07,Brazil,Rio de Janeiro,,,,,,,,1
2020-03-07,Brazil,Rio Grande do Norte,,,,,,,,1
2020-03-07,Brazil,Rio Grande do Sul,,,,,,,,1
2020-03-07,Brazil,Rondonia,,,,,,,,1
2020-03-07,Brazil,Roraima,,,,,,,,1
2020-03-07,Brazil,Santa Catarina,,,,,,,,1
2020-03-07,Brazil,Sao Paulo,,,,,,,,1
2020-03-07,Brazil,Sergipe,,,,,,,,1
2020-03-07,Brazil,Tocantins,,,,,,,,1
2020-03-07,Brunei,,,,,,,,,1
2020-03-07,Bulgaria,,1,,,,,,,1
2020-03-07,Burkina Faso,,,,,,,,,
2020-03-07,Burundi,,,,,,,,,1
2020-03-07,Cambodia,,1,,0,,,,,
2020-03-07,Cameroon,,,,,,,,,
2020-03-07,Canada,,,,,,,,,
2020-03-07,Canada,Alberta,,,1,,,,,1
2020-03-07,Canada,British Columbia,,,1,,,,,1
2020-03-07,Canada,Manitoba,,,1,,,,,1
2020-03-07,Canada,New Brunswick,,,1,,,,,1
2020-03-07,Canada,Newfoundland and Labrador,,,1,,,,,1
2020-03-07,Canada,Northwest Territories,,,1,,,,,1
2020-03-07,Canada,Nova Scotia,,,1,,,,,1
2020-03-07,Canada,Nunavut,,,1,,,,,1
2020-03-07,Canada,Ontario,,,1,,,,,0
2020-03-07,Canada,Prince Edward Island,,,1,,,,,1
2020-03-07,Canada,Quebec,,,1,,,,,1
2020-03-07,Canada,Saskatchewan,,,1,,,,,1
2020-03-07,Canada,Yukon,,,1,,,,,1
2020-03-07,Cape Verde,,,,,,,,,1
2020-03-07,Central African Republic,,,,,,,,,
2020-03-07,Chad,,,,,,,,,1
2020-03-07,Chile,,,,,,,,,
2020-03-07,China,,1,0,0,0,0,0,0,1
2020-03-07,China,Anhui,1,1,1,1,1,1,1,1
2020-03-07,China,Beijing,1,1,1,1,1,1,1,1
2020-03-07,China,Chongqing,1,1,1,1,1,1,1,1
2020-03-07,China,Fujian,1,1,1,1,1,1,1,1
2020-03-07,China,Gansu,1,1,0,1,1,1,1,1
2020-03-07,China,Guangdong,1,1,1,1,1,1,1,1
2020-03-07,China,Guangxi,1,1,1,1,0,0,1,1
2020-03-07,China,Guizhou,1,1,1,1,1,0,1,1
2020-03-07,China,Hainan,1,1,1,1,1,,1,1
2020-03-07,China,Hebei,1,1,1,1,1,0,0,1
2020-03-07,China,Heilongjiang,1,1,1,1,0,0,1,1
2020-03-07,China,Henan,1,1,1,1,0,0,1,1
2020-03-07,China,Hubei,1,0,1,1,1,1,1,1
2020-03-07,China,Hunan,1,1,1,1,,1,1,1
2020-03-07,China,Inner Mongolia,1,1,1,1,1,1,1,1
2020-03-07,China,Jiangsu,1,1,1,1,1,1,1,1
2020-03-07,China,Jiangxi,1,1,1,1,1,1,1,1
2020-03-07,China,Jilin,1,1,1,1,0,1,1,1
2020-03-07,China,Liaoning,1,1,1,1,0,,1,1
2020-03-07,China,Ningxia,1,1,1,1,1,1,1,1
2020-03-07,China,Qinghai,1,1,0,1,1,1,1,1
2020-03-07,China,Shaanxi,1,1,1,1,1,1,1,1
2020-03-07,China,Shandong,1,1,1,0,0,0,0,1
2020-03-07,China,Shanghai,1,1,1,1,1,1,1,1
2020-03-07,China,Shanxi,1,1,0,0,0,0,1,1
2020-03-07,China,Sichuan,1,1,1,1,1,0,1,1
2020-03-07,China,Tianjin,1,1,1,1,1,1,1,1
2020-03-07,China,Tibet,1,1,1,1,1,1,1,1
2020-03-07,China,Xinjiang,1,1,1,1,1,1,1,1
2020-03-07,China,Yunnan,1,1,1,1,1,1,1,1
2020-03-07,China,Zhejiang,1,1,1,1,1,1,1,1
2020-03-07,Colombia,,,1,,,,,,0
2020-03-07,Comoros,,,,,,,,,
2020-03-07,Congo,,,,,,,,,
2020-03-07,Costa Rica,,,,,,,,,1
2020-03-07,Cote d`Ivoire,,,,,,,,,
2020-03-07,Croatia,,,,,,,,,1
2020-03-07,Cuba,,,,,,,,,1
2020-03-07,Cyprus,,,,,,,,,1
2020-03-07,Czechia,,,,,,,,,1
2020-03-07,Democratic Republic of Congo,,,,,,,,,
2020-03-07,Denmark,,,,1,,,1,,1
2020-03-07,Djibouti,,,,,,,,,
2020-03-07,Dominica,,,,,,,,,
2020-03-07,Dominican Republic,,,,,,,,,1
2020-03-07,Ecuador,,,,,,,,,1
2020-03-07,Egypt,,,,,,,,,
2020-03-07,El Salvador,,,,,,,,,1
2020-03-07,Eritrea,,,,,,,,,
2020-03-07,Estonia,,,,,,,,,
2020-03-07,Eswatini,,,,,,,,,1
2020-03-07,Ethiopia,,,,,,,,,
2020-03-07,Faeroe Islands,,,,,,,,,
2020-03-07,Fiji,,,,,,,,,1
2020-03-07,Finland,,,,,,,,,1
2020-03-07,France,,0,,1,0,,,,1
2020-03-07,Gabon,,,,,,,,,1
2020-03-07,Gambia,,,,,,,,,1
2020-03-07,Georgia,,1,,1,,,,,1
2020-03-07,Germany,,0,,1,,,,,1
2020-03-07,Ghana,,,,,,,,,
2020-03-07,Greece,,0,,0,,,,,1
2020-03-07,Greenland,,,,,,,,,1
2020-03-07,Guam,,,,,,,,,1
2020-03-07,Guatemala,,,,,,,,0,1
2020-03-07,Guinea,,,,,,,,,1
2020-03-07,Guyana,,,,,,,,,1
2020-03-07,Haiti,,,,,,,,,1
2020-03-07,Honduras,,,,,,,,,1
2020-03-07,Hong Kong,,1,1,1,,,1,,1
