 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2022-04-17,Afghanistan,,,,,,,,,
2022-04-17,Albania,,1,1,1,1,,,1,1
2022-04-17,Algeria,,,,,,,,,
2022-04-17,Andorra,,,,,,,,,
2022-04-17,Angola,,,,,,,,,
2022-04-17,Argentina,,,1,1,1,,,,1
2022-04-17,Aruba,,,,,,,,,
2022-04-17,Australia,,,0,0,0,0,,0,1
2022-04-17,Australia,Australian Capital Territory,,,,,,,,
2022-04-17,Australia,New South Wales,,,,,,,,
2022-04-17,Australia,Northern Territory,,,,,,,,
2022-04-17,Australia,Queensland,,,,,,,,
2022-04-17,Australia,South Australia,,,,,,,,
2022-04-17,Australia,Tasmania,,,,,,,,
2022-04-17,Australia,Victoria,,,,,,,,
2022-04-17,Australia,Western Australia,,,,,,,,
2022-04-17,Austria,,0,1,1,1,1,,,1
2022-04-17,Azerbaijan,,,,,,,,,
2022-04-17,Bahamas,,,,,,,,,
2022-04-17,Bahrain,,,,,,,,,
2022-04-17,Bangladesh,,,,,,,,,
2022-04-17,Barbados,,,,,,,,,
2022-04-17,Belarus,,,,,,,,,
2022-04-17,Belgium,,,,,,,,,
2022-04-17,Belize,,,,,,,,,
2022-04-17,Benin,,,,,,,,,
2022-04-17,Bermuda,,,,,,,,,
2022-04-17,Bhutan,,1,1,1,,1,1,1,1
2022-04-17,Bolivia,,,,,,,,,
2022-04-17,Bosnia and Herzegovina,,,,,,,,,
2022-04-17,Botswana,,,,,,,,,1
2022-04-17,Brazil,,,,,,,,,
2022-04-17,Brazil,Acre,,,,,,,,
2022-04-17,Brazil,Alagoas,,,,,,,,
2022-04-17,Brazil,Amapa,,,,,,,,
2022-04-17,Brazil,Amazonas,,,,,,,,
2022-04-17,Brazil,Bahia,,,,,,,,
2022-04-17,Brazil,Ceara,,,,,,,,
2022-04-17,Brazil,Distrito Federal,,,,,,,,
2022-04-17,Brazil,Espirito Santo,,,,,,,,
2022-04-17,Brazil,Goias,,,,,,,,
2022-04-17,Brazil,Maranhao,,,,,,,,
2022-04-17,Brazil,Mato Grosso,,,,,,,,
2022-04-17,Brazil,Mato Grosso do Sul,,,,,,,,
2022-04-17,Brazil,Minas Gerais,,,,,,,,
2022-04-17,Brazil,Para,,,,,,,,
2022-04-17,Brazil,Paraiba,,,,,,,,
2022-04-17,Brazil,Parana,,,,,,,,
2022-04-17,Brazil,Pernambuco,,,,,,,,
2022-04-17,Brazil,Piaui,,,,,,,,
2022-04-17,Brazil,Rio de Janeiro,,,,,,,,
2022-04-17,Brazil,Rio Grande do Norte,,,,,,,,
2022-04-17,Brazil,Rio Grande do Sul,,,,,,,,
2022-04-17,Brazil,Rondonia,,,,,,,,
2022-04-17,Brazil,Roraima,,,,,,,,
2022-04-17,Brazil,Santa Catarina,,,,,,,,
2022-04-17,Brazil,Sao Paulo,,,,,,,,
2022-04-17,Brazil,Sergipe,,,,,,,,
2022-04-17,Brazil,Tocantins,,,,,,,,
2022-04-17,Brunei,,1,1,1,1,1,1,,1
2022-04-17,Bulgaria,,,,,,,,,
2022-04-17,Burkina Faso,,,,,,,,,0
2022-04-17,Burundi,,,,,,,,,
2022-04-17,Cambodia,,1,1,1,,,,,1
2022-04-17,Cameroon,,,,1,1,,,,1
2022-04-17,Canada,,0,,,,,1,1,1
2022-04-17,Canada,Alberta,,,,,,,,
2022-04-17,Canada,British Columbia,,,,,,,,
2022-04-17,Canada,Manitoba,,,,,,,,
2022-04-17,Canada,New Brunswick,,,,,,,,
2022-04-17,Canada,Newfoundland and Labrador,,,,,,,,
2022-04-17,Canada,Northwest Territories,,,,,,,,
2022-04-17,Canada,Nova Scotia,,,,,,,,
2022-04-17,Canada,Nunavut,,,,,,,,
2022-04-17,Canada,Ontario,,,,,,,,
2022-04-17,Canada,Prince Edward Island,,,,,,,,
2022-04-17,Canada,Quebec,,,,,,,,
2022-04-17,Canada,Saskatchewan,,,,,,,,
2022-04-17,Canada,Yukon,,,,,,,,
2022-04-17,Cape Verde,,,,,,,,,
2022-04-17,Central African Republic,,,,,,,1,,1
2022-04-17,Chad,,,,,,,,,
2022-04-17,Chile,,0,0,0,0,,,,1
2022-04-17,China,,,,,,,,,
2022-04-17,China,Anhui,0,0,0,0,0,0,1,1
2022-04-17,China,Beijing,0,0,1,1,,1,1,1
2022-04-17,China,Chongqing,,,,,,,,
2022-04-17,China,Fujian,0,0,1,1,0,1,0,1
