 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2021-08-07,Afghanistan,,1,1,1,0,,0,0,1
2021-08-07,Albania,,1,1,1,1,,1,,1
2021-08-07,Algeria,,,,,,,,,
2021-08-07,Andorra,,1,1,1,1,1,,,1
2021-08-07,Angola,,,,,,,,,
2021-08-07,Argentina,,1,0,1,1,0,0,0,1
2021-08-07,Aruba,,1,,1,,,,,1
2021-08-07,Australia,,0,0,0,0,0,0,0,1
2021-08-07,Austria,,0,1,1,1,1,,,1
2021-08-07,Azerbaijan,,0,1,1,1,0,1,,1
2021-08-07,Bahamas,,1,1,1,1,,0,0,1
2021-08-07,Bahrain,,1,1,,1,,1,,1
2021-08-07,Bangladesh,,1,1,1,1,1,1,,1
2021-08-07,Barbados,,1,1,1,1,,1,,1
2021-08-07,Belarus,,,1,1,1,,1,,1
2021-08-07,Belgium,,1,1,1,1,,,,1
2021-08-07,Belize,,1,1,1,1,1,1,1,1
2021-08-07,Benin,,,,1,1,,,1,1
2021-08-07,Bermuda,,,,,,,,,
2021-08-07,Bhutan,,0,0,0,0,0,0,0,1
2021-08-07,Bolivia,,0,1,1,1,1,0,1,1
2021-08-07,Bosnia and Herzegovina,,1,1,1,1,,,,1
2021-08-07,Botswana,,1,1,1,1,,1,1,1
2021-08-07,Brazil,,0,0,0,0,0,0,0,1
2021-08-07,Brazil,Acre,,,,,,,,
2021-08-07,Brazil,Alagoas,,,,,,,,
2021-08-07,Brazil,Amapa,,,,,,,,
2021-08-07,Brazil,Amazonas,,,,,,,,
2021-08-07,Brazil,Bahia,,,,,,,,
2021-08-07,Brazil,Ceara,,,,,,,,
2021-08-07,Brazil,Distrito Federal,,,,,,,,
2021-08-07,Brazil,Espirito Santo,,,,,,,,
2021-08-07,Brazil,Goias,,,,,,,,
2021-08-07,Brazil,Maranhao,,,,,,,,
2021-08-07,Brazil,Mato Grosso,,,,,,,,
2021-08-07,Brazil,Mato Grosso do Sul,,,,,,,,
2021-08-07,Brazil,Minas Gerais,,,,,,,,
2021-08-07,Brazil,Para,,,,,,,,
2021-08-07,Brazil,Paraiba,,,,,,,,
2021-08-07,Brazil,Parana,,,,,,,,
2021-08-07,Brazil,Pernambuco,,,,,,,,
2021-08-07,Brazil,Piaui,,,,,,,,
2021-08-07,Brazil,Rio de Janeiro,,,,,,,,
2021-08-07,Brazil,Rio Grande do Norte,,,,,,,,
2021-08-07,Brazil,Rio Grande do Sul,,,,,,,,
2021-08-07,Brazil,Rondonia,,,,,,,,
2021-08-07,Brazil,Roraima,,,,,,,,
2021-08-07,Brazil,Santa Catarina,,,,,,,,
2021-08-07,Brazil,Sao Paulo,,,,,,,,
2021-08-07,Brazil,Sergipe,,,,,,,,
2021-08-07,Brazil,Tocantins,,,,,,,,
2021-08-07,Brunei,,1,1,1,1,,1,,1
2021-08-07,Bulgaria,,,,,,,,,
2021-08-07,Burkina Faso,,,,,,,,0,1
2021-08-07,Burundi,,,1,,,,,,1
2021-08-07,Cambodia,,1,1,0,1,,0,0,1
2021-08-07,Cameroon,,0,,1,1,,,,1
2021-08-07,Canada,,0,0,0,0,0,1,0,1
2021-08-07,Canada,Alberta,1,,1,,,1,,1
2021-08-07,Canada,British Columbia,1,1,1,,,1,0,1
2021-08-07,Canada,Manitoba,0,,1,1,,1,1,1
2021-08-07,Canada,New Brunswick,,,1,,,1,,1
2021-08-07,Canada,Newfoundland and Labrador,1,1,1,1,1,1,1,1
2021-08-07,Canada,Northwest Territories,1,1,1,1,0,1,1,1
2021-08-07,Canada,Nova Scotia,1,1,1,1,,1,1,1
2021-08-07,Canada,Nunavut,0,1,1,1,,1,0,1
2021-08-07,Canada,Ontario,,,,,,,,
2021-08-07,Canada,Prince Edward Island,1,1,1,1,,1,1,1
2021-08-07,Canada,Quebec,1,1,1,1,,1,,1
2021-08-07,Canada,Saskatchewan,,,,,,,,
