 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2022-03-27,Afghanistan,,,,,,,,,
2022-03-27,Albania,,,,,,,,,
2022-03-27,Algeria,,,,,,,,,
2022-03-27,Andorra,,,,,,,,,1
2022-03-27,Angola,,,,,,,,,
2022-03-27,Argentina,,,,,,,,,
2022-03-27,Aruba,,,,1,1,,1,,1
2022-03-27,Australia,,,0,0,0,0,,0,1
2022-03-27,Australia,Australian Capital Territory,,,,,,,,
2022-03-27,Australia,New South Wales,,,,,,,,
2022-03-27,Australia,Northern Territory,,,,,,,,
2022-03-27,Australia,Queensland,,,,,,,,
2022-03-27,Australia,South Australia,,,,,,,,
2022-03-27,Australia,Tasmania,,,,,,,,
2022-03-27,Australia,Victoria,,,,,,,,
2022-03-27,Australia,Western Australia,,,,,,,,
2022-03-27,Austria,,0,1,1,1,,,,1
2022-03-27,Azerbaijan,,,,,,,,,
2022-03-27,Bahamas,,,,,,,,,
2022-03-27,Bahrain,,,,,,,,,
2022-03-27,Bangladesh,,,,,,,,,
2022-03-27,Barbados,,,1,1,1,,,,1
2022-03-27,Belarus,,,,,,,,,1
2022-03-27,Belgium,,,,,,,,,
2022-03-27,Belize,,,,,,,,,
2022-03-27,Benin,,,,,,,,,
2022-03-27,Bermuda,,1,1,1,1,,1,,1
2022-03-27,Bhutan,,,,,,,,,
2022-03-27,Bolivia,,0,0,1,,,,,1
2022-03-27,Bosnia and Herzegovina,,1,1,1,1,,1,,1
2022-03-27,Botswana,,,,,,,,,
2022-03-27,Brazil,,,,,,,,,
2022-03-27,Brazil,Acre,,,,,,,,
2022-03-27,Brazil,Alagoas,,,,,,,,
2022-03-27,Brazil,Amapa,,,,,,,,
2022-03-27,Brazil,Amazonas,,,,,,,,
2022-03-27,Brazil,Bahia,,,,,,,,
2022-03-27,Brazil,Ceara,,,,,,,,
2022-03-27,Brazil,Distrito Federal,,,,,,,,
2022-03-27,Brazil,Espirito Santo,,,,,,,,
2022-03-27,Brazil,Goias,,,,,,,,
2022-03-27,Brazil,Maranhao,,,,,,,,
2022-03-27,Brazil,Mato Grosso,,,,,,,,
2022-03-27,Brazil,Mato Grosso do Sul,,,,,,,,
2022-03-27,Brazil,Minas Gerais,,,,,,,,
2022-03-27,Brazil,Para,,,,,,,,
2022-03-27,Brazil,Paraiba,,,,,,,,
2022-03-27,Brazil,Parana,,,,,,,,
2022-03-27,Brazil,Pernambuco,,,,,,,,
2022-03-27,Brazil,Piaui,,,,,,,,
2022-03-27,Brazil,Rio de Janeiro,,,,,,,,
2022-03-27,Brazil,Rio Grande do Norte,,,,,,,,
2022-03-27,Brazil,Rio Grande do Sul,,,,,,,,
2022-03-27,Brazil,Rondonia,,,,,,,,
2022-03-27,Brazil,Roraima,,,,,,,,
2022-03-27,Brazil,Santa Catarina,,,,,,,,
2022-03-27,Brazil,Sao Paulo,,,,,,,,
2022-03-27,Brazil,Sergipe,,,,,,,,
2022-03-27,Brazil,Tocantins,,,,,,,,
2022-03-27,Brunei,,1,1,1,1,1,1,,1
2022-03-27,Bulgaria,,1,1,,,,,,1
2022-03-27,Burkina Faso,,,,,,,,,1
2022-03-27,Burundi,,,,,,,,1,1
2022-03-27,Cambodia,,1,1,1,,,,,1
2022-03-27,Cameroon,,,,,,,,,
2022-03-27,Canada,,0,0,0,0,,1,1,1
2022-03-27,Canada,Alberta,,,,,,,,
2022-03-27,Canada,British Columbia,,,,,,,,
2022-03-27,Canada,Manitoba,,,,,,,,
2022-03-27,Canada,New Brunswick,,,,,,,,
2022-03-27,Canada,Newfoundland and Labrador,,,,,,,,
2022-03-27,Canada,Northwest Territories,,,,,,,,
2022-03-27,Canada,Nova Scotia,,,,,,,,
2022-03-27,Canada,Nunavut,,,,,,,,
2022-03-27,Canada,Ontario,,,,,,,,
2022-03-27,Canada,Prince Edward Island,,,,,,,,
2022-03-27,Canada,Quebec,,,,,,,,
2022-03-27,Canada,Saskatchewan,,,,,,,,
2022-03-27,Canada,Yukon,,,,,,,,
2022-03-27,Cape Verde,,,,,,,,,
2022-03-27,Central African Republic,,,,,1,,1,,1
2022-03-27,Chad,,,,,,,,,
2022-03-27,Chile,,,,,,,,,
2022-03-27,China,,,,,,,,,
2022-03-27,China,Anhui,0,0,0,0,0,0,1,1
2022-03-27,China,Beijing,0,0,1,1,,1,1,1
2022-03-27,China,Chongqing,1,0,1,1,,1,1,1
2022-03-27,China,Fujian,0,0,1,1,0,1,0,1
2022-03-27,China,Gansu,0,0,1,1,0,0,1,1
2022-03-27,China,Guangdong,0,1,1,0,1,1,1,1
2022-03-27,China,Guangxi,1,1,1,1,1,0,1,1
2022-03-27,China,Guizhou,0,0,0,0,0,0,1,1
2022-03-27,China,Hainan,,,,,,,,
2022-03-27,China,Hebei,0,0,0,0,0,0,0,1
2022-03-27,China,Heilongjiang,0,0,0,0,0,0,0,1
2022-03-27,China,Henan,1,0,0,0,,1,1,1
2022-03-27,China,Hubei,,,,,,,,
2022-03-27,China,Hunan,0,1,0,0,1,,1,1
2022-03-27,China,Inner Mongolia,0,0,0,0,1,0,0,1
2022-03-27,China,Jiangsu,0,0,0,0,1,1,1,1
2022-03-27,China,Jiangxi,0,0,0,0,0,0,0,1
2022-03-27,China,Jilin,1,0,1,0,,0,1,1
2022-03-27,China,Liaoning,,,,,,,,
2022-03-27,China,Ningxia,1,1,1,0,0,,0,1
2022-03-27,China,Qinghai,,,,,,,,
2022-03-27,China,Shaanxi,,,,,,,,
2022-03-27,China,Shandong,,,,,,,,
2022-03-27,China,Shanghai,1,1,1,1,,0,1,1
2022-03-27,China,Shanxi,1,0,1,0,0,0,1,1
2022-03-27,China,Sichuan,1,1,1,1,0,,1,1
2022-03-27,China,Tianjin,,,,,,,,
2022-03-27,China,Tibet,1,1,1,1,,,1,1
