tDate,Country,Province,SchoolFlag,WorkplaceFlag,CancelPublicEventsFlag,RestrictionsOnGatheringsFlag,PublicTransportFlag,StayAtHomeFlag,RestrictionsOnInternalFlag,PublicInformationCampaignsFlag
2022-11-21,Australia,,,,,,,,,1
2022-11-21,Austria,,0,1,1,1,,,,1
2022-11-21,Belgium,,,,,,,,,
2022-11-21,Canada,,,,,,,,,1
2022-11-21,Chile,,,,,,,,,
2022-11-21,China,,,,,,,,,
2022-11-21,Colombia,,,,,,,,,
2022-11-21,Costa Rica,,,,,,,,,
2022-11-21,Czechia,,,,,,,,,
2022-11-21,Denmark,,,,,,,,,
2022-11-21,Estonia,,,,,,,,,
2022-11-21,Finland,,,,,,,,,
2022-11-21,France,,,,,,,,,
2022-11-21,Germany,,,,,,,1,,1
2022-11-21,Greece,,,,,,,,,
2022-11-21,Hungary,,,,,,,,,
2022-11-21,Iceland,,,,,,,,,
2022-11-21,Ireland,,,,,,,,,
2022-11-21,Israel,,1,,,,,,,1
2022-11-21,Italy,,,,,,,,,
2022-11-21,Japan,,1,0,1,1,,1,1,1
2022-11-21,Latvia,,,,,,,,,
2022-11-21,Lithuania,,,,,,,,,
2022-11-21,Luxembourg,,,,,,,,,1
2022-11-21,Mexico,,,,,,,,,
2022-11-21,Netherlands,,,,,,,,,
2022-11-21,New Zealand,,,,,,,,,
2022-11-21,Norway,,,,,,,,,
2022-11-21,Poland,,1,,,,,,,1
2022-11-21,Portugal,,,,,,,,,
2022-11-21,Slovakia,,,,,,,,,
2022-11-21,Slovenia,,,,,,,,,
2022-11-21,South Korea,,,,,,,,,
2022-11-21,Spain,,,,,,,,,
2022-11-21,Sweden,,,,,,,,,
2022-11-21,Switzerland,,,,,,,,,
2022-11-21,Taiwan,,1,1,,,,,,1
2022-11-21,Turkey,,,,,,,,,
2022-11-21,United Kingdom,,,,,,,,,
2022-11-21,United States,,0,0,,,,0,,1
