 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2021-07-25,Afghanistan,,1,1,1,0,,,1,1
2021-07-25,Albania,,1,1,1,1,,1,,1
2021-07-25,Algeria,,,,,,,,,
2021-07-25,Andorra,,1,1,1,1,1,,,1
2021-07-25,Angola,,,1,1,0,1,1,0,1
2021-07-25,Argentina,,0,0,0,1,0,0,0,1
2021-07-25,Aruba,,1,,1,,,,,1
2021-07-25,Australia,,0,0,0,0,0,0,0,1
2021-07-25,Austria,,0,1,1,1,1,,,1
2021-07-25,Azerbaijan,,0,1,1,1,0,1,,1
2021-07-25,Bahamas,,0,0,0,0,,0,0,1
2021-07-25,Bahrain,,1,1,,1,,1,,1
2021-07-25,Bangladesh,,1,1,1,1,1,1,1,1
2021-07-25,Barbados,,1,1,1,1,,1,,1
2021-07-25,Belarus,,,1,1,1,,1,,1
2021-07-25,Belgium,,1,1,1,1,,1,,1
2021-07-25,Belize,,1,1,1,1,1,1,0,1
2021-07-25,Benin,,,,1,1,,,1,1
2021-07-25,Bermuda,,1,1,1,1,,,,1
2021-07-25,Bhutan,,0,0,0,0,0,0,0,1
2021-07-25,Bolivia,,0,1,1,1,1,0,1,1
2021-07-25,Bosnia and Herzegovina,,1,1,1,1,,,,1
2021-07-25,Botswana,,1,1,1,1,,1,1,1
2021-07-25,Brazil,,0,0,0,0,0,0,0,1
2021-07-25,Brazil,Acre,,,,,,,,
2021-07-25,Brazil,Alagoas,,,,,,,,
2021-07-25,Brazil,Amapa,,,,,,,,
2021-07-25,Brazil,Amazonas,,,,,,,,
2021-07-25,Brazil,Bahia,,,,,,,,
2021-07-25,Brazil,Ceara,,,,,,,,
2021-07-25,Brazil,Distrito Federal,,,,,,,,
2021-07-25,Brazil,Espirito Santo,,,,,,,,
2021-07-25,Brazil,Goias,,,,,,,,
2021-07-25,Brazil,Maranhao,,,,,,,,
2021-07-25,Brazil,Mato Grosso,,,,,,,,
2021-07-25,Brazil,Mato Grosso do Sul,,,,,,,,
2021-07-25,Brazil,Minas Gerais,,,,,,,,
2021-07-25,Brazil,Para,,,,,,,,
2021-07-25,Brazil,Paraiba,,,,,,,,
2021-07-25,Brazil,Parana,,,,,,,,
2021-07-25,Brazil,Pernambuco,,,,,,,,
2021-07-25,Brazil,Piaui,,,,,,,,
2021-07-25,Brazil,Rio de Janeiro,,,,,,,,
2021-07-25,Brazil,Rio Grande do Norte,,,,,,,,
2021-07-25,Brazil,Rio Grande do Sul,,,,,,,,
2021-07-25,Brazil,Rondonia,,,,,,,,
2021-07-25,Brazil,Roraima,,,,,,,,
2021-07-25,Brazil,Santa Catarina,,,,,,,,
2021-07-25,Brazil,Sao Paulo,,,,,,,,
2021-07-25,Brazil,Sergipe,,,,,,,,
2021-07-25,Brazil,Tocantins,,,,,,,,
2021-07-25,Brunei,,1,1,1,1,,,,1
2021-07-25,Bulgaria,,1,1,1,1,,,,1
2021-07-25,Burkina Faso,,,,,,,,0,1
2021-07-25,Burundi,,,1,,,,,,1
2021-07-25,Cambodia,,1,0,0,0,,0,0,1
2021-07-25,Cameroon,,0,,1,1,,,,1
2021-07-25,Canada,,0,0,0,0,0,1,0,1
2021-07-25,Canada,Alberta,1,,1,,,1,,1
2021-07-25,Canada,British Columbia,1,1,1,,,1,0,1
2021-07-25,Canada,Manitoba,0,1,1,1,,1,1,1
2021-07-25,Canada,New Brunswick,1,1,1,1,,1,1,1
2021-07-25,Canada,Newfoundland and Labrador,1,1,1,1,1,1,1,1
2021-07-25,Canada,Northwest Territories,1,1,1,1,0,1,1,1
2021-07-25,Canada,Nova Scotia,1,1,1,1,,1,1,1
2021-07-25,Canada,Nunavut,0,1,1,1,,1,0,1
2021-07-25,Canada,Ontario,1,0,1,1,,1,,
2021-07-25,Canada,Prince Edward Island,1,1,1,1,,1,1,1
2021-07-25,Canada,Quebec,1,1,1,1,,1,,1
2021-07-25,Canada,Saskatchewan,,,1,,,1,,1
2021-07-25,Canada,Yukon,1,1,1,1,,1,1,1
2021-07-25,Cape Verde,,,,,,,,,
2021-07-25,Central African Republic,,,,,,,,,1
2021-07-25,Chad,,,,,1,,,,1
2021-07-25,Chile,,0,1,0,1,1,1,1,1
2021-07-25,China,,,,,,,,,
2021-07-25,China,Anhui,1,1,1,1,1,,1,1
2021-07-25,China,Beijing,1,1,1,1,1,1,1,1
2021-07-25,China,Chongqing,1,1,1,1,1,1,1,1
2021-07-25,China,Fujian,1,1,1,1,,,1,1
2021-07-25,China,Gansu,1,1,0,,,,1,1
