tDate,Population,Acc1_TDTotal,Acc1_Inoc,Acc1_Rate,Acc2_TDTotal,Acc2_Inoc,Acc2_Rate,Acc3_TDTotal,Acc3_Inoc,Acc3_Rate,Acc4_TDTotal,Acc4_Inoc,Acc4_Rate,AccWinter_TDTotal,AccWinter_Inoc,AccWinter_Rate,SeoulPopulation,Seoul1_TDTotal,Seoul1_Inoc,Seoul1_Rate,Seoul2_TDTotal,Seoul2_Inoc,Seoul2_Rate,Seoul3_TDTotal,Seoul3_Inoc,Seoul3_Rate,Seoul4_TDTotal,Seoul4_Inoc,Seoul4_Rate,SeoulWinter_TDTotal,SeoulWinter_Inoc,SeoulWinter_Rate,BusanPopulation,Busan1_TDTotal,Busan1_Inoc,Busan1_Rate,Busan2_TDTotal,Busan2_Inoc,Busan2_Rate,Busan3_TDTotal,Busan3_Inoc,Busan3_Rate,Busan4_TDTotal,Busan4_Inoc,Busan4_Rate,BusanWinter_TDTotal,BusanWinter_Inoc,BusanWinter_Rate,DaeguPopulation,Daegu1_TDTotal,Daegu1_Inoc,Daegu1_Rate,Daegu2_TDTotal,Daegu2_Inoc,Daegu2_Rate,Daegu3_TDTotal,Daegu3_Inoc,Daegu3_Rate,Daegu4_TDTotal,Daegu4_Inoc,Daegu4_Rate,DaeguWinter_TDTotal,DaeguWinter_Inoc,DaeguWinter_Rate,GwangjuPopulation,Gwangju1_TDTotal,Gwangju1_Inoc,Gwangju1_Rate,Gwangju2_TDTotal,Gwangju2_Inoc,Gwangju2_Rate,Gwangju3_TDTotal,Gwangju3_Inoc,Gwangju3_Rate,Gwangju4_TDTotal,Gwangju4_Inoc,Gwangju4_Rate,GwangjuWinter_TDTotal,GwangjuWinter_Inoc,GwangjuWinter_Rate,DaejeonPopulation,Daejeon1_TDTotal,Daejeon1_Inoc,Daejeon1_Rate,Daejeon2_TDTotal,Daejeon2_Inoc,Daejeon2_Rate,Daejeon3_TDTotal,Daejeon3_Inoc,Daejeon3_Rate,Daejeon4_TDTotal,Daejeon4_Inoc,Daejeon4_Rate,DaejeonWinter_TDTotal,DaejeonWinter_Inoc,DaejeonWinter_Rate,UlsanPopulation,Ulsan1_TDTotal,Ulsan1_Inoc,Ulsan1_Rate,Ulsan2_TDTotal,Ulsan2_Inoc,Ulsan2_Rate,Ulsan3_TDTotal,Ulsan3_Inoc,Ulsan3_Rate,Ulsan4_TDTotal,Ulsan4_Inoc,Ulsan4_Rate,UlsanWinter_TDTotal,UlsanWinter_Inoc,UlsanWinter_Rate,SejongPopulation,Sejong1_TDTotal,Sejong1_Inoc,Sejong1_Rate,Sejong2_TDTotal,Sejong2_Inoc,Sejong2_Rate,Sejong3_TDTotal,Sejong3_Inoc,Sejong3_Rate,Sejong4_TDTotal,Sejong4_Inoc,Sejong4_Rate,SejongWinter_TDTotal,SejongWinter_Inoc,SejongWinter_Rate,GyeonggiPopulation,Gyeonggi1_TDTotal,Gyeonggi1_Inoc,Gyeonggi1_Rate,Gyeonggi2_TDTotal,Gyeonggi2_Inoc,Gyeonggi2_Rate,Gyeonggi3_TDTotal,Gyeonggi3_Inoc,Gyeonggi3_Rate,Gyeonggi4_TDTotal,Gyeonggi4_Inoc,Gyeonggi4_Rate,GyeonggiWinter_TDTotal,GyeonggiWinter_Inoc,GyeonggiWinter_Rate,GangwonPopulation,Gangwon1_TDTotal,Gangwon1_Inoc,Gangwon1_Rate,Gangwon2_TDTotal,Gangwon2_Inoc,Gangwon2_Rate,Gangwon3_TDTotal,Gangwon3_Inoc,Gangwon3_Rate,Gangwon4_TDTotal,Gangwon4_Inoc,Gangwon4_Rate,GangwonWinter_TDTotal,GangwonWinter_Inoc,GangwonWinter_Rate,ChungbukPopulation,Chungbuk1_TDTotal,Chungbuk1_Inoc,Chungbuk1_Rate,Chungbuk2_TDTotal,Chungbuk2_Inoc,Chungbuk2_Rate,Chungbuk3_TDTotal,Chungbuk3_Inoc,Chungbuk3_Rate,Chungbuk4_TDTotal,Chungbuk4_Inoc,Chungbuk4_Rate,ChungbukWinter_TDTotal,ChungbukWinter_Inoc,ChungbukWinter_Rate,ChungnamPopulation,Chungnam1_TDTotal,Chungnam1_Inoc,Chungnam1_Rate,Chungnam2_TDTotal,Chungnam2_Inoc,Chungnam2_Rate,Chungnam3_TDTotal,Chungnam3_Inoc,Chungnam3_Rate,Chungnam4_TDTotal,Chungnam4_Inoc,Chungnam4_Rate,ChungnamWinter_TDTotal,ChungnamWinter_Inoc,ChungnamWinter_Rate,JeonbukPopulation,Jeonbuk1_TDTotal,Jeonbuk1_Inoc,Jeonbuk1_Rate,Jeonbuk2_TDTotal,Jeonbuk2_Inoc,Jeonbuk2_Rate,Jeonbuk3_TDTotal,Jeonbuk3_Inoc,Jeonbuk3_Rate,Jeonbuk4_TDTotal,Jeonbuk4_Inoc,Jeonbuk4_Rate,JeonbukWinter_TDTotal,JeonbukWinter_Inoc,JeonbukWinter_Rate,JeonnamPopulation,Jeonnam1_TDTotal,Jeonnam1_Inoc,Jeonnam1_Rate,Jeonnam2_TDTotal,Jeonnam2_Inoc,Jeonnam2_Rate,Jeonnam3_TDTotal,Jeonnam3_Inoc,Jeonnam3_Rate,Jeonnam4_TDTotal,Jeonnam4_Inoc,Jeonnam4_Rate,JeonnamWinter_TDTotal,JeonnamWinter_Inoc,JeonnamWinter_Rate,GyeongbukPopulation,Gyeongbuk1_TDTotal,Gyeongbuk1_Inoc,Gyeongbuk1_Rate,Gyeongbuk2_TDTotal,Gyeongbuk2_Inoc,Gyeongbuk2_Rate,Gyeongbuk3_TDTotal,Gyeongbuk3_Inoc,Gyeongbuk3_Rate,Gyeongbuk4_TDTotal,Gyeongbuk4_Inoc,Gyeongbuk4_Rate,GyeongbukWinter_TDTotal,GyeongbukWinter_Inoc,GyeongbukWinter_Rate,GyeongnamPopulation,Gyeongnam1_TDTotal,Gyeongnam1_Inoc,Gyeongnam1_Rate,Gyeongnam2_TDTotal,Gyeongnam2_Inoc,Gyeongnam2_Rate,Gyeongnam3_TDTotal,Gyeongnam3_Inoc,Gyeongnam3_Rate,Gyeongnam4_TDTotal,Gyeongnam4_Inoc,Gyeongnam4_Rate,GyeongnamWinter_TDTotal,GyeongnamWinter_Inoc,GyeongnamWinter_Rate,JejuPopulation,Jeju1_TDTotal,Jeju1_Inoc,Jeju1_Rate,Jeju2_TDTotal,Jeju2_Inoc,Jeju2_Rate,Jeju3_TDTotal,Jeju3_Inoc,Jeju3_Rate,Jeju4_TDTotal,Jeju4_Inoc,Jeju4_Rate,JejuWinter_TDTotal,JejuWinter_Inoc,JejuWinter_Rate
2023-02-07,,,,,,,,,,,,,,,,,,24,8298041,90.4,50,8222617,89.6,,,,,,,3400,1145287,13.1,,9,2863336,87.9,14,2835657,87,,,,,,,997,408004,13.2,,6,2005978,86.5,7,1983752,85.5,,,,,,,612,243863,11.2,,13,2563413,89.3,13,2539807,88.5,,,,,,,920,315553,11.7,,7,1254970,89.6,2,1243885,88.8,,,,,,,326,169314,12.9,,3,1239536,87.8,4,1227693,87,,,,,,,370,170996,12.9,,4,963575,88.3,5,954546,87.5,,,,,,,465,112649,11.1,,0,300166,82.9,4,296497,81.9,,,,,,,98,35053,10.8,,48,11789518,89.6,61,11678305,88.7,,,,,,,4457,1484589,12.1,,3,1342225,89.7,4,1331439,88.9,,,,,,,432,208340,14.7,,3,1420645,91.4,4,1408660,90.6,,,,,,,478,220430,15.1,,4,1890068,91.6,8,1873282,90.8,,,,,,,702,301265,15.6,,2,1567744,90.9,5,1555617,90.2,,,,,,,549,285712,17.5,,6,1639641,92,12,1626048,91.3,,,,,,,589,326419,19.4,,5,2273801,89.2,10,2250979,88.3,,,,,,,935,348600,14.5,,6,2849216,88.9,13,2821279,88,,,,,,,1095,367447,12.2
2023-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-13,,,,,,,,,,,,,,,,,,34,8303603,88.6,26,8228156,87.8,,,,,,,2551,1162110,13.3,,7,2863605,86.2,5,2835946,85.4,,,,,,,735,412522,13.4,,10,2006023,84.7,6,1983815,83.8,,,,,,,534,247188,11.3,,12,2564582,87.3,6,2540979,86.5,,,,,,,643,320382,11.9,,2,1255022,87.5,0,1243946,86.7,,,,,,,255,170972,13,,1,1239903,85.8,2,1228075,85,,,,,,,284,172957,13,,2,963567,86.3,0,954550,85.5,,,,,,,484,115304,11.3,,2,300329,79.6,0,296652,78.6,,,,,,,69,35468,10.9,,35,11776109,87.4,42,11665181,86.5,,,,,,,3289,1507803,12.3,,5,1343185,87.7,3,1332400,87,,,,,,,302,210862,14.8,,3,1421260,89.4,3,1409280,88.6,,,,,,,335,222905,15.2,,6,1890931,89.5,1,1874132,88.8,,,,,,,644,304655,15.7,,4,1567967,89.2,4,1555850,88.5,,,,,,,374,288153,17.7,,3,1639803,90.2,3,1626224,89.4,,,,,,,501,329641,19.5,,10,2274115,87.5,5,2251298,86.6,,,,,,,700,352878,14.6,,6,2848920,87,7,2820997,86.2,,,,,,,869,373234,12.4
2023-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-20,,,,,,,,,,,,,,,,,,22,8330908,88.6,41,8255205,87.8,,,,,,,2094,1176690,13.4,,5,2864951,86.2,8,2837292,85.4,,,,,,,557,416648,13.5,,5,2007040,84.7,6,1984821,83.8,,,,,,,424,250370,11.4,,7,2571209,87.3,8,2547552,86.5,,,,,,,626,324999,12,,4,1255718,87.5,3,1244637,86.7,,,,,,,208,172530,13.2,,0,1241655,85.8,3,1229815,85,,,,,,,233,174772,13.1,,0,963985,86.3,4,954943,85.5,,,,,,,349,117699,11.5,,1,301185,79.6,1,297501,78.6,,,,,,,55,35900,11,,42,11716892,87.4,42,11606860,86.5,,,,,,,2719,1525834,12.5,,2,1345944,87.7,1,1335125,87,,,,,,,229,212574,14.9,,1,1423712,89.4,2,1411705,88.6,,,,,,,278,224914,15.3,,8,1896684,89.5,6,1879798,88.7,,,,,,,551,308148,15.9,,1,1569590,89.2,2,1557441,88.5,,,,,,,278,290380,17.8,,1,1641093,90.2,4,1627502,89.4,,,,,,,431,332607,19.7,,8,2275826,87.5,7,2252986,86.6,,,,,,,718,357462,14.8,,4,2850357,87,6,2822438,86.2,,,,,,,695,378827,12.6
2023-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-27,,,,,,,,,,,,,,,,,,78,8354599,88.6,77,8278587,87.8,,,,,,,1992,1189819,13.5,,5,2865820,86.2,11,2838157,85.4,,,,,,,485,420051,13.6,,7,2007673,84.7,4,1985446,83.8,,,,,,,348,253206,11.6,,12,2577682,87.3,10,2553909,86.4,,,,,,,510,329273,12.1,,1,1256256,87.5,3,1245167,86.7,,,,,,,212,173838,13.2,,1,1242771,85.8,2,1230910,85,,,,,,,270,176229,13.2,,2,964277,86.3,5,955232,85.5,,,,,,,333,119904,11.8,,1,301676,79.6,1,297984,78.6,,,,,,,72,36258,11.1,,35,11670686,87.4,47,11561353,86.6,,,,,,,2636,1542411,12.7,,0,1348397,87.7,3,1337562,87,,,,,,,227,214196,15,,3,1425526,89.4,0,1413489,88.6,,,,,,,301,226696,15.4,,10,1899758,89.5,1,1882810,88.7,,,,,,,414,311079,16,,1,1570787,89.2,6,1558609,88.5,,,,,,,256,292044,17.9,,0,1642011,90.2,3,1628420,89.4,,,,,,,387,335048,19.8,,3,2277135,87.5,9,2254263,86.3,,,,,,,675,361508,15,,5,2851384,87,6,2823451,86.2,,,,,,,624,383013,12.7
2023-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-07,,,,,,,,,,,,,,,,,,35,8351991,88.6,32,8276095,87.8,,,,,,,1312,1200744,13.6,,1,2864543,86.2,7,2836921,85.4,,,,,,,328,422570,13.7,,2,2006863,84.7,2,1984684,83.8,,,,,,,288,255335,11.7,,7,2576894,87.2,6,2553144,86.4,,,,,,,435,332605,12.3,,1,1255786,87.5,2,1244711,86.7,,,,,,,151,174805,13.3,,2,1242367,85.8,5,1230508,85,,,,,,,159,177490,13.3,,1,963929,86.3,2,954886,85.5,,,,,,,206,121767,11.9,,0,301677,79.6,3,297996,78.6,,,,,,,21,36525,11.2,,11,11668075,87.4,39,11558877,86.6,,,,,,,1671,1556615,12.8,,5,1347675,87.7,8,1336857,87,,,,,,,164,215239,15.1,,1,1424880,89.4,4,1412864,88.6,,,,,,,144,227808,15.5,,8,1898960,89.5,2,1882021,88.7,,,,,,,258,313285,16.1,,2,1569981,89.2,5,1557811,88.5,,,,,,,151,293045,18,,3,1640923,90.2,4,1627344,89.4,,,,,,,220,336448,19.9,,4,2276028,87.5,4,2253195,86.6,,,,,,,375,364283,15.1,,3,2849931,87,6,2822020,86.2,,,,,,,458,385765,12.8
2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
