tDate,YesterdayQuarantineRelease,YesterdayQuarantine,YesterdayIllPatient,YesterdayDead,YesterdayPatient,TodayQuarantineRelease,TodayQuarantine,TodayIllPatient,TodayDead,TodayPatient,VarianceQuarantineRelease,VarianceQuarantine,VarianceIllPatient,VarianceDead,VariancePatient
2021-10-20,313432,28396,344,2689,0,316607,26783,347,2698,0,3175,-1613,3,9,0
2021-10-21,316607,26783,347,2698,0,317755,27065,349,2709,0,1148,282,2,11,0
2021-10-22,317755,27065,349,2709,0,320317,25927,342,2725,0,2562,-1138,-7,16,0
2021-10-23,320317,25926,342,2725,0,322536,25195,327,2745,0,2219,-731,-15,20,0
2021-10-24,322536,25195,327,2745,0,323393,25740,316,2766,0,857,545,-11,21,0
2021-10-25,323393,25740,316,2766,0,324448,25868,322,2773,0,1055,128,6,7,0
2021-10-26,324448,25868,322,2773,0,327592,23975,334,2788,0,3144,-1893,12,15,0
2021-10-27,327592,23973,334,2788,0,329658,23850,341,2797,0,2066,-123,7,9,0
2021-10-28,329658,23846,341,2797,0,330853,24751,345,2808,0,1195,905,4,11,0
2021-10-29,330853,24751,345,2808,0,322995,24724,331,2817,0,2142,-27,-14,9,0
2021-10-30,332995,24723,331,2817,0,334581,25228,339,2830,0,1586,505,8,13,0
2021-10-31,334581,25228,339,2830,0,336548,25303,332,2849,0,1967,75,-7,19,0
2021-11-01,0,0,332,2849,496,0,0,343,2858,448,0,0,11,9,-48
2021-11-02,0,0,343,2858,0,0,0,347,2874,0,0,0,4,16,0
2021-11-03,0,0,347,2874,0,0,0,378,2892,0,0,0,31,18,0
2021-11-04,0,0,378,2892,0,0,0,365,2916,0,0,0,-13,24,0
2021-11-05,0,0,365,2916,0,0,0,382,2936,0,0,0,17,20,0
2021-11-06,0,0,382,2936,0,0,0,411,2956,0,0,0,29,20,0
2021-11-07,0,0,411,2956,0,0,0,405,2967,0,0,0,-6,11,0
2021-11-08,0,0,405,2967,450,0,0,409,2980,361,0,0,4,13,-89
2021-11-09,0,0,409,2980,361,0,0,425,2998,388,0,0,16,18,27
2021-11-10,0,0,425,2998,388,0,0,460,3012,508,0,0,35,14,120
2021-11-11,0,0,460,3012,508,0,0,473,3033,500,0,0,13,21,-8
2021-11-12,0,0,473,3033,500,0,0,475,3051,527,0,0,2,18,27
2021-11-13,0,0,475,3051,527,0,0,485,3083,549,0,0,10,32,22
2021-11-14,0,0,485,3083,549,0,0,483,3103,465,0,0,-2,20,-84
2021-11-15,0,0,483,3103,465,0,0,471,3115,483,0,0,-12,12,18
2021-11-16,0,0,471,3115,483,0,0,495,3137,463,0,0,24,22,-20
2021-11-17,0,0,495,3137,463,0,0,522,3158,449,0,0,27,21,-14
2021-11-18,0,0,522,3158,449,0,0,506,3187,566,0,0,-16,29,117
2021-11-19,0,0,506,3187,566,0,0,499,3215,573,0,0,-7,28,7
2021-11-20,0,0,499,3215,573,0,0,508,3244,650,0,0,9,29,77
2021-11-21,0,0,508,3244,650,0,0,517,3274,510,0,0,8,30,140
2021-11-22,0,0,517,3274,510,0,0,515,3298,592,0,0,-2,24,82
2021-11-23,0,0,515,3298,592,0,0,549,3328,542,0,0,34,30,-50
2021-11-24,0,0,549,3328,542,0,0,586,3362,660,0,0,37,34,118
2021-11-25,0,0,586,3362,660,0,0,612,3401,674,0,0,26,39,14
2021-11-26,0,0,612,3401,674,0,0,617,3440,704,0,0,5,39,30
2021-11-27,0,0,617,3440,704,0,0,634,3492,640,0,0,17,52,-64
2021-11-28,0,0,634,3492,640,0,0,647,3548,746,0,0,13,56,106
2021-11-29,0,0,647,3548,746,0,0,629,3580,577,0,0,-18,32,-169
2021-11-30,0,0,629,3580,577,0,0,661,3624,629,0,0,32,44,52
2021-12-01,0,0,661,3624,629,0,0,723,3658,626,0,0,62,34,-3
2021-12-02,0,0,723,3658,626,0,0,733,3705,762,0,0,10,47,136
2021-12-03,0,0,733,3705,762,0,0,736,3739,750,0,0,3,34,-12
2021-12-04,0,0,736,3739,750,0,0,752,3809,626,0,0,16,70,-124
2021-12-05,0,0,752,3809,626,0,0,744,3852,800,0,0,-8,43,174
2021-12-06,0,0,744,3852,800,0,0,727,3893,681,0,0,-17,41,-119
2021-12-07,0,0,727,3893,681,0,0,774,3957,716,0,0,47,64,35
2021-12-08,0,0,774,3957,716,0,0,840,4020,860,0,0,66,63,144
2021-12-09,0,0,840,4020,860,0,0,857,4077,945,0,0,17,57,85
2021-12-10,0,0,857,4077,945,0,0,852,4130,796,0,0,-5,53,-149
2021-12-11,0,0,852,4130,796,0,0,856,4210,825,0,0,4,80,29
2021-12-12,0,0,856,4210,825,0,0,894,4253,845,0,0,38,43,20
2021-12-13,0,0,894,4253,845,0,0,876,4293,697,0,0,-18,40,-148
2021-12-14,0,0,876,4293,697,0,0,906,4387,756,0,0,30,94,59
2021-12-15,0,0,906,4386,756,0,0,964,4456,831,0,0,58,70,75
2021-12-16,0,0,964,4456,831,0,0,989,4518,796,0,0,25,62,-35
2021-12-17,0,0,989,4518,796,0,0,971,4591,752,0,0,-18,73,-44
2021-12-18,0,0,971,4591,752,0,0,1016,4644,740,0,0,45,53,-12
2021-12-19,0,0,1016,4644,740,0,0,1025,4722,713,0,0,9,78,-27
2021-12-20,0,0,1025,4722,713,0,0,997,4776,581,0,0,-28,54,-132
2021-12-21,0,0,997,4776,581,0,0,1022,4828,622,0,0,25,52,41
2021-12-22,0,0,1022,4828,622,0,0,1063,4906,759,0,0,41,78,137
2021-12-23,0,0,1063,4906,759,0,0,1083,5015,683,0,0,20,109,-76
2021-12-24,0,0,1083,5015,683,0,0,1084,5071,699,0,0,1,56,16
2021-12-25,0,0,1084,5071,699,0,0,1105,5176,591,0,0,21,105,-108
2021-12-26,0,0,1105,5176,591,0,0,1081,5245,575,0,0,-24,69,-16
2021-12-27,0,0,1081,5245,575,0,0,1078,5300,391,0,0,-3,55,-184
2021-12-28,0,0,1078,5300,391,0,0,1102,5346,408,0,0,24,46,17
2021-12-29,0,0,1102,5346,408,0,0,1151,5382,607,0,0,49,36,199
2021-12-30,0,0,1151,5382,607,0,0,1145,5455,585,0,0,-6,73,-22
2021-12-31,0,0,1145,5455,585,0,0,1056,5563,558,0,0,-89,108,-27
2022-01-01,0,0,1056,5563,558,0,0,1049,5625,546,0,0,-7,62,-12
2022-01-02,0,0,1049,5625,546,0,0,1024,5694,450,0,0,-25,69,-96
2022-01-03,0,0,1024,5694,450,0,0,1015,5730,347,0,0,-9,36,-103
2022-01-04,0,0,1015,5730,347,0,0,973,5781,329,0,0,-42,51,-18
2022-01-05,0,0,973,5781,329,0,0,953,5838,526,0,0,-20,57,197
2022-01-06,0,0,953,5838,526,0,0,882,5887,441,0,0,-71,49,-85
2022-01-07,0,0,882,5887,441,0,0,839,5932,471,0,0,-43,45,30
2022-01-08,0,0,839,5932,471,0,0,838,5986,406,0,0,-1,54,-65
2022-01-09,0,0,838,5986,406,0,0,821,6037,419,0,0,-17,51,13
2022-01-10,0,0,821,6037,419,0,0,786,6071,372,0,0,-35,34,-47
2022-01-11,0,0,786,6071,372,0,0,780,6114,350,0,0,-6,43,-22
2022-01-12,0,0,780,614,350,0,0,749,6166,450,0,0,-31,52,100
2022-01-13,0,0,749,6166,450,0,0,701,6210,469,0,0,-48,44,19
2022-01-14,0,0,701,6210,469,0,0,659,6259,510,0,0,-42,49,41
2022-01-15,0,0,659,6259,510,0,0,626,6281,452,0,0,-33,22,-58
2022-01-16,0,0,626,6281,452,0,0,612,6310,457,0,0,-14,29,5
2022-01-17,0,0,612,6310,457,0,0,579,6333,454,0,0,-33,23,-3
2022-01-18,0,0,579,6333,454,0,0,543,6378,463,0,0,-36,45,9
2022-01-19,0,0,543,6378,463,0,0,532,6452,682,0,0,-11,74,219
2022-01-20,0,0,532,6452,682,0,0,488,6480,668,0,0,-44,28,-14
2022-01-21,0,0,488,6480,668,0,0,431,6501,626,0,0,-57,21,-42
2022-01-22,0,0,431,6501,626,0,0,433,6529,720,0,0,2,28,94
2022-01-23,0,0,433,6529,720,0,0,431,6540,801,0,0,-2,11,81
2022-01-24,0,0,431,6540,801,0,0,418,6565,701,0,0,-13,25,-100
2022-01-25,0,0,418,6565,701,0,0,392,6588,779,0,0,-26,23,78
2022-01-26,0,0,392,6588,779,0,0,385,6620,902,0,0,-7,32,123
2022-01-27,0,0,385,6620,902,0,0,350,6654,1017,0,0,-35,34,115
2022-01-28,0,0,350,6654,1017,0,0,316,6678,967,0,0,-34,24,-50
2022-01-29,0,0,316,6678,967,0,0,288,6712,1032,0,0,-28,34,65
2022-01-30,0,0,288,6712,1032,0,0,277,6732,1055,0,0,-11,20,23
2022-01-31,0,0,277,6732,1055,0,0,277,6755,1054,0,0,0,23,-1
2022-02-01,0,0,277,6755,1054,0,0,272,6772,1001,0,0,-5,17,-53
2022-02-02,0,0,272,6772,1001,0,0,278,6787,1202,0,0,6,15,201
2022-02-03,0,0,278,6787,1202,0,0,274,6812,1200,0,0,-4,25,-2
2022-02-04,0,0,274,6812,1200,0,0,257,6836,1364,0,0,-17,24,164
2022-02-05,0,0,257,6836,1364,0,0,269,6858,157,0,0,12,22,207
2022-02-06,0,0,269,6858,1571,0,0,272,6873,1360,0,0,3,15,-211
2022-02-07,0,0,277,6873,1360,0,0,270,6886,925,0,0,-2,13,-435
2022-02-08,0,0,270,6886,1299,0,0,268,6922,1369,0,0,-2,36,70
2022-02-09,0,0,268,6922,1369,0,0,285,6943,1469,0,0,17,21,100
2022-02-10,0,0,285,6943,1469,0,0,282,6963,1393,0,0,-3,20,-76
2022-02-11,0,0,287,6963,1393,0,0,271,7012,2021,0,0,-11,49,628
2022-02-12,0,0,271,7012,1278,0,0,275,7045,1432,0,0,4,33,154
2022-02-13,0,0,275,7045,1432,0,0,288,7081,1316,0,0,13,36,-116
2022-02-14,0,0,288,7081,1316,0,0,306,7102,1219,0,0,18,21,-97
2022-02-15,0,0,306,7102,1219,0,0,314,7163,1199,0,0,8,61,-20
2022-02-16,0,0,314,7163,1199,0,0,313,7202,1686,0,0,-1,39,487
2022-02-17,0,0,313,7202,1686,0,0,389,7238,1496,0,0,76,36,-190
2022-02-18,0,0,389,7238,1496,0,0,385,7283,1507,0,0,-4,45,11
2022-02-19,0,0,385,7283,1507,0,0,408,7354,1479,0,0,23,71,-28
2022-02-20,0,0,408,7354,1479,0,0,439,7405,1605,0,0,31,51,126
2022-02-21,0,0,439,7405,1605,0,0,480,7450,1382,0,0,41,45,-223
2022-02-22,0,0,480,7450,1382,0,0,480,7508,1501,0,0,0,58,119
2022-02-23,0,0,480,7508,1501,0,0,512,7607,1883,0,0,32,99,382
2022-02-24,0,0,512,7607,1883,0,0,581,7689,1818,0,0,69,82,-65
2022-02-25,0,0,581,7689,1818,0,0,655,7783,1936,0,0,74,94,118
2022-02-26,0,0,655,7783,1936,0,0,643,7895,1967,0,0,-12,112,31
2022-02-27,0,0,643,7895,1967,0,0,663,7944,1877,0,0,20,49,-90
2022-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
