tDate,SumInQuarantine,SumQuarantineRelease,SumDead,SumTotal,SeoulInQuarantine,SeoulQuarantineRelease,SeoulDead,SeoulTotal,BusanInQuarantine,BusanQuarantineRelease,BusanDead,BusanTotal,DaeguInQuarantine,DaeguQuarantineRelease,DaeguDead,DaeguTotal,IncheonInQuarantine,IncheonQuarantineRelease,IncheonDead,IncheonTotal,GwangjuInQuarantine,GwangjuQuarantineRelease,GwangjuDead,GwangjuTotal,DaejeonInQuarantine,DaejeonQuarantineRelease,DaejeonDead,DaejeonTotal,UlsanInQuarantine,UlsanQuarantineRelease,UlsanDead,UlsanTotal,SejongInQuarantine,SejongQuarantineRelease,SejongDead,SejongTotal,GyeonggiInQuarantine,GyeonggiQuarantineRelease,GyeonggiDead,GyeonggiTotal,GangwonInQuarantine,GangwonQuarantineRelease,GangwonDead,GangwonTotal,ChungbukInQuarantine,ChungbukQuarantineRelease,ChungbukDead,ChungbukTotal,ChungnamInQuarantine,ChungnamQuarantineRelease,ChungnamDead,ChungnamTotal,JeonbukInQuarantine,JeonbukQuarantineRelease,JeonbukDead,JeonbukTotal,JeonnamInQuarantine,JeonnamQuarantineRelease,JeonnamDead,JeonnamTotal,GyeongbukInQuarantine,GyeongbukQuarantineRelease,GyeongbukDead,GyeongbukTotal,GyeongnamInQuarantine,GyeongnamQuarantineRelease,GyeongnamDead,GyeongnamTotal,JejuInQuarantine,JejuQuarantineRelease,JejuDead,JejuTotal,QuarantineInQuarantine,QuarantineQuarantineRelease,QuarantineDead,QuarantineTotal
2020-03-02,0,0,0,4212,0,0,0,91,0,0,0,88,0,0,0,3081,0,0,0,7,0,0,0,9,0,0,0,14,0,0,0,20,0,0,0,1,0,0,0,92,0,0,0,19,0,0,0,11,0,0,0,78,0,0,0,6,0,0,0,5,0,0,0,624,0,0,0,64,0,0,0,2,0,0,0,0
2020-03-03,0,0,0,4812,0,0,0,98,0,0,0,90,0,0,0,3601,0,0,0,7,0,0,0,11,0,0,0,14,0,0,0,20,0,0,0,1,0,0,0,94,0,0,0,20,0,0,0,11,0,0,0,81,0,0,0,7,0,0,0,5,0,0,0,685,0,0,0,64,0,0,0,3,0,0,0,0
2020-03-04,0,0,0,5328,0,0,0,99,0,0,0,93,0,0,0,4006,0,0,0,9,0,0,0,13,0,0,0,15,0,0,0,23,0,0,0,1,0,0,0,101,0,0,0,21,0,0,0,11,0,0,0,82,0,0,0,7,0,0,0,5,0,0,0,774,0,0,0,65,0,0,0,3,0,0,0,0
2020-03-05,0,0,0,5766,0,0,0,103,0,0,0,92,0,0,0,4326,0,0,0,9,0,0,0,14,0,0,0,16,0,0,0,23,0,0,0,1,0,0,0,110,0,0,0,23,0,0,0,12,0,0,0,86,0,0,0,7,0,0,0,5,0,0,0,861,0,0,0,74,0,0,0,4,0,0,0,0
2020-03-06,6134,108,42,6284,80,25,0,105,92,2,1,95,4648,15,30,4693,7,2,0,9,10,3,0,13,18,0,0,18,22,1,0,23,1,0,0,1,105,14,1,120,22,3,0,25,14,1,0,15,90,0,0,90,5,2,0,7,5,0,0,5,938,36,10,984,73,4,0,77,4,0,0,4,0,0,0,0
2020-03-07,6605,118,44,6767,81,27,0,108,93,2,1,96,5035,18,31,5084,7,2,0,9,10,3,0,13,18,0,0,18,22,1,0,23,2,0,0,2,115,14,1,130,22,3,1,26,19,1,0,20,92,0,0,92,5,2,0,7,4,0,0,4,998,41,10,1049,78,4,0,82,4,0,0,4,0,0,0,0
2020-03-08,6954,130,50,7134,92,28,0,120,87,9,1,97,5328,18,35,5381,7,2,0,9,10,3,0,13,17,1,0,18,23,1,0,24,3,0,0,3,124,16,1,141,23,3,1,27,23,1,0,24,98,0,0,98,5,2,0,7,4,0,0,4,1027,42,12,1081,79,4,0,83,4,0,0,4,0,0,0,0
2020-03-09,7165,166,51,7382,101,29,0,130,86,10,0,96,5515,21,35,5571,7,2,0,9,12,3,0,15,18,1,0,19,23,1,0,24,6,0,0,6,129,22,1,152,24,3,1,28,22,3,0,25,101,1,0,102,5,2,0,7,3,1,0,4,1036,57,14,1107,74,9,0,83,3,1,0,4,0,0,0,0
2020-03-10,7212,247,54,7513,110,31,0,141,86,10,0,96,5533,92,38,5663,10,3,0,13,12,3,0,15,17,1,0,18,23,1,0,24,8,0,0,8,140,22,1,163,21,6,1,28,22,3,0,25,103,1,0,104,5,2,0,7,3,1,0,4,1043,60,14,1117,73,10,0,83,3,1,0,4,0,0,0,0
2020-03-11,7407,288,60,7755,156,37,0,193,76,21,1,98,5649,102,43,5794,22,3,0,25,12,3,0,15,16,2,0,18,23,2,0,25,10,0,0,10,149,25,1,175,22,6,1,29,24,3,0,27,111,1,0,112,5,2,0,7,3,1,0,4,1052,69,14,1135,74,10,0,84,3,1,0,4,0,0,0,0
2020-03-12,7470,333,66,7869,174,38,0,212,70,29,0,99,5705,114,48,5867,21,4,0,25,11,4,0,15,18,2,0,20,22,3,0,25,15,0,0,15,150,27,1,178,22,6,1,29,23,4,0,27,109,5,0,114,5,2,0,7,3,1,0,4,1044,83,16,1143,75,10,0,85,3,1,0,4,0,0,0,0
2020-03-13,7402,510,67,7979,185,40,0,225,64,36,0,100,5629,251,48,5928,23,4,0,27,11,4,0,15,18,4,0,22,24,3,0,27,32,0,0,32,152,31,2,185,22,6,1,29,23,4,0,27,108,7,0,115,3,4,0,7,3,1,0,4,1028,103,16,1147,74,11,0,85,3,1,0,4,0,0,0,0
2020-03-14,7300,714,72,8086,194,44,0,238,63,40,0,103,5538,401,51,5990,24,4,0,28,11,4,0,15,18,4,0,22,22,5,0,27,38,0,0,38,161,36,3,200,22,6,1,29,23,5,0,28,106,9,0,115,3,4,0,7,2,2,0,4,998,138,17,1153,74,11,0,85,3,1,0,4,0,0,0,0
2020-03-15,7253,834,75,8162,200,47,0,247,53,52,1,106,5510,468,53,6031,26,4,0,30,12,4,0,16,18,4,0,22,22,6,0,28,39,0,0,39,168,40,3,211,21,7,1,29,25,6,0,31,105,10,0,115,3,4,0,7,2,2,0,4,977,163,17,1157,69,16,0,85,3,1,0,4,0,0,0,0
2020-03-16,7024,1173,75,8236,201,52,0,253,53,53,1,107,5279,734,53,6066,26,4,0,30,12,4,0,16,18,4,0,22,21,7,0,28,40,0,0,40,180,48,3,231,21,7,1,29,25,6,0,31,103,12,0,115,3,4,0,7,2,2,0,4,969,178,17,1164,65,20,0,85,2,2,0,4,4,0,0,4
2020-03-17,6838,1401,81,8320,210,55,0,265,52,54,1,107,5094,947,57,6098,26,5,0,31,10,6,0,16,18,4,0,22,20,8,0,28,40,0,0,40,204,55,3,262,20,8,1,29,26,5,0,31,100,15,0,115,3,4,0,7,2,2,0,4,941,209,19,1169,64,22,0,86,2,2,0,4,6,0,0,6
2020-03-18,6789,1540,84,8413,215,55,0,270,48,58,1,107,5038,1048,58,6144,27,5,0,32,11,6,0,17,18,4,0,22,21,9,0,30,41,0,0,41,215,59,3,277,21,8,1,30,27,5,0,32,102,16,0,118,4,5,0,9,3,2,0,5,922,235,21,1178,63,23,0,86,2,2,0,4,11,0,0,11
2020-03-19,6527,1947,91,8565,224,58,0,282,48,58,1,107,4794,1382,65,6241,26,6,0,32,10,7,0,17,18,4,0,22,27,9,0,36,41,0,0,41,228,64,3,295,20,9,1,30,28,5,0,33,87,31,0,118,5,5,0,10,2,3,0,5,894,275,21,1190,57,29,0,86,2,2,0,4,16,0,0,16
2020-03-20,6325,2233,94,8652,235,64,0,299,47,60,1,108,4631,1577,67,6275,29,7,0,36,8,10,0,18,17,5,0,22,25,11,0,36,41,0,0,41,240,66,3,309,19,10,1,30,27,6,0,33,87,32,0,119,3,7,0,10,2,3,0,5,841,340,22,1203,54,33,0,87,2,2,0,4,17,0,0,17
2020-03-21,6085,2612,102,8799,250,64,0,314,40,67,1,108,4410,1861,73,6344,33,7,0,40,8,10,0,18,17,5,0,22,25,11,0,36,39,2,0,41,239,79,3,321,17,12,1,30,26,8,0,34,80,39,0,119,3,7,0,10,2,3,0,5,824,395,24,1243,47,40,0,87,2,2,0,4,23,0,0,23
2020-03-22,5884,2909,104,8897,260,64,0,324,38,69,1,108,4205,2107,75,6387,32,8,0,40,9,10,0,19,18,6,0,24,24,12,0,36,38,3,0,41,252,82,3,337,16,13,1,30,26,9,0,35,81,39,0,120,3,7,0,10,3,3,0,6,798,432,24,1254,46,42,0,88,1,3,0,4,34,0,0,34
2020-03-23,5684,3166,111,8961,266,64,0,330,37,71,1,109,4024,2305,82,6411,32,8,0,40,9,10,0,19,18,6,0,24,19,17,0,36,39,3,0,42,260,88,3,351,15,14,1,30,28,9,0,37,76,44,0,120,3,7,0,10,3,3,0,6,763,469,24,1256,44,45,0,89,1,3,0,4,47,0,0,47
2020-03-24,5410,3507,120,9037,262,72,0,334,39,71,1,111,3783,2571,88,6442,33,8,0,41,8,11,0,19,18,6,0,24,18,18,0,36,39,3,0,42,265,97,4,366,15,14,1,30,27,11,0,38,64,56,0,120,3,7,0,10,3,3,0,6,724,507,26,1257,42,48,0,90,0,4,0,4,67,0,0,67
2020-03-25,5281,3730,126,9137,275,72,0,347,38,73,1,112,3624,2740,92,6456,32,10,0,42,8,11,0,19,18,6,0,24,18,19,0,37,41,3,0,44,283,100,4,387,15,15,1,31,25,13,0,38,58,65,0,123,3,7,0,10,5,3,0,8,696,538,28,1262,39,51,0,90,2,4,0,6,101,0,0,101
2020-03-26,4966,4144,131,9241,280,80,0,360,35,75,2,112,3349,3039,94,6482,32,11,0,43,8,11,0,19,24,6,0,30,17,20,0,37,36,8,0,44,275,122,4,401,12,18,1,31,25,14,0,39,56,68,0,124,3,7,0,10,5,3,0,8,643,601,30,1274,33,57,0,90,2,4,0,6,131,0,0,131
2020-03-27,4665,4528,139,9332,283,89,0,372,30,81,2,113,3094,3324,98,6516,33,13,0,46,9,11,0,20,22,9,0,31,19,20,0,39,35,9,0,44,277,131,4,412,10,20,1,31,24,17,0,41,46,78,0,124,3,7,0,10,5,3,0,8,599,650,34,1283,29,62,0,91,3,4,0,7,144,0,0,144
2020-03-28,4523,4811,144,9478,297,93,0,390,31,81,2,114,2943,3543,101,6587,37,14,0,51,9,11,0,20,21,10,0,31,20,19,0,39,35,9,0,44,288,140,5,433,11,20,1,32,20,21,0,41,45,81,0,126,3,7,0,10,5,3,0,8,558,692,35,1285,28,63,0,91,4,4,0,8,168,0,0,168
2020-03-29,4398,5033,152,9583,317,93,0,410,29,85,3,117,2798,3706,106,6610,43,15,0,58,9,11,0,20,20,14,0,34,20,19,0,39,35,11,0,46,299,144,5,448,12,21,1,34,20,21,0,41,44,83,0,127,5,7,0,12,6,3,0,9,518,732,37,1287,30,64,0,94,4,4,0,8,189,0,0,189
2020-03-30,4275,5228,158,9661,334,92,0,426,28,87,3,118,2676,3837,111,6624,43,15,0,58,7,13,0,20,17,17,0,34,20,19,0,39,34,12,0,46,298,160,5,463,14,21,1,36,23,21,0,44,44,83,0,127,6,7,0,13,6,3,0,9,488,772,38,1298,30,65,0,95,5,4,0,9,202,0,0,202
2020-03-31,4216,5408,162,9786,343,107,0,450,29,87,3,119,2624,3946,114,6684,48,16,0,64,6,14,0,20,18,18,0,36,20,19,0,39,34,12,0,46,304,166,6,476,12,23,1,36,22,22,0,44,38,90,0,128,6,7,0,13,6,3,0,9,454,808,38,1300,29,67,0,96,6,3,0,9,217,0,0,217
2020-04-01,4155,5567,165,9887,357,117,0,474,32,87,3,122,2519,4070,115,6704,50,19,0,69,10,14,0,24,18,18,0,36,18,20,1,39,34,12,0,46,322,171,6,499,14,23,1,38,21,23,0,44,40,91,0,131,7,7,0,14,9,3,0,12,441,822,39,1302,33,67,0,100,6,3,0,9,224,0,0,224
2020-04-02,3979,5828,169,9976,361,127,0,488,32,87,3,122,2325,4283,117,6725,53,20,0,73,11,14,0,25,18,18,0,36,18,21,1,40,34,12,0,46,329,181,6,516,15,23,1,39,21,23,0,44,38,95,0,133,7,7,0,14,11,3,0,14,423,840,41,1304,36,70,0,106,6,3,0,9,241,1,0,242
2020-04-03,3867,6021,174,10062,375,131,0,506,31,88,3,122,2179,4434,121,6734,53,21,0,74,11,15,0,26,18,18,0,36,18,21,1,40,34,12,0,46,347,186,6,539,17,23,1,41,20,25,0,45,37,97,0,134,8,7,0,15,12,3,0,15,402,865,42,1309,36,71,0,107,6,3,0,9,263,1,0,264
2020-04-04,3654,6325,177,10156,384,144,0,528,29,90,3,122,1966,4673,122,6761,55,22,0,77,11,15,0,26,18,18,0,36,15,24,1,40,31,15,0,46,356,200,6,562,18,23,1,42,18,27,0,45,33,102,0,135,8,7,0,15,11,4,0,15,385,881,44,1310,33,75,0,108,5,4,0,9,278,1,0,279
2020-04-05,3591,6463,183,10237,407,145,0,552,29,90,3,122,1868,4773,127,6768,54,25,0,79,12,15,0,27,19,18,0,37,12,27,1,40,31,15,0,46,357,208,7,572,20,24,1,45,17,28,0,45,33,102,0,135,9,7,0,16,11,4,0,15,371,899,44,1314,32,77,0,109,8,4,0,12,301,2,0,303
2020-04-06,3500,6598,186,10284,412,151,0,563,28,91,3,122,1787,4865,129,6781,53,27,0,80,12,15,0,27,20,19,0,39,12,27,1,40,29,17,0,46,360,213,7,580,21,23,1,45,16,29,0,45,34,102,0,136,9,7,0,16,11,4,0,15,349,922,45,1316,31,80,0,111,8,4,0,12,308,2,0,310
2020-04-07,3445,6694,192,10331,403,164,0,567,29,91,3,123,1742,4918,134,6794,53,27,0,80,12,15,0,27,19,20,0,39,11,28,1,40,29,17,0,46,357,226,7,590,22,24,1,47,16,29,0,45,33,104,0,137,9,7,0,16,11,4,0,15,337,934,46,1317,32,80,0,112,8,4,0,12,322,2,0,324
2020-04-08,3408,6776,200,10384,407,169,2,578,28,94,3,125,1705,4961,137,6803,57,27,0,84,12,15,0,27,19,20,0,39,11,28,1,40,32,14,0,46,349,237,10,596,24,24,1,49,16,29,0,45,31,106,0,137,10,7,0,17,11,4,0,15,320,954,46,1320,33,80,0,113,8,4,0,12,335,3,0,338
2020-04-09,3246,6973,204,10423,414,174,2,590,25,97,3,125,1562,5106,139,6807,53,31,0,84,12,15,0,27,19,20,0,39,11,28,1,40,30,16,0,46,336,259,11,606,24,24,1,49,15,30,0,45,33,105,0,138,10,7,0,17,11,4,0,15,305,968,47,1320,33,82,0,115,8,4,0,12,345,3,0,348
2020-04-10,3125,7117,208,10450,408,185,2,595,25,98,3,126,1472,5193,142,6807,51,34,0,85,12,15,0,27,18,21,0,39,11,28,1,40,26,20,0,46,335,269,11,615,22,26,1,49,17,28,0,45,33,105,0,138,9,8,0,17,11,4,0,15,285,994,48,1327,33,82,0,115,8,4,0,12,349,3,0,352
2020-04-11,3026,7243,211,10480,402,195,2,599,23,100,3,126,1398,5271,145,6814,50,35,0,85,10,17,0,27,17,22,0,39,10,30,1,41,26,20,0,46,327,286,11,624,22,26,1,49,17,28,0,45,32,106,0,138,9,8,0,17,10,5,0,15,278,1004,48,1330,32,83,0,115,8,4,0,12,355,3,0,358
2020-04-12,2930,7368,214,10512,398,202,2,602,20,103,3,126,1314,5356,146,6816,48,38,0,86,8,19,0,27,16,23,0,39,8,32,1,41,24,22,0,46,324,292,12,628,21,27,1,49,16,29,0,45,31,108,0,139,9,8,0,17,10,5,0,15,271,1013,49,1333,31,84,0,115,8,4,0,12,373,3,0,376
2020-04-13,2873,7447,217,10537,394,214,2,610,20,103,3,126,1277,5395,147,6819,48,39,0,87,8,19,0,27,16,23,0,39,7,33,1,41,24,22,0,46,313,305,13,631,20,28,1,49,14,31,0,45,30,109,0,139,9,8,0,17,9,6,0,15,267,1020,50,1337,31,84,0,115,7,5,0,12,379,3,0,382
2020-04-14,2808,7534,222,10564,382,228,2,612,20,103,3,126,1230,5440,152,6822,46,42,0,88,6,21,0,27,15,24,0,39,8,33,1,42,25,21,0,46,313,313,13,639,19,29,1,49,14,31,0,45,26,113,0,139,9,8,0,17,9,6,0,15,263,1029,50,1342,31,84,0,115,7,5,0,12,385,4,0,389
2020-04-15,2750,7616,225,10591,376,239,2,617,17,107,3,127,1182,5486,155,6823,40,48,0,88,7,21,0,28,15,24,0,39,8,33,1,42,25,21,0,46,310,322,13,645,23,27,1,51,14,31,0,45,25,114,0,139,9,8,0,17,8,7,0,15,263,1035,50,1348,31,84,0,115,8,5,0,13,389,4,0,393
2020-04-16,2627,7757,229,10613,367,250,2,619,16,111,3,130,1083,5586,158,6827,37,51,0,88,6,22,0,28,14,25,0,39,7,34,1,42,25,21,0,46,305,330,14,649,24,27,1,52,11,34,0,45,24,115,0,139,8,9,0,17,8,7,0,15,258,1044,50,1352,33,82,0,115,8,5,0,13,393,4,0,397
2020-04-17,2576,7829,230,10635,351,268,2,621,15,112,3,130,1042,5626,159,6827,38,51,0,89,8,22,0,30,15,25,0,40,7,34,1,42,22,24,0,46,296,340,14,650,23,28,1,52,8,37,0,45,24,115,0,139,8,9,0,17,8,7,0,15,269,1037,50,1356,31,84,0,115,8,5,0,13,403,5,0,408
2020-04-18,2484,7937,232,10653,346,274,2,622,15,112,3,130,985,5685,160,6830,35,55,0,90,8,22,0,30,14,25,0,39,7,34,1,42,21,25,0,46,279,361,14,654,24,28,1,53,7,38,0,45,22,119,0,141,8,9,0,17,8,7,0,15,261,1046,51,1358,32,84,0,116,7,6,0,13,405,7,0,412
2020-04-19,2385,8042,234,10661,334,288,2,624,12,115,3,130,928,5743,161,6832,36,55,0,91,8,22,0,30,14,25,0,39,7,34,1,42,17,29,0,46,270,370,14,654,23,28,2,53,7,38,0,45,19,122,0,141,8,9,0,17,7,8,0,15,251,1057,51,1359,31,85,0,116,7,6,0,13,406,8,0,414
2020-04-20,2324,8114,236,10674,318,304,2,624,14,115,3,132,901,5769,163,6833,36,56,0,92,8,22,0,30,13,26,0,39,8,34,1,43,17,29,0,46,255,387,14,656,23,28,2,53,7,38,0,45,19,122,0,141,8,9,0,17,7,8,0,15,246,1064,51,1361,29,87,0,116,7,6,0,13,408,10,0,418
2020-04-21,2233,8213,237,10683,309,315,2,626,14,115,3,132,878,5793,164,6835,36,56,0,92,8,22,0,30,13,26,0,39,7,35,1,43,17,29,0,46,246,398,14,658,21,30,2,53,6,39,0,45,18,123,0,141,8,9,0,17,7,8,0,15,238,1072,51,1361,28,88,0,116,7,6,0,13,372,49,0,421
2020-04-22,2179,8277,238,10694,304,322,2,628,16,115,3,134,844,5827,165,6836,35,57,0,92,8,22,0,30,13,27,0,40,7,35,1,43,13,33,0,46,240,404,14,658,20,31,2,53,6,39,0,45,19,122,0,141,8,9,0,17,7,8,0,15,233,1079,51,1363,28,89,0,117,5,8,0,13,373,50,0,423
2020-04-23,2051,8411,240,10702,284,342,2,628,16,116,3,135,784,5890,166,6840,36,56,0,92,6,24,0,30,11,29,0,40,6,36,1,43,12,34,0,46,221,424,14,659,20,31,2,53,5,40,0,45,18,123,0,141,8,9,0,17,7,8,0,15,220,1091,52,1363,28,89,0,117,5,8,0,13,364,61,0,425
2020-04-24,1967,8501,240,10708,264,362,2,628,17,116,3,136,745,5931,166,6842,38,54,0,92,6,24,0,30,10,30,0,40,6,36,1,43,12,34,0,46,205,441,14,660,20,31,2,53,5,40,0,45,18,123,0,141,6,11,0,17,7,8,0,15,215,1097,52,1364,26,91,0,117,5,8,0,13,362,64,0,426
2020-04-25,1843,8635,240,10718,244,383,2,629,17,116,3,136,705,5974,166,6845,37,55,0,92,5,25,0,30,8,32,0,40,6,36,1,43,11,35,0,46,200,448,14,662,19,32,2,53,5,40,0,45,18,123,0,141,7,10,0,17,7,8,0,15,208,1104,52,1364,26,91,0,117,5,8,0,13,315,115,0,430
2020-04-26,1769,8717,242,10728,239,388,2,629,18,116,3,137,660,6018,168,6846,35,57,0,92,5,25,0,30,6,34,0,40,6,36,1,43,11,35,0,46,191,463,14,668,17,34,2,53,5,40,0,45,18,123,0,141,8,10,0,18,6,9,0,15,203,1109,52,1364,24,93,0,117,6,7,0,13,311,120,0,431
2020-04-27,1731,8764,243,10738,234,393,2,629,17,117,3,137,638,6040,169,6847,34,58,0,92,5,25,0,30,6,34,0,40,6,36,1,43,11,35,0,46,187,470,14,671,16,35,2,53,5,40,0,45,19,123,0,142,8,10,0,18,6,9,0,15,198,1114,52,1364,23,94,0,117,5,8,0,13,313,123,0,436
2020-04-28,1654,8854,244,10752,204,427,2,633,18,116,3,137,623,6056,170,6849,30,63,0,93,5,25,0,30,5,35,0,40,6,36,1,43,11,35,0,46,185,475,14,674,14,37,2,53,5,40,0,45,19,123,0,142,8,10,0,18,5,10,0,15,194,1119,52,1365,20,97,0,117,6,7,0,13,296,143,0,439
2020-04-29,1593,8922,246,10761,194,437,2,633,18,116,3,137,606,6075,171,6852,27,66,0,93,4,26,0,30,5,35,0,40,5,37,1,43,10,36,0,46,180,481,15,676,14,37,2,53,5,40,0,45,20,123,0,143,8,10,0,18,5,10,0,15,180,1133,52,1365,20,97,0,117,5,8,0,13,287,155,0,442
2020-04-30,1459,9059,247,10765,178,453,2,633,18,116,3,137,536,6144,172,6852,25,68,0,93,3,27,0,30,5,35,0,40,5,37,1,43,8,38,0,46,175,486,15,676,11,40,2,53,4,41,0,45,16,127,0,143,7,11,0,18,4,11,0,15,166,1147,52,1365,20,97,0,117,5,8,0,13,273,173,0,446
2020-05-01,1454,9072,248,10774,177,455,2,634,18,116,3,137,536,6144,172,6852,25,69,0,94,3,27,0,30,5,35,0,40,5,37,1,43,7,39,0,46,174,488,16,678,11,40,2,53,4,41,0,45,15,128,0,143,6,12,0,18,3,12,0,15,165,1149,52,1366,19,98,0,117,5,8,0,13,276,174,0,450
2020-05-02,1407,9123,250,10780,170,463,2,635,18,117,3,138,523,6155,174,6852,25,70,0,95,2,28,0,30,4,36,0,40,5,37,1,43,5,41,0,46,164,498,16,678,9,42,2,53,4,41,0,45,15,128,0,143,6,12,0,18,3,12,0,15,160,1154,52,1366,18,99,0,117,5,8,0,13,271,182,0,453
2020-05-03,1360,9183,250,10793,162,473,2,637,18,117,3,138,515,6167,174,6856,23,72,0,95,2,28,0,30,4,36,0,40,5,37,1,43,4,42,0,46,154,510,16,680,8,43,2,53,3,42,0,45,15,128,0,143,6,12,0,18,3,12,0,15,149,1165,52,1366,17,100,0,117,5,8,0,13,267,191,0,458
2020-05-04,1332,9217,252,10801,154,481,2,637,18,117,3,138,505,6177,174,6856,24,72,0,96,2,28,0,30,3,36,1,40,6,37,1,44,2,44,0,46,150,515,16,681,9,42,2,53,3,42,0,45,15,128,0,143,6,12,0,18,4,12,0,16,140,1173,53,1366,16,101,0,117,5,8,0,13,270,192,0,462
2020-05-05,1267,9283,254,10804,146,489,2,637,18,117,3,138,481,6199,176,6856,26,71,0,97,2,28,0,30,3,36,1,40,5,38,1,44,1,45,0,46,147,518,16,681,9,42,2,53,3,42,0,45,15,128,0,143,6,12,0,18,4,12,0,16,127,1186,53,1366,15,102,0,117,5,8,0,13,254,210,0,464
2020-05-06,1218,9333,255,10806,141,494,2,637,16,119,3,138,462,6217,177,6856,25,72,0,97,2,28,0,30,1,38,1,40,6,37,1,44,1,45,0,46,140,525,16,681,9,42,2,53,3,42,0,45,15,128,0,143,6,12,0,18,4,12,0,16,123,1190,53,1366,13,104,0,117,1,12,0,13,250,216,0,466
2020-05-07,1135,9419,256,10810,127,508,2,637,15,120,3,138,429,6249,178,6856,25,72,0,97,2,28,0,30,2,38,1,41,6,37,1,44,1,45,0,46,128,538,16,682,9,42,2,53,4,42,0,46,15,128,0,143,4,14,0,18,4,12,0,16,115,1198,53,1366,12,105,0,117,1,12,0,13,236,231,0,467
2020-05-08,1082,9484,256,10822,115,520,2,637,14,123,3,140,404,6277,178,6859,22,75,0,97,2,28,0,30,2,38,1,41,6,37,1,44,1,45,0,46,130,538,16,684,10,41,2,53,6,41,0,47,13,130,0,143,5,14,0,19,4,12,0,16,107,1206,53,1366,12,105,0,117,1,12,0,13,228,242,0,470
2020-05-09,1016,9568,256,10840,111,536,2,649,13,125,3,141,375,6306,178,6859,20,78,0,98,1,29,0,30,2,38,1,41,5,38,1,44,1,45,0,46,124,548,16,688,10,41,2,53,6,41,0,47,10,133,0,143,5,14,0,19,4,12,0,16,98,1215,53,1366,10,107,0,117,0,13,0,13,221,249,0,470
2020-05-10,1008,9610,256,10874,120,541,2,663,13,125,3,141,365,6318,178,6861,21,80,0,101,0,30,0,30,2,38,1,41,5,38,1,44,1,45,0,46,122,556,16,694,10,41,2,53,7,42,0,49,10,133,0,143,5,14,0,19,4,12,0,16,93,1220,53,1366,9,108,0,117,1,13,0,14,220,256,0,476
2020-05-11,1021,9632,256,10909,136,545,2,683,13,125,3,141,365,6318,178,6861,22,82,0,104,0,30,0,30,2,38,1,41,5,38,1,44,2,45,0,47,125,557,16,698,11,41,2,54,10,42,0,52,9,134,0,143,5,14,0,19,4,12,0,16,85,1228,53,1366,7,110,0,117,1,13,0,14,219,260,0,479
2020-05-12,1008,9670,258,10936,139,554,2,695,13,125,3,141,352,6331,179,6862,23,82,0,105,0,30,0,30,4,38,1,43,3,40,1,44,2,45,0,47,131,559,16,706,11,41,2,54,10,42,0,52,7,136,0,143,5,14,0,19,4,12,0,16,83,1230,54,1367,6,112,0,118,2,12,0,14,213,267,0,480
2020-05-13,1008,9695,259,10962,146,558,3,707,15,126,3,144,364,6322,179,6865,21,86,0,107,0,30,0,30,4,38,1,43,3,41,1,45,1,46,0,47,129,563,16,708,10,42,2,54,9,43,0,52,5,138,0,143,6,14,0,20,4,12,0,16,82,1231,54,1367,6,113,0,119,2,12,0,14,201,280,0,481
2020-05-14,969,9762,260,10991,143,564,4,711,14,127,3,144,337,6349,179,6865,34,85,0,119,0,30,0,30,3,39,1,43,3,41,1,45,1,46,0,47,121,577,16,714,10,43,2,55,12,43,0,55,6,138,0,144,6,14,0,20,4,13,0,17,77,1237,54,1368,5,114,0,119,2,12,0,14,191,290,0,481
2020-05-15,937,9821,260,11018,152,569,4,725,14,127,3,144,323,6366,179,6868,39,85,0,124,0,30,0,30,3,39,1,43,5,39,1,45,0,47,0,47,118,583,16,717,9,44,2,55,12,43,0,55,5,139,0,144,6,14,0,20,5,13,0,18,69,1245,54,1368,4,115,0,119,2,12,0,14,171,311,0,482
2020-05-16,924,9851,262,11037,152,574,4,730,11,130,3,144,321,6367,181,6869,39,85,0,124,0,30,0,30,3,39,1,43,4,40,1,45,0,47,0,47,118,587,16,721,8,45,2,55,13,43,0,56,5,139,0,144,4,16,0,20,5,13,0,18,61,1253,54,1368,3,116,0,119,3,11,0,14,174,316,0,490
2020-05-17,900,9888,262,11050,156,575,4,735,11,130,3,144,313,6376,181,6870,39,85,0,124,0,30,0,30,4,39,1,44,3,41,1,45,0,47,0,47,107,598,16,721,8,45,2,55,13,43,0,56,4,140,0,144,4,16,0,20,5,13,0,18,60,1254,54,1368,5,116,0,121,3,11,0,14,165,329,0,494
2020-05-18,898,9904,263,11065,153,579,4,736,11,130,3,144,313,6376,182,6871,38,86,0,124,0,30,0,30,4,39,1,44,3,41,1,45,0,47,0,47,108,600,16,724,7,46,2,55,16,43,0,59,4,140,0,144,2,18,0,20,4,14,0,18,57,1257,54,1368,5,116,0,121,3,11,0,14,170,331,0,501
2020-05-19,877,9938,263,11078,151,587,4,742,11,130,3,144,300,6389,182,6871,39,87,0,126,0,30,0,30,4,39,1,44,7,41,1,49,1,46,0,47,107,602,16,725,7,46,2,55,16,43,0,59,4,140,0,144,1,19,0,20,5,13,0,18,53,1261,54,1368,6,115,0,121,3,11,0,14,162,339,0,501
