tDate,InspectionsNum,SuspiciousNum,TemporaryClinicInsNum,MetropolitanClinicInsNum,NonMetropolitanClinicInsNum,NewConfirmed,TemporaryClinicComfNum,MetropolitanClinicComfNum,NonMetropolitanClinicComfNum,TestPositiveRate
2020-04-01,0,0,0,0,0,0,0,0,0,0
2020-04-02,0,0,0,0,0,0,0,0,0,0
2020-04-03,0,0,0,0,0,0,0,0,0,0
2020-04-04,0,0,0,0,0,0,0,0,0,0
2020-04-05,0,0,0,0,0,0,0,0,0,0
2020-04-06,0,0,0,0,0,0,0,0,0,0
2020-04-07,0,0,0,0,0,0,0,0,0,0
2020-04-08,0,0,0,0,0,0,0,0,0,0
2020-04-09,0,0,0,0,0,0,0,0,0,0
2020-04-10,0,0,0,0,0,0,0,0,0,0
2020-04-11,0,0,0,0,0,0,0,0,0,0
2020-04-12,0,0,0,0,0,0,0,0,0,0
2020-04-13,0,0,0,0,0,0,0,0,0,0
2020-04-14,0,0,0,0,0,0,0,0,0,0
2020-04-15,0,0,0,0,0,0,0,0,0,0
2020-04-16,0,0,0,0,0,0,0,0,0,0
2020-04-17,0,0,0,0,0,0,0,0,0,0
2020-04-18,0,0,0,0,0,0,0,0,0,0
2020-04-19,0,0,0,0,0,0,0,0,0,0
2020-04-20,0,0,0,0,0,0,0,0,0,0
2020-04-21,0,0,0,0,0,0,0,0,0,0
2020-04-22,0,0,0,0,0,0,0,0,0,0
2020-04-23,0,0,0,0,0,0,0,0,0,0
2020-04-24,0,0,0,0,0,0,0,0,0,0
2020-04-25,0,0,0,0,0,0,0,0,0,0
2020-04-26,0,0,0,0,0,0,0,0,0,0
2020-04-27,0,0,0,0,0,0,0,0,0,0
2020-04-28,0,0,0,0,0,0,0,0,0,0
2020-04-29,0,0,0,0,0,0,0,0,0,0
2020-04-30,0,0,0,0,0,0,0,0,0,0
2020-05-01,0,0,0,0,0,0,0,0,0,0
2020-05-02,0,0,0,0,0,0,0,0,0,0
2020-05-03,0,0,0,0,0,0,0,0,0,0
2020-05-04,0,0,0,0,0,0,0,0,0,0
2020-05-05,0,0,0,0,0,0,0,0,0,0
2020-05-06,0,0,0,0,0,0,0,0,0,0
2020-05-07,0,0,0,0,0,0,0,0,0,0
2020-05-08,0,0,0,0,0,0,0,0,0,0
2020-05-09,0,0,0,0,0,0,0,0,0,0
2020-05-10,0,0,0,0,0,0,0,0,0,0
2020-05-11,0,0,0,0,0,0,0,0,0,0
2020-05-12,0,0,0,0,0,0,0,0,0,0
2020-05-13,0,0,0,0,0,0,0,0,0,0
2020-05-14,0,0,0,0,0,0,0,0,0,0
2020-05-15,0,0,0,0,0,0,0,0,0,0
2020-05-16,0,0,0,0,0,0,0,0,0,0
2020-05-17,0,0,0,0,0,0,0,0,0,0
2020-05-18,0,0,0,0,0,0,0,0,0,0
2020-05-19,0,0,0,0,0,0,0,0,0,0
2020-05-20,0,0,0,0,0,0,0,0,0,0
2020-05-21,0,0,0,0,0,0,0,0,0,0
2020-05-22,0,0,0,0,0,0,0,0,0,0
2020-05-23,0,0,0,0,0,0,0,0,0,0
2020-05-24,0,0,0,0,0,0,0,0,0,0
2020-05-25,0,0,0,0,0,0,0,0,0,0
2020-05-26,0,0,0,0,0,0,0,0,0,0
2020-05-27,0,0,0,0,0,0,0,0,0,0
2020-05-28,0,0,0,0,0,0,0,0,0,0
2020-05-29,0,0,0,0,0,0,0,0,0,0
2020-05-30,0,0,0,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,0,0,0,0,0,0
2020-06-01,0,0,0,0,0,0,0,0,0,0
2020-06-02,0,0,0,0,0,0,0,0,0,0
2020-06-03,0,0,0,0,0,0,0,0,0,0
2020-06-04,0,0,0,0,0,0,0,0,0,0
2020-06-05,0,0,0,0,0,0,0,0,0,0
2020-06-06,0,0,0,0,0,0,0,0,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0
2020-06-08,0,0,0,0,0,0,0,0,0,0
2020-06-09,0,0,0,0,0,0,0,0,0,0
2020-06-10,0,0,0,0,0,0,0,0,0,0
2020-06-11,0,0,0,0,0,0,0,0,0,0
2020-06-12,0,0,0,0,0,0,0,0,0,0
2020-06-13,0,0,0,0,0,0,0,0,0,0
2020-06-14,0,0,0,0,0,0,0,0,0,0
2020-06-15,0,0,0,0,0,0,0,0,0,0
2020-06-16,0,0,0,0,0,0,0,0,0,0
2020-06-17,0,0,0,0,0,0,0,0,0,0
2020-06-18,0,0,0,0,0,0,0,0,0,0
2020-06-19,0,0,0,0,0,0,0,0,0,0
2020-06-20,0,0,0,0,0,0,0,0,0,0
2020-06-21,0,0,0,0,0,0,0,0,0,0
2020-06-22,0,0,0,0,0,0,0,0,0,0
2020-06-23,0,0,0,0,0,0,0,0,0,0
2020-06-24,0,0,0,0,0,0,0,0,0,0
2020-06-25,0,0,0,0,0,0,0,0,0,0
2020-06-26,0,0,0,0,0,0,0,0,0,0
2020-06-27,0,0,0,0,0,0,0,0,0,0
2020-06-28,0,0,0,0,0,0,0,0,0,0
2020-06-29,0,0,0,0,0,0,0,0,0,0
2020-06-30,0,0,0,0,0,0,0,0,0,0
2020-07-01,0,0,0,0,0,0,0,0,0,0
2020-07-02,0,0,0,0,0,0,0,0,0,0
2020-07-03,0,0,0,0,0,0,0,0,0,0
2020-07-04,0,0,0,0,0,0,0,0,0,0
2020-07-05,0,0,0,0,0,0,0,0,0,0
2020-07-06,0,0,0,0,0,0,0,0,0,0
2020-07-07,0,0,0,0,0,0,0,0,0,0
2020-07-08,0,0,0,0,0,0,0,0,0,0
2020-07-09,0,0,0,0,0,0,0,0,0,0
2020-07-10,0,0,0,0,0,0,0,0,0,0
2020-07-11,0,0,0,0,0,0,0,0,0,0
2020-07-12,0,0,0,0,0,0,0,0,0,0
2020-07-13,0,0,0,0,0,0,0,0,0,0
2020-07-14,0,0,0,0,0,0,0,0,0,0
2020-07-15,0,0,0,0,0,0,0,0,0,0
2020-07-16,0,0,0,0,0,0,0,0,0,0
2020-07-17,0,0,0,0,0,0,0,0,0,0
2020-07-18,0,0,0,0,0,0,0,0,0,0
2020-07-19,0,0,0,0,0,0,0,0,0,0
2020-07-20,0,0,0,0,0,0,0,0,0,0
2020-07-21,0,0,0,0,0,0,0,0,0,0
2020-07-22,0,0,0,0,0,0,0,0,0,0
2020-07-23,0,0,0,0,0,0,0,0,0,0
2020-07-24,0,0,0,0,0,0,0,0,0,0
2020-07-25,0,0,0,0,0,0,0,0,0,0
2020-07-26,0,0,0,0,0,0,0,0,0,0
2020-07-27,0,0,0,0,0,0,0,0,0,0
2020-07-28,0,0,0,0,0,0,0,0,0,0
2020-07-29,0,0,0,0,0,0,0,0,0,0
2020-07-30,0,0,0,0,0,0,0,0,0,0
2020-07-31,0,0,0,0,0,0,0,0,0,0
2020-08-01,0,0,0,0,0,0,0,0,0,0
2020-08-02,0,0,0,0,0,0,0,0,0,0
2020-08-03,0,0,0,0,0,0,0,0,0,0
2020-08-04,0,0,0,0,0,0,0,0,0,0
2020-08-05,0,0,0,0,0,0,0,0,0,0
2020-08-06,0,0,0,0,0,0,0,0,0,0
2020-08-07,0,0,0,0,0,0,0,0,0,0
2020-08-08,0,0,0,0,0,0,0,0,0,0
2020-08-09,0,0,0,0,0,0,0,0,0,0
2020-08-10,0,0,0,0,0,0,0,0,0,0
2020-08-11,0,0,0,0,0,0,0,0,0,0
2020-08-12,0,0,0,0,0,0,0,0,0,0
2020-08-13,0,0,0,0,0,0,0,0,0,0
2020-08-14,0,0,0,0,0,0,0,0,0,0
2020-08-15,0,0,0,0,0,0,0,0,0,0
2020-08-16,0,0,0,0,0,0,0,0,0,0
2020-08-17,0,0,0,0,0,0,0,0,0,0
2020-08-18,0,0,0,0,0,0,0,0,0,0
2020-08-19,0,0,0,0,0,0,0,0,0,0
2020-08-20,0,0,0,0,0,0,0,0,0,0
2020-08-21,0,0,0,0,0,0,0,0,0,0
2020-08-22,0,0,0,0,0,0,0,0,0,0
2020-08-23,0,0,0,0,0,0,0,0,0,0
2020-08-24,0,0,0,0,0,0,0,0,0,0
2020-08-25,0,0,0,0,0,0,0,0,0,0
2020-08-26,0,0,0,0,0,0,0,0,0,0
2020-08-27,0,0,0,0,0,0,0,0,0,0
2020-08-28,0,0,0,0,0,0,0,0,0,0
2020-08-29,0,0,0,0,0,0,0,0,0,0
2020-08-30,0,0,0,0,0,0,0,0,0,0
2020-08-31,0,0,0,0,0,0,0,0,0,0
2020-09-01,0,0,0,0,0,0,0,0,0,0
2020-09-02,0,0,0,0,0,0,0,0,0,0
2020-09-03,0,0,0,0,0,0,0,0,0,0
2020-09-04,0,0,0,0,0,0,0,0,0,0
2020-09-05,0,0,0,0,0,0,0,0,0,0
2020-09-06,0,0,0,0,0,0,0,0,0,0
2020-09-07,0,0,0,0,0,0,0,0,0,0
2020-09-08,0,0,0,0,0,0,0,0,0,0
2020-09-09,0,0,0,0,0,0,0,0,0,0
2020-09-10,0,0,0,0,0,0,0,0,0,0
2020-09-11,0,0,0,0,0,0,0,0,0,0
2020-09-12,0,0,0,0,0,0,0,0,0,0
2020-09-13,0,0,0,0,0,0,0,0,0,0
2020-09-14,0,0,0,0,0,0,0,0,0,0
2020-09-15,0,0,0,0,0,0,0,0,0,0
2020-09-16,0,0,0,0,0,0,0,0,0,0
2020-09-17,0,0,0,0,0,0,0,0,0,0
2020-09-18,0,0,0,0,0,0,0,0,0,0
2020-09-19,0,0,0,0,0,0,0,0,0,0
2020-09-20,0,0,0,0,0,0,0,0,0,0
2020-09-21,0,0,0,0,0,0,0,0,0,0
2020-09-22,0,0,0,0,0,0,0,0,0,0
2020-09-23,0,0,0,0,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,0,0,0,0,0
2020-09-25,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,0,0,0,0,0,0,0,0
2020-09-27,0,0,0,0,0,0,0,0,0,0
2020-09-28,0,0,0,0,0,0,0,0,0,0
2020-09-29,0,0,0,0,0,0,0,0,0,0
2020-09-30,0,0,0,0,0,0,0,0,0,0
2020-10-01,0,0,0,0,0,0,0,0,0,0
2020-10-02,0,0,0,0,0,0,0,0,0,0
2020-10-03,0,0,0,0,0,0,0,0,0,0
2020-10-04,0,0,0,0,0,0,0,0,0,0
2020-10-05,0,0,0,0,0,0,0,0,0,0
2020-10-06,0,0,0,0,0,0,0,0,0,0
2020-10-07,0,0,0,0,0,0,0,0,0,0
2020-10-08,0,0,0,0,0,0,0,0,0,0
2020-10-09,0,0,0,0,0,0,0,0,0,0
2020-10-10,0,0,0,0,0,0,0,0,0,0
2020-10-11,0,0,0,0,0,0,0,0,0,0
2020-10-12,0,0,0,0,0,0,0,0,0,0
2020-10-13,0,0,0,0,0,0,0,0,0,0
2020-10-14,0,0,0,0,0,0,0,0,0,0
2020-10-15,0,0,0,0,0,0,0,0,0,0
2020-10-16,0,0,0,0,0,0,0,0,0,0
2020-10-17,0,0,0,0,0,0,0,0,0,0
2020-10-18,0,0,0,0,0,0,0,0,0,0
2020-10-19,0,0,0,0,0,0,0,0,0,0
2020-10-20,0,0,0,0,0,0,0,0,0,0
2020-10-21,0,0,0,0,0,0,0,0,0,0
2020-10-22,0,0,0,0,0,0,0,0,0,0
2020-10-23,0,0,0,0,0,0,0,0,0,0
2020-10-24,0,0,0,0,0,0,0,0,0,0
2020-10-25,0,0,0,0,0,0,0,0,0,0
2020-10-26,0,0,0,0,0,0,0,0,0,0
2020-10-27,0,0,0,0,0,0,0,0,0,0
2020-10-28,0,0,0,0,0,0,0,0,0,0
2020-10-29,0,0,0,0,0,0,0,0,0,0
2020-10-30,0,0,0,0,0,0,0,0,0,0
2020-10-31,0,0,0,0,0,0,0,0,0,0
2020-11-01,0,0,0,0,0,0,0,0,0,0
2020-11-02,0,0,0,0,0,0,0,0,0,0
2020-11-03,0,0,0,0,0,0,0,0,0,0
2020-11-04,0,0,0,0,0,0,0,0,0,0
2020-11-05,0,0,0,0,0,0,0,0,0,0
2020-11-06,0,0,0,0,0,0,0,0,0,0
2020-11-07,0,0,0,0,0,0,0,0,0,0
2020-11-08,0,0,0,0,0,0,0,0,0,0
2020-11-09,0,0,0,0,0,0,0,0,0,0
2020-11-10,0,0,0,0,0,0,0,0,0,0
2020-11-11,0,0,0,0,0,0,0,0,0,0
2020-11-12,0,0,0,0,0,0,0,0,0,0
2020-11-13,0,0,0,0,0,0,0,0,0,0
2020-11-14,0,0,0,0,0,0,0,0,0,0
2020-11-15,0,0,0,0,0,0,0,0,0,0
2020-11-16,0,0,0,0,0,0,0,0,0,0
2020-11-17,0,0,0,0,0,0,0,0,0,0
2020-11-18,0,0,0,0,0,0,0,0,0,0
2020-11-19,0,0,0,0,0,0,0,0,0,0
2020-11-20,0,0,0,0,0,0,0,0,0,0
2020-11-21,0,0,0,0,0,0,0,0,0,0
2020-11-22,0,0,0,0,0,0,0,0,0,0
2020-11-23,0,0,0,0,0,0,0,0,0,0
2020-11-24,0,0,0,0,0,0,0,0,0,0
2020-11-25,0,0,0,0,0,0,0,0,0,0
2020-11-26,0,0,0,0,0,0,0,0,0,0
2020-11-27,0,0,0,0,0,0,0,0,0,0
2020-11-28,0,0,0,0,0,0,0,0,0,0
2020-11-29,0,0,0,0,0,0,0,0,0,0
2020-11-30,0,0,0,0,0,0,0,0,0,0
2020-12-01,0,0,0,0,0,0,0,0,0,0
2020-12-02,0,0,0,0,0,0,0,0,0,0
2020-12-03,0,0,0,0,0,0,0,0,0,0
2020-12-04,0,0,0,0,0,0,0,0,0,0
2020-12-05,0,0,0,0,0,0,0,0,0,0
2020-12-06,0,0,0,0,0,0,0,0,0,0
2020-12-07,0,0,0,0,0,0,0,0,0,0
2020-12-08,0,0,0,0,0,0,0,0,0,0
2020-12-09,0,0,0,0,0,0,0,0,0,0
2020-12-10,0,0,0,0,0,0,0,0,0,0
2020-12-11,0,0,0,0,0,0,0,0,0,0
2020-12-12,0,0,0,0,0,0,0,0,0,0
2020-12-13,0,0,0,0,0,0,0,0,0,0
2020-12-14,0,0,0,0,0,0,0,0,0,0
2020-12-15,0,0,0,0,0,0,0,0,0,0
2020-12-16,0,0,0,0,0,0,0,0,0,0
2020-12-17,0,0,0,0,0,0,0,0,0,0
2020-12-18,0,0,0,0,0,0,0,0,0,0
2020-12-19,0,0,0,0,0,0,0,0,0,0
2020-12-20,0,0,0,0,0,0,0,0,0,0
2020-12-21,0,0,25753,0,0,94,0,0,0,0
2020-12-22,0,58569,49753,0,0,867,131,0,0,0
2020-12-23,0,54140,53077,0,0,1090,145,0,0,0
2020-12-24,0,55640,58091,0,0,985,150,0,0,0
2020-12-25,0,57147,60935,0,0,1241,121,0,0,0
2020-12-26,0,30058,34156,0,0,1132,116,0,0,0
2020-12-27,0,36997,34125,0,0,970,111,0,0,0
2020-12-28,0,31895,24253,0,0,808,88,0,0,0
2020-12-29,0,59874,48512,0,0,1045,119,0,0,0
2020-12-30,0,61343,41152,0,0,1050,107,0,0,0
2020-12-31,0,54358,40724,0,0,967,133,0,0,0
2021-01-01,0,55438,47030,0,0,1029,149,0,0,0
2021-01-02,0,33480,20059,0,0,820,91,0,0,0
2021-01-03,0,38040,35523,0,0,657,89,0,0,0
2021-01-04,0,35770,23609,0,0,1020,137,0,0,0
2021-01-05,0,64978,32516,0,0,714,113,0,0,0
2021-01-06,0,65506,32437,0,0,838,111,0,0,0
2021-01-07,0,64942,37848,0,0,869,120,0,0,0
2021-01-08,0,60196,30930,0,0,674,178,0,0,0
2021-01-09,0,59612,33997,0,0,641,80,0,0,0
2021-01-10,0,33847,23101,0,0,664,89,0,0,0
2021-01-11,0,28222,13821,0,0,451,78,0,0,0
2021-01-12,0,62400,32137,0,0,537,68,0,0,0
2021-01-13,0,58227,34165,0,0,524,50,0,0,0
2021-01-14,0,53047,34578,0,0,561,110,0,0,0
2021-01-15,0,52715,31674,0,0,512,60,0,0,0
2021-01-16,0,54196,33610,0,0,580,84,0,0,0
2021-01-17,0,29020,16812,0,0,520,124,0,0,0
2021-01-18,0,25930,12050,0,0,386,49,0,0,0
2021-01-19,0,53106,19596,0,0,386,49,0,0,0
2021-01-20,0,51804,19943,0,0,404,67,0,0,0
2021-01-21,0,45480,20621,0,0,401,45,0,0,0
2021-01-22,0,44618,21031,0,0,346,55,0,0,0
2021-01-23,0,47484,26700,0,0,431,73,0,0,0
2021-01-24,0,24642,13003,0,0,392,62,0,0,0
2021-01-25,0,21737,7625,0,0,437,43,0,0,0
2021-01-26,0,46677,24364,0,0,349,38,0,0,0
2021-01-27,0,46484,22020,0,0,559,52,0,0,0
2021-01-28,0,52942,24708,0,0,497,47,0,0,0
2021-01-29,0,47075,21346,0,0,469,70,0,0,0
2021-01-30,0,47268,29898,0,0,458,63,0,0,0
2021-01-31,0,24290,24510,0,0,355,36,0,0,0
2021-02-01,0,21024,12627,0,0,305,37,0,0,0
2021-02-02,0,49571,32281,0,0,336,36,0,0,0
2021-02-03,0,45301,28542,0,0,467,78,0,0,0
2021-02-04,0,46381,28046,0,0,451,85,0,0,0
2021-02-05,0,44083,28369,0,0,370,56,0,0,0
2021-02-06,0,46175,32406,0,0,393,56,0,0,0
2021-02-07,0,23622,20685,0,0,372,67,0,0,0
2021-02-08,0,21222,13742,0,0,289,47,0,0,0
2021-02-09,0,49209,33733,0,0,303,31,0,0,0
2021-02-10,0,42618,34673,0,0,444,98,0,0,0
2021-02-11,0,39985,41275,0,0,504,87,0,0,0
2021-02-12,0,23361,18622,0,0,403,81,0,0,0
2021-02-13,0,21968,14695,0,0,362,58,0,0,0
2021-02-14,0,24749,26143,0,0,326,30,0,0,0
2021-02-15,0,22774,20538,0,0,343,50,0,0,0
2021-02-16,0,50630,34597,0,0,457,82,0,0,0
2021-02-17,0,47077,29573,0,0,621,92,0,0,0
2021-02-18,0,42647,28475,0,0,621,71,0,0,0
2021-02-19,0,42778,32718,0,0,561,80,0,0,0
2021-02-20,0,44639,37338,0,0,448,75,0,0,0
2021-02-21,0,20709,21980,0,0,416,59,0,0,0
2021-02-22,0,17804,14387,0,0,332,44,0,0,0
2021-02-23,0,43535,35733,0,0,356,41,0,0,0
2021-02-24,0,38309,31211,0,0,440,54,0,0,0
2021-02-25,0,40226,30053,0,0,396,60,0,0,0
2021-02-26,0,38852,32988,0,0,390,45,0,0,0
2021-02-27,0,37149,35496,0,0,415,82,0,0,0
2021-02-28,0,21791,22450,0,0,356,41,0,0,0
2021-03-01,0,16749,16204,0,0,355,57,0,0,0
2021-03-02,0,16221,14775,0,0,344,53,0,0,0
2021-03-03,0,34227,30422,0,0,444,113,0,0,0
2021-03-04,0,35697,27678,0,0,424,64,0,0,0
2021-03-05,0,37111,27270,0,0,398,57,0,0,0
2021-03-06,0,32932,29704,0,0,418,75,0,0,0
2021-03-07,0,21183,21130,0,0,416,59,0,0,0
2021-03-08,0,18683,15192,0,0,346,50,0,0,0
2021-03-09,0,41175,28227,0,0,446,65,0,0,0
2021-03-10,0,35900,27991,0,0,470,76,0,0,0
2021-03-11,0,38101,29924,0,0,465,82,0,0,0
2021-03-12,0,35679,28452,0,0,488,75,0,0,0
2021-03-13,0,34118,32776,0,0,490,67,0,0,0
2021-03-14,0,19619,21309,0,0,459,55,0,0,0
2021-03-15,0,18539,15159,0,0,382,90,0,0,0
2021-03-16,0,41137,31737,0,0,363,45,0,0,0
2021-03-17,0,45433,28812,0,0,469,62,0,0,0
2021-03-18,0,46577,29906,0,0,445,66,0,0,0
2021-03-19,0,49854,33672,0,0,463,68,0,0,0
2021-03-20,0,44009,35921,0,0,452,61,0,0,0
2021-03-21,0,23764,22791,0,0,456,57,0,0,0
2021-03-22,0,23250,17757,0,0,415,50,0,0,0
2021-03-23,0,45026,35638,0,0,346,37,0,0,0
2021-03-24,0,40220,31863,0,0,428,55,0,0,0
2021-03-25,0,44649,32517,0,0,430,68,0,0,0
2021-03-26,0,43544,32463,0,0,464,85,0,0,0
2021-03-27,0,43165,38066,0,0,505,82,0,0,0
2021-03-28,0,23028,25414,0,0,482,83,0,0,0
2021-03-29,0,20734,15952,0,0,382,69,0,0,0
2021-03-30,0,47669,37160,0,0,447,56,0,0,0
2021-03-31,0,43801,32950,0,0,506,94,0,0,0
2021-04-01,0,39503,31999,0,0,551,81,0,0,0
2021-04-02,0,40992,33588,0,0,558,72,0,0,0
2021-04-03,0,41306,38618,0,0,543,69,0,0,0
2021-04-04,0,19875,23083,0,0,543,65,0,0,0
2021-04-05,0,19344,13821,0,0,473,51,0,0,0
2021-04-06,0,52470,37261,0,0,478,48,0,0,0
2021-04-07,0,44877,38440,0,0,668,90,0,0,0
2021-04-08,0,46254,36114,0,0,700,114,0,0,0
2021-04-09,0,46692,39361,0,0,671,118,0,0,0
2021-04-10,0,47517,43580,0,0,677,117,0,0,0
2021-04-11,0,22902,26222,0,0,614,107,0,0,0
2021-04-12,0,23251,17702,0,0,587,71,0,0,0
2021-04-13,0,47736,43737,0,0,542,86,0,0,0
2021-04-14,0,44869,41709,0,0,731,140,0,0,0
2021-04-15,0,45738,40192,0,0,698,134,0,0,0
2021-04-16,0,42207,38497,0,0,673,120,0,0,0
2021-04-17,0,44447,39923,0,0,658,119,0,0,0
2021-04-18,0,18287,23436,0,0,671,87,0,0,0
2021-04-19,0,18755,16259,0,0,532,71,0,0,0
2021-04-20,0,43771,41557,0,0,549,81,0,0,0
2021-04-21,0,39002,36795,0,0,731,132,0,0,0
2021-04-22,208828,39911,0,35465,6201,735,0,134,20,0
2021-04-23,197874,46025,0,35892,5498,797,0,134,11,0
2021-04-24,195109,49393,0,41914,5387,785,0,121,12,0
2021-04-25,106965,21868,0,24570,2303,644,0,89,16,0
2021-04-26,75068,18187,0,16973,1456,499,0,88,7,0
2021-04-27,213749,48631,0,42575,5796,512,0,60,6,0
2021-04-28,240960,44888,0,35245,9396,773,0,138,13,0
2021-04-29,212334,39282,0,34558,8926,679,0,95,24,0
2021-04-30,211451,42513,0,31980,7927,661,0,89,38,0
2021-05-01,169859,35096,0,35594,6897,627,0,86,15,0
2021-05-02,103317,14846,0,21668,3046,606,0,76,15,0
2021-05-03,64880,17092,0,13269,4253,488,0,66,15,0
2021-05-04,189431,41829,0,34820,5991,541,0,52,18,0
2021-05-05,215704,36914,0,32674,4317,676,0,104,3,0
2021-05-06,106348,16923,0,19188,3900,574,0,81,12,0
2021-05-07,213274,40362,0,40301,9520,525,0,71,18,0
2021-05-08,242016,37812,0,44666,9736,701,0,112,15,0
2021-05-09,107774,16605,0,24221,5514,564,0,93,8,0
2021-05-10,66642,16288,0,16034,4847,463,0,51,19,0
2021-05-11,182139,42225,0,38588,9909,511,0,64,16,0
2021-05-12,289020,37255,0,32683,14308,635,0,103,19,0
2021-05-13,236169,39614,0,36726,10898,715,0,148,13,0
2021-05-14,222317,40138,0,37675,12548,747,0,107,13,0
2021-05-15,188417,37803,0,38697,10972,68,0,129,15,0
2021-05-16,125500,17520,0,24670,7212,610,0,109,4,0
2021-05-17,75561,16686,0,14887,3814,619,0,77,17,0
2021-05-18,188298,41704,0,35463,10431,528,0,59,10,0
2021-05-19,249479,33640,0,33580,7392,654,0,110,6,0
2021-05-20,100180,18714,0,17640,5708,646,0,129,18,0
2021-05-21,213167,39750,0,38622,13325,561,0,62,16,0
2021-05-22,243448,33858,0,39572,6214,666,0,116,26,0
2021-05-23,100554,15333,0,24120,5799,585,0,82,22,0
2021-05-24,73338,17314,0,14365,6007,538,0,64,17,0
2021-05-25,211414,39114,0,40387,8278,516,0,63,13,0
2021-05-26,231144,36731,0,36059,11394,707,0,135,16,0
2021-05-27,180312,36235,0,34463,11976,629,0,125,13,0
2021-05-28,227033,36763,0,31699,12068,587,0,97,14,0
2021-05-29,184238,31135,0,33285,5627,533,0,95,9,0
2021-05-30,87617,14024,0,21732,4046,480,0,82,7,0
2021-05-31,72513,13544,0,11796,3071,430,0,65,9,0
2021-06-01,203902,37244,0,36094,6458,459,0,67,14,0
2021-06-02,242899,35948,0,34615,9780,677,0,125,14,0
2021-06-03,198975,37974,0,34377,7304,681,0,103,9,0
2021-06-04,159828,39000,0,33961,2852,695,0,110,9,0
2021-06-05,158248,34630,0,39270,3281,744,0,139,11,0
2021-06-06,99041,13743,0,24664,3956,556,0,90,7,0
2021-06-07,69846,12600,0,13476,4450,485,0,79,14,0
2021-06-08,203561,36287,0,37157,6886,454,0,47,8,0
2021-06-09,169822,36200,0,31567,5443,602,0,87,4,0
2021-06-10,164748,32079,0,30910,9656,511,0,95,12,0
2021-06-11,156857,34202,0,30641,6624,556,0,81,18,0
2021-06-12,145014,29471,0,37044,2999,565,0,68,4,0
2021-06-13,83323,12372,0,20057,3959,452,0,74,1,0
2021-06-14,65388,12590,0,12198,2818,399,0,73,6,0
2021-06-15,182741,30972,0,33489,6314,373,0,47,8,0
2021-06-16,187783,32915,0,29182,6359,545,0,87,7,0
2021-06-17,180517,28452,0,30113,8167,540,0,101,16,0
2021-06-18,156982,36212,0,28975,7187,507,0,74,4,0
2021-06-19,140626,29106,0,33645,3911,482,0,100,2,0
2021-06-20,82709,12480,0,20601,3151,429,0,59,3,0
2021-06-21,66612,10413,0,11497,3571,397,0,54,6,0
2021-06-22,165298,33996,0,32423,6233,394,0,30,16,0
2021-06-23,192335,29906,0,29579,8426,645,0,105,17,0
2021-06-24,171060,28833,0,28624,7025,610,0,114,4,0
2021-06-25,158285,27763,0,29118,6031,634,0,92,6,0
2021-06-26,144470,28971,0,34036,3443,668,0,100,5,0
2021-06-27,111195,13162,0,22705,3027,614,0,93,9,0
2021-06-28,66801,12251,0,14663,4493,501,0,89,11,0
2021-06-29,164957,34812,0,37102,8408,595,0,85,15,0
2021-06-30,205151,2331,0,35303,6786,794,0,183,12,0
2021-07-01,188415,35245,0,39170,10968,762,0,152,9,0
2021-07-02,161887,27286,0,41976,4709,826,0,175,21,0
2021-07-03,177665,29015,0,43840,4616,764,0,132,9,0
2021-07-04,110026,14508,0,27888,2942,743,0,130,5,0
2021-07-05,81585,15009,0,16342,2105,711,0,137,2,0
2021-07-06,186357,35582,0,50891,4762,746,0,98,10,0
2021-07-07,222986,30786,0,52341,6372,1212,0,605,8,0
2021-07-08,249505,36280,0,74755,11799,1275,0,254,15,0
2021-07-09,239018,41435,0,69797,5838,1316,0,293,4,0
2021-07-10,221803,37423,0,79928,8373,1378,0,297,23,0
2021-07-11,144497,20638,0,50510,6350,1324,0,258,17,0
2021-07-12,128736,17620,0,32572,6946,1100,0,191,29,0
2021-07-13,282958,44401,0,83305,12291,1150,0,138,39,0
2021-07-14,242184,44560,0,80837,12224,1615,0,352,33,0
2021-07-15,259357,51597,0,79256,10801,1599,0,345,20,0
2021-07-16,261185,48128,0,85964,10947,1536,0,338,17,0
2021-07-17,197498,40643,0,85005,12440,1452,0,325,32,0
2021-07-18,148665,26755,0,56165,5764,1454,0,286,13,0
2021-07-19,128169,26453,0,36713,6834,1252,0,271,18,0
2021-07-20,289009,49553,0,87679,11826,1278,0,206,28,0
2021-07-21,280282,46687,0,84190,12480,1781,0,365,19,0
2021-07-22,272968,45245,0,76462,13328,1842,0,355,30,0
2021-07-23,253720,44387,0,78457,14651,1630,0,297,43,0
2021-07-24,200874,42220,0,85292,9004,1629,0,318,19,0
2021-07-25,179784,22822,0,58077,11453,1487,0,319,50,0
2021-07-26,134619,18999,0,35384,12633,1318,0,246,36,0
2021-07-27,269930,56263,0,85517,15014,1365,0,207,84,0
2021-07-28,248992,57005,0,68623,15511,1895,0,413,72,0
2021-07-29,236582,51893,0,66946,17782,1674,0,401,64,0
2021-07-30,204634,45462,0,75326,17654,1710,0,387,66,0
2021-07-31,207143,45853,0,83283,15613,1539,0,282,89,0
2021-08-01,146590,22965,0,54597,12136,1442,0,308,49,0
