tDate,SumCriticalBedRetention,SumCriticalBedUse,SumCriticalBedOperatingRate,SumCriticalBedAvailable,SumSeriousBedRetention,SumSeriousBedUse,SumSeriousBedOperatingRate,SumSeriousBedAvailable,SumIntermediateBedRetention,SumIntermediateBedUse,SumIntermediateOperatingRate,SumIntermediateBedeAvailable,SumSlightBedRetention,SumSlightBedUse,SumSlightBedOperatingRate,SumSlightBedAvailable,MetropolitanCriticalBedRetention,MetropolitanCriticalBedUse,MetropolitanCriticalBedOperatingRate,MetropolitanCriticalBedAvailable,MetropolitanSeriousBedRetention,MetropolitanSeriousBedUse,MetropolitanSeriousBedOperatingRate,MetropolitanSeriousBedAvailable,MetropolitanIntermediateBedRetention,MetropolitanIntermediateBedUse,MetropolitanIntermediateOperatingRate,MetropolitanIntermediateBedeAvailable,MetropolitanSlightBedRetention,MetropolitanSlightBedUse,MetropolitanSlightBedOperatingRate,MetropolitanSlightBedAvailable,NonMetropolitanCriticalBedRetention,NonMetropolitanCriticalBedUse,NonMetropolitanCriticalBedOperatingRate,NonMetropolitanCriticalBedAvailable,NonMetropolitanSeriousBedRetention,NonMetropolitanSeriousBedUse,NonMetropolitanSeriousBedOperatingRate,NonMetropolitanSeriousBedAvailable,NonMetropolitanIntermediateBedRetention,NonMetropolitanIntermediateBedUse,NonMetropolitanIntermediateOperatingRate,NonMetropolitanIntermediateBedeAvailable,NonMetropolitanSlightBedRetention,NonMetropolitanSlightBedUse,NonMetropolitanSlightBedOperatingRate,NonMetropolitanSlightBedAvailable
2022-09-26,1846,415,22.5,1431,3222,898,27.9,2324,2369,355,15,2014,116,15,12.9,101,1245,295,23.7,950,2108,652,30.9,1456,1040,165,15.9,875,116,15,12.9,101,601,120,20,481,1114,246,22.1,868,1329,190,14.3,1139,0,0,0,0
2022-09-27,1846,400,21.7,1446,3222,837,26,2385,2369,314,13.3,2055,116,14,12.1,102,1245,275,22.1,970,2108,594,28.2,1514,1040,137,13.2,903,116,14,12.1,102,601,125,20.8,476,1114,243,21.8,871,1329,177,13.3,1152,0,0,0,0
2022-09-28,1846,387,21,1459,3222,807,25,2415,2369,292,12.3,2077,116,10,8.6,106,1245,273,21.9,972,2108,577,27.4,1531,1040,124,11.9,916,116,10,8.6,106,601,114,19,487,1114,230,20.6,884,1329,168,12.6,1161,0,0,0,0
2022-09-29,1846,362,19.6,1484,3222,775,24.1,2447,2369,291,12.3,2078,116,6,5.2,110,1245,257,20.6,988,2108,562,26.7,1546,1040,131,12.6,909,116,6,5.2,110,601,105,17.5,496,1114,213,19.1,901,1329,160,12,1169,0,0,0,0
2022-09-30,1841,373,20.3,1468,3194,777,24.3,2417,2369,299,12.6,2070,116,5,4.3,111,1245,266,21.4,979,2108,565,26.8,1543,1040,132,12.7,908,116,5,4.3,111,596,107,18,489,1086,212,19.5,874,1329,167,12.6,1162,0,0,0,0
2022-10-01,1839,369,20.1,1470,3178,724,22.8,2454,2369,287,12.1,2082,116,3,2.6,113,1243,259,20.8,984,2108,525,24.9,1583,1040,130,12.5,910,116,3,2.6,113,596,110,18.5,486,1070,199,18.6,871,1329,157,11.8,1172,0,0,0,0
2022-10-02,1801,360,20,1441,3121,725,23.2,2396,2364,293,12.4,2071,116,3,2.6,113,1232,255,20.7,977,2071,521,25.2,1550,1040,130,12.5,910,116,3,2.6,113,569,105,18.5,464,1050,204,19.4,846,1324,163,12.3,1161,0,0,0,0
2022-10-03,1801,368,20.4,1433,3121,743,23.8,2378,2364,311,13.2,2053,116,3,2.6,113,1232,263,21.3,969,2071,545,26.3,1526,1040,139,13.4,901,116,3,2.6,113,569,105,18.5,464,1050,198,18.9,852,1324,172,13,1152,0,0,0,0
2022-10-04,1799,368,20.5,1431,3119,728,23.3,2391,2364,285,12.1,2079,116,3,2.6,113,1230,261,21.2,969,2069,527,25.5,1542,1040,134,12.9,906,116,3,2.6,113,569,107,18.8,462,1050,201,19.1,849,1324,151,11.4,1173,0,0,0,0
2022-10-05,1792,368,20.5,1424,3094,678,21.9,2416,2334,270,11.6,2064,116,3,2.6,113,1230,262,21.3,968,2044,480,23.5,1564,1040,125,12,915,116,3,2.6,113,562,106,18.9,456,1050,198,28.9,852,1294,145,11.2,1149,0,0,0,0
2022-10-06,1792,348,19.4,1444,3094,656,21.2,2438,2334,265,11.4,2069,116,2,1.7,114,1230,248,20.2,982,2044,459,22.5,1585,1040,106,10.2,934,116,2,1.7,114,562,100,17.8,462,1050,197,18.8,853,1294,159,12.3,1135,0,0,0,0
2022-10-07,1792,331,18.5,1461,3094,661,21.4,2433,2334,270,11.6,2064,116,2,1.7,114,1230,234,19,996,2044,460,22.5,1584,1040,119,11.4,921,116,2,1.7,114,562,97,17.3,465,1050,201,19.1,849,1294,151,11.7,1143,0,0,0,0
2022-10-08,1615,313,19.4,1302,2538,623,24.5,1915,1966,240,12.2,1726,116,2,1.7,114,1167,229,19.6,938,1784,444,24.9,1340,1040,116,11.2,924,116,2,1.7,114,448,84,18.8,364,754,179,23.7,575,926,124,13.4,802,0,0,0,0
2022-10-09,1610,320,19.4,1290,2498,618,24.5,1880,1914,227,12.2,1687,116,2,1.7,114,1167,236,19.6,931,1784,437,24.9,1347,1040,115,11.2,925,116,2,1.7,114,443,84,19,359,714,181,25.4,533,874,112,12.8,762,0,0,0,0
2022-10-10,1610,303,18.8,1307,2498,627,25.1,1871,1914,234,12.2,1680,116,1,0.9,115,1167,219,18.8,948,1784,454,25.4,1330,1040,120,11.5,920,116,1,0.9,115,443,84,19,359,714,173,24.2,541,874,114,13,760,0,0,0,0
2022-10-11,1610,307,19.1,1303,2498,616,24.7,1882,1914,240,12.5,1674,116,1,0.9,115,1167,219,18.8,948,1784,436,24.4,1348,1040,119,11.4,921,116,1,0.9,115,443,88,19.9,355,714,180,25.2,534,874,121,13.8,753,0,0,0,0
2022-10-12,1581,272,17.2,1309,2463,588,23.9,1875,1907,208,10.9,1699,116,1,0.9,115,1144,193,16.9,951,1780,423,23.8,1357,1040,112,10.8,928,116,1,0.9,115,437,79,18.1,358,683,165,24.2,518,867,965,11.1,771,0,0,0,0
2022-10-13,1582,276,17.4,1306,2463,551,22.4,1912,1907,209,11,1698,116,7,6,109,1144,199,17.4,945,1780,399,22.4,1381,1040,109,10.5,931,116,7,6,109,438,77,17.6,361,683,152,22.3,531,867,100,11.5,767,0,0,0,0
2022-10-14,1582,288,18.2,1294,2463,528,21.4,1935,1907,200,10.5,1707,116,9,7.8,107,1144,203,17.7,941,1780,370,20.8,1410,1040,103,9.9,937,116,9,7.8,107,438,85,19.4,353,683,158,23.1,525,867,97,11.2,770,0,0,0,0
2022-10-15,1582,250,15.8,1332,2463,569,23.1,1894,1907,214,11.2,1693,116,11,9.5,105,1144,174,15.2,970,1780,416,23.4,1364,1040,111,10.7,929,116,11,9.5,105,438,76,17.4,362,683,153,22.4,530,867,103,11.9,764,0,0,0,0
2022-10-16,1582,249,15.7,1333,2437,584,24,1853,1907,247,13,1660,116,12,10.3,104,1144,170,14.9,974,1754,425,24.2,1329,1040,118,11.3,922,116,12,10.3,104,438,79,18,359,683,159,23.3,524,867,129,14.9,738,0,0,0,0
2022-10-17,1582,268,16.9,1314,2437,632,25.9,1805,1907,259,13.6,1648,116,14,12.1,102,1144,179,15.6,965,1754,464,26.5,1290,1040,128,12.3,912,116,14,12.1,102,438,89,20.3,349,683,168,24.6,515,867,131,15.1,736,0,0,0,0
2022-10-18,1578,287,18.2,1291,2441,630,25.8,1811,1907,271,14.2,1636,116,18,15.5,98,1140,196,17.2,944,1758,463,26.3,1295,1040,128,12.3,912,116,18,15.5,98,438,91,20.8,347,683,167,24.5,516,867,143,16.5,724,0,0,0,0
2022-10-19,1579,287,18.2,1292,2441,651,26.7,1790,1907,241,12.6,1666,116,18,15.5,98,1140,198,17.4,942,1758,490,27.9,1268,1040,116,11.2,924,116,18,15.5,98,439,89,20.3,350,683,161,23.6,522,867,125,14.4,742,0,0,0,0
2022-10-20,1573,283,18,1290,2441,664,27.2,1777,1907,235,12.3,1672,116,18,15.5,98,1140,194,17,946,1758,509,29,1249,1040,110,10.6,930,116,18,15.5,98,433,89,20.6,344,683,155,22.7,528,867,125,14.4,742,0,0,0,0
2022-10-21,1572,282,17.9,1290,2441,682,27.9,1759,1907,243,12.7,1664,116,15,12.9,101,1140,194,17,946,1758,514,29.2,1244,1040,116,11.2,924,116,15,12.9,101,432,88,20.4,344,683,168,24.6,515,867,127,14.6,740,0,0,0,0
2022-10-22,1572,284,18.1,1288,2441,699,28.6,1742,1907,245,12.8,1662,116,11,9.5,105,1140,200,17.5,940,1758,521,29.6,1237,1040,127,12.2,913,116,11,9.5,105,432,84,19.4,348,683,178,26.1,505,867,118,13.6,739,0,0,0,0
2022-10-23,1572,319,20.3,1253,2441,718,29.4,1723,1907,267,14,1640,116,10,8.6,106,1140,223,19.6,917,1758,536,30.5,1222,1040,139,13.4,901,116,10,8.6,106,432,96,22.2,336,683,182,26.6,501,867,128,14.8,739,0,0,0,0
2022-10-24,1572,324,20.6,1248,2441,775,31.7,1666,1907,288,15.1,1619,116,8,6.9,108,1140,222,19.5,918,1758,582,33.1,1176,1040,154,14.8,886,116,8,6.9,108,432,102,23.6,330,683,193,28.3,490,867,134,15.5,733,0,0,0,0
2022-10-25,1572,334,21.2,1238,2441,747,30.6,1694,1907,286,15,1621,116,3,2.6,113,1140,219,19.2,921,1758,564,32.1,1194,1040,148,14.2,892,116,3,2.6,113,432,115,26.6,317,683,183,26.8,500,867,138,15.9,729,0,0,0,0
2022-10-26,1572,353,22.5,1219,2441,763,31.3,1678,1907,314,16.5,1593,116,2,1.7,114,1140,233,20.4,907,1758,570,32.4,1188,1040,156,15,884,116,2,1.7,114,432,120,27.8,312,683,193,28.3,490,867,158,18.2,709,0,0,0,0
2022-10-27,1572,347,22.1,1225,2441,785,32.2,1656,1907,327,17.1,1580,116,3,2.6,113,1140,232,20.4,908,1758,585,33.3,1173,1040,169,16.3,871,116,3,2.6,113,432,115,26.6,317,683,200,29.3,483,867,158,18.2,709,0,0,0,0
2022-10-28,1572,369,23.5,1203,2441,806,33,1635,1907,320,16.8,1587,116,4,3.4,112,1140,255,22.4,885,1758,605,34.4,1153,1040,172,16.5,868,116,4,3.4,112,432,114,26.4,318,683,201,29.4,482,867,148,17.1,719,0,0,0,0
2022-10-29,1572,369,23.5,1203,2441,812,33.3,1629,1907,350,18.4,1557,116,4,3.4,112,1140,256,22.5,884,1758,605,34.4,1153,1040,194,18.7,846,116,4,3.4,112,432,113,26.2,319,683,207,30.3,476,867,156,18,711,0,0,0,0
2022-10-30,1572,385,24.5,1187,2441,826,33.8,1615,1907,378,19.8,1529,116,4,3.4,112,1140,266,23.3,874,1758,616,35,1142,1040,201,19.3,839,116,4,3.4,112,432,119,27.5,313,683,210,30.7,473,867,177,20.4,690,0,0,0,0
