tDate,NewSum,NewSeoul,NewBusan,NewDaegu,NewIncheon,NewGwangju,NewDaejeon,NewUlsan,NewSejong,NewGyeonggi,NewGangwon,NewChungbug,NewChungnam,NewJeonbug,NewJeonnam,NewGyeongbug,NewGyeongnam,NewJeju,AccSum,AccSeoul,AccBusan,AccDaegu,AccIncheon,AccGwangju,AccDaejeon,AccUlsan,AccSejong,AccGyeonggi,AccGangwon,AccChungbug,AccChungnam,AccJeonbug,AccJeonnam,AccGyeongbug,AccGyeongnam,AccJeju
2022-04-30,43274,6455,2031,2316,1960,1655,1457,995,382,10342,1644,1471,1943,1998,2262,2865,2715,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-01,37741,5462,1635,2035,1759,1293,1337,1050,360,8575,1401,1591,1821,1739,1961,2663,2482,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-02,20058,2653,693,863,908,886,674,411,254,5341,752,701,878,919,995,1513,1185,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-03,51086,8709,2870,3246,2587,1435,1663,1195,370,11737,1780,1764,2411,1939,2550,2820,3619,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-04,49035,7436,2171,2484,2166,1839,1714,1119,412,11670,1860,1874,2261,2069,2346,3794,3092,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-05,42273,6645,2047,2165,2015,1449,1462,1043,356,10242,1622,1505,1923,1752,1926,2938,2606,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-06,26686,3596,866,1312,1153,1220,1072,700,221,6168,959,1120,1195,1189,1298,2393,1653,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-07,39574,6639,2278,2314,2011,988,13098,879,297,9444,1486,1357,1771,1582,1914,2450,2516,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-08,40048,5979,1805,2421,1708,1596,1445,1118,307,8553,1431,1596,1747,2003,1900,2961,2782,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-09,20582,2715,716,972,922,911,778,474,152,5485,808,699,906,85,904,1554,1372,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-10,49910,8142,2772,3245,2550,1523,1541,1321,466,11334,1828,1791,2267,2272,2302,2833,3318,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-11,43888,6207,1997,2223,2162,1675,1430,1258,371,10503,1636,1675,2084,1961,1874,3334,2788,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-12,35894,5695,1742,1888,1683,1291,1282,965,331,8392,1322,1398,1605,1464,1486,2627,2258,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-13,32436,5178,1602,1796,1513,1097,1055,816,280,7762,1193,1120,1397,1400,1394,2283,2081,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-14,29556,4764,1540,1516,1407,986,888,781,272,6980,1155,1081,1282,1204,1234,2104,1957,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-15,25408,4025,1027,1304,1150,693,923,767,228,5799,962,1051,1250,1129,1125,1875,1734,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-16,13268,1684,474,564,605,642,457,320,160,3576,584,452,638,585,503,1003,778,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-17,35091,5889,1914,2095,1715,881,1075,834,294,9090,1374,1186,1543,1369,1255,1989,2280,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-18,31317,5040,147,527,1387,90,1026,856,297,7777,1358,1106,1468,1246,1208,2274,1926,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-19,28115,4557,1261,1461,1334,817,950,753,269,6863,1096,1020,1471,1182,1040,1919,1755,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-20,25103,4110,1084,1297,1149,821,844,660,229,6007,1268,905,1185,954,1019,1674,1506,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-21,23451,3589,1094,1316,1064,749,743,626,209,5693,1103,794,989,1021,907,1661,1513,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-22,19274,2899,869,1194,796,617,693,651,184,4266,826,670,854,859,840,1506,1270,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-23,9958,1213,359,481,383,342,386,210,109,2665,515,329,42,478,409,845,554,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-24,26301,4271,1527,2054,1035,590,907,751,275,6031,1065,901,1150,1060,922,1665,1826,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-25,23935,3586,1039,1438,998,809,843,702,254,5258,1150,819,1035,1019,946,1981,1477,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-26,18782,2787,895,1299,743,591,628,571,162,4350,815,696,796,693,674,1509,1269,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-27,16535,3019,811,1015,576,63,551,508,152,3567,658,510,776,567,593,1388,1100,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-28,14353,2267,682,975,624,495,467,433,114,3254,570,485,624,582,507,1063,931,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-29,12628,2018,538,794,432,414,446,391,140,2839,467,456,631,517,466,1007,815,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-30,6091,1120,189,300,255,196,174,109,68,1468,296,212,279,225,234,494,348,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05-31,17148,3339,888,1308,660,428,548,494,135,3775,695,624,678,614,612,964,1150,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-01,15753,2926,707,942,520,458,449,461,119,3535,783,594,663,531,509,1297,979,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-02,9866,1818,401,688,380,264,368,322,99,2102,412,332,454,291,325,818,591,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-03,12507,2439,610,915,436,329,352,362,111,2872,585,409,408,445,429,839,824,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-04,12007,2254,640,716,518,319,321,330,104,2745,542,396,537,412,389,888,686,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-05,9787,1719,472,611,398,260,313,307,105,2189,380,322,490,375,352,748,568,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-06,5005,738,185,299,197,154,193,105,43,1340,240,176,193,192,156,417,266,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-07,6137,950,316,338,234,139,197,187,83,1438,307,243,297,216,203,451,408,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-08,13299,2628,823,987,517,350,369,368,115,3073,587,394,457,467,441,811,741,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-09,12096,2008,670,671,399,347,396,426,118,2734,539,431,599,407,491,972,695,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-10,9281,1537,494,568,391,276,266,298,90,2120,441,312,400,298,350,733,550,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-11,8378,1380,446,532,323,225,250,295,99,2066,381,294,300,272,316,613,467,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-12,7304,1159,417,391,263,188,265,294,82,1684,357,239,282,264,279,565,436,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-13,3768,659,188,204,104,100,146,110,16,1021,187,98,175,106,121,266,193,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-14,9737,1763,670,615,590,194,238,306,73,2346,423,309,308,295,314,578,608,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-15,9331,1686,529,554,364,210,269,320,58,2282,447,316,414,266,269,678,529,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-16,7904,1547,457,461,313,184,194,282,62,1989,312,240,319,198,235,557,431,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-17,7130,1277,475,446,265,159,175,254,59,1716,298,181,317,181,232,446,518,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-18,6763,1245,421,432,250,130,125,244,69,1697,303,201,247,201,204,425,476,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-19,5988,1107,343,394,257,130,138,243,47,1399,249,190,216,179,209,397,370,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-20,3442,717,148,137,188,107,87,115,40,884,154,82,127,68,110,222,184,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-21,9234,2040,535,584,441,178,175,315,62,2519,303,231,322,249,276,364,573,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-22,8886,1777,551,462,385,180,204,330,67,2281,359,215,365,258,268,504,528,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-23,7405,1577,454,343,346,141,203,239,63,1966,261,206,272,178,225,379,457,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-24,7116,1602,396,379,340,140,158,176,58,1858,295,176,249,198,182,393,394,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-25,6705,1551,402,314,334,123,160,190,48,1713,246,169,261,175,206,340,396,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-26,6111,1302,388,276,322,110,150,227,61,1633,176,165,199,174,191,310,337,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-27,3315,594,146,89,170,80,99,84,25,1008,128,80,141,90,129,190,202,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-28,9777,2467,684,457,451,128,221,268,52,2571,316,217,319,274,307,334,630,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-29,10258,2471,595,385,576,206,268,336,74,2643,341,209,377,274,263,526,558,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-06-30,9453,2281,588,396,474,180,229,280,67,2440,280,208,300,263,247,492,547,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-01,9382,2333,586,414,436,167,208,290,54,2453,236,253,317,249,224,453,542,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-02,10542,2768,608,364,472,157,274,311,78,2800,311,253,379,264,236,490,571,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-03,9868,2437,547,291,516,181,237,283,70,2637,257,209,412,257,241,521,572,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-04,6089,1161,291,242,282,130,211,148,55,1890,227,160,240,119,147,299,316,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-05,17976,4777,1169,672,920,272,435,462,108,4881,531,407,583,396,380,643,1065,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-06,19147,4768,1162,627,1022,326,451,507,150,5159,581,467,662,464,452,925,1049,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-07,18317,4574,1155,649,927,303,485,472,107,4967,548,430,696,449,406,782,959,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-08,19132,4605,1240,617,932,355,560,484,160,5395,478,487,762,535,371,750,1018,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-09,20063,4897,1279,701,1011,343,497,577,173,5595,534,559,747,508,472,734,1079,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-10,20160,5238,1286,477,868,351,521,643,190,5437,433,550,774,551,439,877,1041,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-11,12513,2619,626,447,582,256,465,331,103,3976,310,313,438,303,229,518,642,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-12,37100,9403,2665,1409,1831,656,908,998,317,10280,885,967,1278,981,747,1151,2096,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-13,39868,9353,2501,1405,2021,794,956,1119,369,11118,1037,1032,1573,1032,839,1626,2143,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-14,38858,9645,2357,1266,1881,785,1011,1078,260,10590,1029,1032,1498,1127,844,1555,2058,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-15,38621,8942,2534,1534,2026,810,998,1044,258,10508,1112,1030,1406,1064,845,1596,2042,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-16,41023,9449,2611,1316,2061,797,1044,1171,302,11417,1103,1273,1620,1136,881,1603,2282,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-17,40037,8561,2566,1162,2037,912,1150,1361,313,11025,1146,1261,1512,1230,906,1663,2209,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-18,25980,4892,1247,1008,1857,557,749,608,264,8241,668,702,969,672,540,1049,1138,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-19,73231,18033,4884,2412,4124,1348,1926,2066,551,20083,2006,1975,2729,2084,1649,2203,3944,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-20,75973,17189,4407,2557,4324,1694,2028,2100,504,21318,2186,2187,2845,2179,1593,3112,3824,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-21,70850,16662,4125,2391,3863,1628,2012,2014,488,19480,1978,1881,2632,2166,1686,2809,3463,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22,68309,15370,3793,2271,3657,1573,1825,1869,523,18784,2125,2151,2627,2239,1621,2882,3542,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-23,68258,14825,3937,2550,3710,1612,1960,1863,486,18338,2021,2125,2659,2163,1735,2931,3763,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-24,65100,13806,3548,1907,3425,1636,1977,1978,582,17273,1882,2238,2620,2334,1760,2966,3503,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-25,35540,5965,1431,1423,1880,1080,1233,702,224,10876,1058,1241,1382,1200,987,1739,1926,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-26,98974,23106,6310,3431,5273,2290,2672,2393,792,27256,2471,2993,4176,2908,2534,3326,5437,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-27,99753,20077,5287,3856,5207,2844,2822,2657,825,27154,3287,3203,4184,3334,2630,4921,5425,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-28,87959,18158,4689,3031,4752,2443,2548,2365,722,24214,2841,2881,3634,2784,2410,4245,4416,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-29,84881,17506,4584,3481,4280,2369,2534,2153,622,23516,2768,2557,3474,2893,2352,3770,4425,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-30,81605,16574,4520,2859,4042,2144,2459,2090,615,22374,2604,2762,3345,2907,2288,3774,4423,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-31,73248,14149,3835,2487,3876,2258,2396,2063,581,18568,2460,2528,3238,2992,2185,4117,3955,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-01,44253,7337,2067,1933,2301,1473,1462,1092,349,12983,1441,1417,1781,1561,1446,2379,2226,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-02,111221,24600,7009,4469,5624,2595,4119,2532,1004,30049,3109,3293,4275,3615,3101,4362,5978,1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-03,119322,22986,6649,4746,6163,3489,3503,2829,933,31638,4589,3916,5539,4276,3614,6146,6352,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-04,107459,20225,6180,4377,5440,3375,3293,2864,916,27799,4362,3598,4341,4203,3143,5659,5796,1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-05,112404,20799,6629,4781,5799,3367,3596,2927,870,29382,3998,3718,4764,4103,3872,5751,6360,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-06,110093,20142,6567,4688,5487,2810,3437,2947,813,29017,3965,3891,4662,4054,3568,5685,6724,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-07,105023,18342,5825,4686,5545,3391,3431,3115,852,26242,3423,3637,4437,4461,3285,5847,6690,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-08,54810,7853,2613,2275,2672,1970,1758,1593,508,15065,2491,1928,2222,2206,2039,3372,3016,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-09,149309,29470,9999,7132,7640,3419,4917,3508,1153,38975,4749,5074,5926,5481,4998,5864,9366,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-10,151177,26046,8902,6979,7615,5119,4644,4180,1318,38016,5252,5324,6619,6047,5841,8464,8834,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-11,136719,24500,8186,6284,6613,4779,4245,3216,1045,34780,4589,4609,5809,5472,5319,7086,8178,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-12,128250,22822,7393,5796,6939,4013,3760,3086,978,32706,4287,4221,5718,4978,5225,6633,7727,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13,124112,21836,7656,6054,5993,4380,3870,2942,1051,31082,3965,4161,5199,4778,5372,6192,7720,1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14,119143,19591,6999,5619,5962,4463,4073,2808,1044,29193,3447,4269,5581,5084,5014,6415,7684,1897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-15,61682,8239,2926,3027,2885,2693,2233,1590,514,16058,2355,2229,2813,2441,2775,3543,3893,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-16,83665,13050,4670,4882,4095,2648,2952,2098,754,21026,2748,2963,3578,3636,3430,4229,5532,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-17,180236,32513,13024,8717,9004,5493,6132,3856,1530,45923,5162,5685,7502,6264,7497,7509,12667,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-18,177941,28349,11142,9914,9088,6712,6044,4201,1408,42378,5605,6285,8318,6949,7567,10074,11563,2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-19,138347,21014,8764,8124,6663,5388,4356,3126,970,33336,4290,4734,5735,5714,6006,8581,9452,2094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20,128919,19941,8547,7211,6155,4690,4338,3145,1102,31304,3661,4419,5731,5048,5722,7213,8805,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-21,110548,16720,6828,6421,5368,4008,3744,2856,950,25578,3011,3777,5148,4705,5043,6906,7565,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-22,58640,7376,2730,3565,3008,2646,2026,1280,470,14976,2126,2014,2453,2510,2618,3736,3763,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-23,149754,25644,10680,8620,8098,4147,5176,3358,1234,37202,4154,4681,6704,5354,6515,6389,10277,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-24,138883,20569,8591,7875,7013,5722,4181,3249,1164,32608,4610,4672,6366,5507,6071,9028,9583,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-25,113002,17707,7163,6293,5729,4124,3645,2553,939,27007,3311,3797,5206,4482,5074,6400,7950,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-26,100782,15742,6276,5309,5336,3672,3308,2156,909,24510,3047,3393,4901,4014,4355,5634,6839,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-27,95206,14578,6025,5559,4718,3336,3028,2055,830,22826,2821,3439,4490,3720,4139,5352,6884,1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-28,84932,13045,5066,4896,4258,3220,2774,1913,808,19823,2451,2964,3980,3734,3524,5157,6099,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-29,42782,5752,1796,1953,2469,1481,1527,813,434,11881,1504,1601,2024,1537,1899,2728,2549,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-30,115258,20397,7808,6093,6375,2943,3855,2089,1060,30268,3184,3771,5292,3949,4519,4897,7733,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-31,103503,15889,5845,5706,5211,3623,3170,1871,845,25878,3376,3985,4971,4255,3886,6824,6746,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-01,81273,13313,4486,4125,4394,2798,2646,1599,681,20228,2627,3008,3740,3431,3041,4753,5362,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-02,89269,15554,4763,5064,5103,2493,3089,1457,837,23605,2490,3021,4308,3099,3460,4676,5348,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-03,79423,13887,4171,4226,4406,2223,2495,1445,728,21089,2404,2866,3668,2920,2790,4361,4952,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-04,71903,11928,3685,4266,3930,2359,2332,1462,716,18351,2078,2627,3306,2710,2414,4407,4584,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-05,37262,5315,1389,1743,2285,1221,1292,620,352,10672,1248,1349,1625,1613,1410,2219,2420,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-06,99564,18775,6085,5022,5898,2416,3256,1687,961,26767,2812,3507,4463,3344,3349,4265,6397,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-07,85197,14523,3670,5350,4702,2905,2522,1361,754,22798,2730,3137,3762,3062,2739,5284,5213,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-08,72417,13057,3317,3922,4188,2226,2267,1408,609,19277,2305,2470,2950,2719,2319,3925,4739,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-09,69133,12305,3601,3716,4028,1941,2219,1190,576,17845,2270,2460,3117,2444,2357,3834,4568,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-10,42487,6076,1603,2580,2223,1558,1470,802,411,10947,1450,1816,1964,1841,1476,2920,2978,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-11,27986,4800,1183,1325,1596,862,994,451,287,7060,971,1113,1253,1252,1102,1619,1800,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-12,36736,6284,1541,1810,2163,882,1264,574,417,10070,1232,1353,1696,1566,1304,1870,2426,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-13,57037,9546,3195,3459,3325,1329,2020,994,558,15463,1662,1946,2716,2157,1808,2788,3767,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-14,93667,17368,4975,5351,5476,2519,3047,1629,838,26110,2916,3143,3699,3218,2739,4306,5867,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-15,71119,11808,3340,3691,4184,2167,1925,1329,584,18856,2625,2673,3134,2737,2156,4762,4612,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-16,51526,9207,2491,2940,3049,1463,1587,935,432,13823,1770,1717,2113,1886,1671,3007,3097,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-17,43177,7653,2075,2472,2528,1222,1260,715,326,11572,1479,1537,1839,1659,1401,2499,2590,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-18,34523,5968,1586,2016,2026,1101,995,650,286,9002,1075,1246,1495,1353,1067,2163,2231,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-19,19118,3192,633,939,1256,547,597,293,206,5752,648,674,911,592,586,1063,1011,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-20,47594,9726,2402,2602,2977,1056,1494,676,418,13288,1379,1404,2005,1610,1399,2058,2841,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-21,40960,7349,1794,2124,2422,1290,1141,731,317,11548,1334,1429,1691,1486,1160,2520,2280,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-22,32754,6145,1516,1823,1981,889,945,529,245,9057,1011,1147,1350,1075,1074,1732,1973,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-23,28805,5609,1264,1427,1715,768,799,459,254,8131,934,968,1196,974,872,1610,1624,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-24,29047,5635,1254,1584,1691,742,808,459,227,8104,859,960,1250,931,887,1634,1757,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-25,25544,4884,1148,1253,1636,636,712,446,192,7068,701,893,1050,921,743,1553,1521,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-26,13948,2332,461,835,866,463,398,211,132,4153,535,462,572,441,442,770,726,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
