tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-02-07,Australia,Queensland,,1,0,5,0
2020-02-07,Canada,British Columbia,,2,0,4,0
2020-02-07,China,Anhui,,74,0,665,0
2020-02-07,China,Beijing,,23,0,297,1
2020-02-07,China,Chongqing,,15,0,426,2
2020-02-07,China,Fujian,,9,0,224,0
2020-02-07,China,Gansu,,5,0,67,0
2020-02-07,China,Guangdong,,64,1,1034,1
2020-02-07,China,Guangxi,,4,0,172,0
2020-02-07,China,Guizhou,,10,0,81,1
2020-02-07,China,Hainan,,11,1,117,2
2020-02-07,China,Hebei,,15,0,172,1
2020-02-07,China,Heilongjiang,,50,0,277,3
2020-02-07,China,Henan,,63,1,914,3
2020-02-07,China,Hubei,,2841,81,24953,699
2020-02-07,China,Hunan,,61,0,772,0
2020-02-07,China,Inner Mongolia,,4,0,50,0
2020-02-07,China,Jiangsu,,35,0,408,0
2020-02-07,China,Jiangxi,,61,0,661,0
2020-02-07,China,Jilin,,6,1,65,1
2020-02-07,China,Liaoning,,5,0,99,0
2020-02-07,China,Ningxia,,3,0,43,0
2020-02-07,China,Shaanxi,,11,0,184,0
2020-02-07,China,Shandong,,39,0,386,0
2020-02-07,China,Shanghai,,20,0,277,1
2020-02-07,China,Shanxi,,8,0,104,0
2020-02-07,China,Sichuan,,23,0,344,1
2020-02-07,China,Tianjin,,2,0,81,1
2020-02-07,China,Unknown,,0,0,0,0
2020-02-07,China,Xinjiang,,3,0,39,0
2020-02-07,China,Yunnan,,5,0,138,0
2020-02-07,China,Zhejiang,,52,0,1006,0
2020-02-07,Germany,,,1,0,13,0
2020-02-07,Italy,,,0,0,3,0
2020-02-07,Japan,,,-20,0,25,0
2020-02-07,New Zealand,Cook Islands,,0,0,0,0
2020-02-07,South Korea,,,1,0,24,0
