tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-01-31,Australia,New South Wales,,0,0,4,0
2020-01-31,Australia,Queensland,,-1,0,2,0
2020-01-31,Australia,Victoria,,1,0,3,0
2020-01-31,Canada,British Columbia,,0,0,1,0
2020-01-31,Canada,Ontario,,0,0,2,0
2020-01-31,China,Anhui,,37,0,237,0
2020-01-31,China,Beijing,,25,0,139,1
2020-01-31,China,Chongqing,,29,0,211,0
2020-01-31,China,Fujian,,19,0,120,0
2020-01-31,China,Gansu,,3,0,29,0
2020-01-31,China,Guangdong,,82,0,436,0
2020-01-31,China,Guangxi,,9,0,87,0
2020-01-31,China,Guizhou,,17,0,29,0
2020-01-31,China,Hainan,,6,0,52,1
2020-01-31,China,Hebei,,17,0,82,1
2020-01-31,China,Heilongjiang,,15,0,59,2
2020-01-31,China,Henan,,74,0,352,2
2020-01-31,China,Hubei,,903,42,5806,204
2020-01-31,China,Hunan,,55,0,332,0
2020-01-31,China,Inner Mongolia,,1,0,20,0
2020-01-31,China,Jiangsu,,39,0,168,0
2020-01-31,China,Jiangxi,,78,0,240,0
2020-01-31,China,Jilin,,0,0,14,0
2020-01-31,China,Liaoning,,7,0,48,0
2020-01-31,China,Ningxia,,4,0,21,0
2020-01-31,China,Qinghai,,0,0,8,0
2020-01-31,China,Shaanxi,,24,0,87,0
2020-01-31,China,Shandong,,26,0,184,0
2020-01-31,China,Shanghai,,23,0,135,1
2020-01-31,China,Shanxi,,4,0,39,0
2020-01-31,China,Sichuan,,35,0,177,1
2020-01-31,China,Tianjin,,1,0,32,0
2020-01-31,China,Tibet,,0,0,1,0
2020-01-31,China,Unknown,,0,0,0,0
2020-01-31,China,Xinjiang,,3,0,17,0
2020-01-31,China,Yunnan,,13,0,83,0
2020-01-31,China,Zhejiang,,110,0,538,0
2020-01-31,Finland,,,0,0,1,0
2020-01-31,France,,,0,0,5,0
2020-01-31,Germany,Bavaria,,1,0,5,0
2020-01-31,Italy,,,0,0,2,0
2020-01-31,Japan,,,4,0,15,0
2020-01-31,New Zealand,Cook Islands,,0,0,0,0
2020-01-31,South Korea,,,7,0,11,0
2020-01-31,Sweden,,,0,0,1,0
2020-01-31,Taiwan,Taiwan,,1,0,10,0
2020-01-31,United States,Arizona,,0,0,1,0
2020-01-31,United States,California,,0,0,2,0
2020-01-31,United States,Illinois,,1,0,2,0
2020-01-31,United States,Washington,,0,0,1,0
